ticker|~|alert_date|~|source|~|skip_category|~|ep_score|~|gap_pct|~|catalyst_quality|~|open_d0|~|close_d0|~|ret_1d|~|ret_5d|~|ret_20d|~|max_high_5d|~|max_high_20d|~|refreshed_et|~|skip_reason
PMI|~|2026-08-24|~|scan_filter|~|filter_other|~||~|27.85046728971963|~||~|4.53|~|5.13|~||~||~||~|0.18101545253863122|~|0.18101545253863122|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $3.21 < $5.00 floor
POAS|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.331680099194046|~||~|0.1607|~|0.166|~||~||~||~|0.05724953329184807|~|0.05724953329184807|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.16 < $5.00 floor
POM|~|2026-08-24|~|scan_filter|~|filter_other|~||~|9.462161877697095|~||~|1.0286|~|0.9654|~||~||~||~|0.035485125413182945|~|0.035485125413182945|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.95 < $5.00 floor
PPCB|~|2026-08-24|~|scan_filter|~|filter_other|~||~|7.407407407407393|~||~|1.1|~|1.155|~||~||~||~|0.08181818181818168|~|0.08181818181818168|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.08 < $5.00 floor
PRPL|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.177215189873413|~||~|5.51|~|5.37|~||~||~||~|0.0689655172413793|~|0.0689655172413793|~|08-24 17:16|~|filter:universe_prev_day_illiquid: prior-day volume 10,652 < 50,000 shares floor
PSIG|~|2026-08-24|~|scan_filter|~|filter_other|~||~|6.810035842293905|~||~|2.98|~|2.25|~||~||~||~|0.00671140939597316|~|0.00671140939597316|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $2.79 < $5.00 floor
PUSA|~|2026-08-24|~|scan_filter|~|filter_other|~||~|12.244897959183671|~||~|3.9|~|3.78|~||~||~||~|0.06923076923076923|~|0.06923076923076923|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $3.43 < $5.00 floor
PWCM|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.185185185185174|~||~|1.37|~|1.32|~||~||~||~|0.05839416058394149|~|0.05839416058394149|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.35 < $5.00 floor
QNC|~|2026-08-24|~|scan_filter|~|filter_other|~||~|7.0422535211267565|~||~|2.09|~|2.04|~||~||~||~|0.011961722488038447|~|0.011961722488038447|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $2.13 < $5.00 floor
QNTM|~|2026-08-24|~|scan_filter|~|filter_other|~||~|6.686046511627906|~||~|3.44|~|3.24|~||~||~||~|0.0029069767441861137|~|0.0029069767441861137|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $3.44 < $5.00 floor
QTRX|~|2026-08-24|~|scan_filter|~|filter_other|~||~|8.361204013377927|~||~|2.99|~|2.8|~||~||~||~|0.003344481605351099|~|0.003344481605351099|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $2.99 < $5.00 floor
RAIN|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.665286812536953|~||~|0.8401|~|0.9276|~||~||~||~|0.14617307463397217|~|0.14617307463397217|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.85 < $5.00 floor
RCBC|~|2026-08-24|~|scan_filter|~|filter_other|~||~|10.1141924959217|~||~|50.01|~|49.345|~||~||~||~|0|~|0|~|08-24 17:16|~|filter:universe_prev_day_illiquid: prior-day volume 12,888 < 50,000 shares floor
RCKT|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.008547008547014|~||~|3.53|~|3.53|~||~||~||~|0.005665722379603405|~|0.005665722379603405|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $3.51 < $5.00 floor
RCT|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.179487179487178|~||~|0.201|~|0.194|~||~||~||~|0.03482587064676606|~|0.03482587064676606|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.20 < $5.00 floor
RDZN|~|2026-08-24|~|scan_filter|~|filter_other|~||~|6.225806451612905|~||~|1.58|~|1.555|~||~||~||~|0|~|0|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.55 < $5.00 floor
RECT|~|2026-08-24|~|scan_filter|~|filter_other|~||~|9.448818897637786|~||~|1.2799|~|1.28|~||~||~||~|7.813110399249081e-05|~|7.813110399249081e-05|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.27 < $5.00 floor
REFR|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.97618512693777|~||~|0.4446|~|0.467|~||~||~||~|0.10211426000899684|~|0.10211426000899684|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.45 < $5.00 floor
RGNT|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.238095238095232|~||~|2.15|~|2.16|~||~||~||~|0.01395348837209314|~|0.01395348837209314|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $2.10 < $5.00 floor
RITR|~|2026-08-24|~|scan_filter|~|filter_other|~||~|26.923076923076927|~||~|0.11|~|0.115|~||~||~||~|0.13636363636363635|~|0.13636363636363635|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.08 < $5.00 floor
RNAZ|~|2026-08-24|~|scan_filter|~|filter_other|~||~|10.452961672473862|~||~|2.9|~|2.7|~||~||~||~|0.0034482758620690453|~|0.0034482758620690453|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $2.87 < $5.00 floor
ROC|~|2026-08-24|~|scan_filter|~|filter_other|~||~|11.12469437652812|~||~|4.15|~|4.12|~||~||~||~|0.09518072289156615|~|0.09518072289156615|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $4.09 < $5.00 floor
RPGL|~|2026-08-24|~|scan_filter|~|filter_other|~||~|9.078260869565222|~||~|2.49|~|1.68|~||~||~||~|0.12489959839357426|~|0.12489959839357426|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $2.30 < $5.00 floor
SAFX|~|2026-08-24|~|scan_filter|~|filter_other|~||~|8.436078672403196|~||~|0.3484|~|0.3665|~||~||~||~|0.05539609644087268|~|0.05539609644087268|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.33 < $5.00 floor
SCOR|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.13694581280788|~||~|5.37|~|4.85|~||~||~||~|0.04912476722532585|~|0.04912476722532585|~|08-24 17:16|~|filter:universe_prev_day_illiquid: prior-day volume 48,264 < 50,000 shares floor
SCTX|~|2026-08-24|~|scan_filter|~|score_below_50|~|60|~|13.3|~|strong|~|35.76|~|37.25|~||~||~||~|0.08780760626398212|~|0.08780760626398212|~|08-24 17:16|~|score 60 < bar 65 (catalyst=strong)
SDEV|~|2026-08-24|~|scan_filter|~|filter_other|~||~|7.894736842105271|~||~|1.24|~|1.12|~||~||~||~|0.01612903225806453|~|0.01612903225806453|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.14 < $5.00 floor
SDOT|~|2026-08-24|~|scan_filter|~|atr_high|~||~|73.6|~||~|21.52|~|23.16|~||~||~||~|0.468396840148699|~|0.468396840148699|~|08-24 17:16|~|quality filter: filter:atr_too_high: 16.2% > 15.0%
SEV|~|2026-08-24|~|scan_filter|~|filter_other|~||~|8.502024291497975|~||~|2.5|~|2.4|~||~||~||~|0|~|0|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $2.47 < $5.00 floor
SGLY|~|2026-08-24|~|scan_filter|~|filter_other|~||~|7.003891050583665|~||~|2.58|~|2.53|~||~||~||~|0.1472868217054263|~|0.1472868217054263|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $2.57 < $5.00 floor
SLGB|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.49427679500521|~||~|0.506|~|0.4996|~||~||~||~|0|~|0|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.48 < $5.00 floor
SLQT|~|2026-08-24|~|scan_filter|~|filter_other|~||~|6.919454172201428|~||~|0.855|~|0.776|~||~||~||~|0.005964912280701747|~|0.005964912280701747|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.83 < $5.00 floor
SORA|~|2026-08-24|~|scan_filter|~|filter_other|~||~|7.106598984771568|~||~|1.92|~|2.17|~||~||~||~|0.16927083333333343|~|0.16927083333333343|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.97 < $5.00 floor
SOS|~|2026-08-24|~|scan_filter|~|filter_other|~||~|6.350653296870261|~||~|1|~|0.92|~||~||~||~|0.050000000000000044|~|0.050000000000000044|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.99 < $5.00 floor
SPRC|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.451829723674374|~||~|6.92|~|6.66|~||~||~||~|0.01719653179190748|~|0.01719653179190748|~|08-24 17:16|~|filter:universe_prev_day_illiquid: prior-day volume 3,278 < 50,000 shares floor
SSII|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.718270571827059|~||~|3.63|~|3.5|~||~||~||~|0.016528925619834725|~|0.016528925619834725|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $3.58 < $5.00 floor
STKE|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.26315789473683|~||~|1.33|~|1.29|~||~||~||~|0.02255639097744363|~|0.02255639097744363|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.33 < $5.00 floor
STRR|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.115346038114341|~||~|10.49|~|10.1|~||~||~||~|0|~|0|~|08-24 17:16|~|filter:universe_prev_day_illiquid: prior-day volume 2,348 < 50,000 shares floor
SUGP|~|2026-08-24|~|scan_filter|~|filter_other|~||~|6.212499999999996|~||~|1.43|~|1.34|~||~||~||~|0.034965034965034995|~|0.034965034965034995|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.60 < $5.00 floor
SUIG|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.5045871559632875|~||~|1.1|~|1.18|~||~||~||~|0.10909090909090897|~|0.10909090909090897|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.09 < $5.00 floor
SUPX|~|2026-08-24|~|scan_filter|~|mcap_low|~||~|15.02|~||~|9.7|~|10.54|~||~||~||~|0.09277319587628872|~|0.09277319587628872|~|08-24 17:16|~|quality filter: filter:mcap_too_small: $368M < $500M
SVRN|~|2026-08-24|~|scan_filter|~|filter_other|~||~|6.801007556675064|~||~|8.48|~|8.52|~||~||~||~|0.04943396226415094|~|0.04943396226415094|~|08-24 17:16|~|filter:universe_prev_day_illiquid: prior-day volume 7,703 < 50,000 shares floor
TCRT|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.681818181818187|~||~|1.77|~|1.72|~||~||~||~|0.005649717514124299|~|0.005649717514124299|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.76 < $5.00 floor
THH|~|2026-08-24|~|scan_filter|~|filter_other|~||~|7.5630252100840405|~||~|2.415|~|2.21|~||~||~||~|0.012422360248447124|~|0.012422360248447124|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $2.38 < $5.00 floor
TOPS|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.725238036354644|~||~|0.8364|~|0.795|~||~||~||~|0.0043041606886656345|~|0.0043041606886656345|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.81 < $5.00 floor
TPET|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.797101449275368|~||~|0.207|~|0.2035|~||~||~||~|0.05555555555555561|~|0.05555555555555561|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.21 < $5.00 floor
TRAW|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.660377358490571|~||~|0.5551|~|0.56|~||~||~||~|0.017834624392001276|~|0.017834624392001276|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.53 < $5.00 floor
TURB|~|2026-08-24|~|scan_filter|~|filter_other|~||~|6.034482758620696|~||~|1.22|~|1.15|~||~||~||~|0|~|0|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.16 < $5.00 floor
UFG|~|2026-08-24|~|scan_filter|~|filter_other|~||~|8.616944243301951|~||~|0.5987|~|0.5749|~||~||~||~|0.0021713713044930146|~|0.0021713713044930146|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.55 < $5.00 floor
VCIG|~|2026-08-24|~|scan_filter|~|filter_other|~||~|6.153123532174741|~||~|3.33|~|2.97|~||~||~||~|0.09609609609609604|~|0.09609609609609604|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $3.19 < $5.00 floor
VMAR|~|2026-08-24|~|scan_filter|~|filter_other|~||~|9.791356184798804|~||~|0.67|~|0.7082|~||~||~||~|0.08925373134328353|~|0.08925373134328353|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.67 < $5.00 floor
VNRX|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.540897097625332|~||~|0.43|~|0.391|~||~||~||~|0|~|0|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.42 < $5.00 floor
VNTG|~|2026-08-24|~|scan_filter|~|filter_other|~||~|6.061106523534261|~||~|0.6422|~|0.619|~||~||~||~|0|~|0|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.61 < $5.00 floor
VSA|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.999999999999999|~||~|3.47|~|3.45|~||~||~||~|0.011527377521613714|~|0.011527377521613714|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $3.50 < $5.00 floor
VWAV|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.463636363636347|~||~|1.12|~|1.13|~||~||~||~|0.053571428571428416|~|0.053571428571428416|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.10 < $5.00 floor
WRAP|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.263157894736847|~||~|1.5|~|1.45|~||~||~||~|0.006666666666666672|~|0.006666666666666672|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.52 < $5.00 floor
XBIO|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.849582172701949|~||~|3.74|~|3.81|~||~||~||~|0.08288770053475925|~|0.08288770053475925|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $3.59 < $5.00 floor
XCH|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.303030303030305|~||~|4.82|~|4.54|~||~||~||~|0.009336099585062225|~|0.009336099585062225|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $4.62 < $5.00 floor
XPON|~|2026-08-24|~|scan_filter|~|filter_other|~||~|120.37845705967976|~||~|7.77|~|6.2|~||~||~||~|0.19176319176319181|~|0.19176319176319181|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $3.44 < $5.00 floor
XXII|~|2026-08-24|~|scan_filter|~|filter_other|~||~|8.956336528221508|~||~|3.83|~|3.6836|~||~||~||~|0.06851174934725836|~|0.06851174934725836|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $3.76 < $5.00 floor
YMAT|~|2026-08-24|~|scan_filter|~|filter_other|~||~|5.155555555555555|~||~|1.8993|~|1.85|~||~||~||~|0.0003159058600536692|~|0.0003159058600536692|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $1.80 < $5.00 floor
ZEO|~|2026-08-24|~|scan_filter|~|filter_other|~||~|9.530864197530855|~||~|0.436|~|0.3972|~||~||~||~|0.01743119266055045|~|0.01743119266055045|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $0.41 < $5.00 floor
ZJK|~|2026-08-24|~|scan_filter|~|filter_other|~||~|15.111111111111105|~||~|2.21|~|2.55|~||~||~||~|0.22624434389140272|~|0.22624434389140272|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $2.25 < $5.00 floor
ZOOZ|~|2026-08-24|~|scan_filter|~|filter_other|~||~|6.443574225703099|~||~|5.71|~|6.09|~||~||~||~|0.08231173380035021|~|0.08231173380035021|~|08-24 17:16|~|filter:universe_prev_day_illiquid: prior-day volume 33,998 < 50,000 shares floor
ZSTK|~|2026-08-24|~|scan_filter|~|filter_other|~||~|6.1571125265392785|~||~|4.74|~|5.06|~||~||~||~|0.12658227848101258|~|0.12658227848101258|~|08-24 17:16|~|filter:universe_prev_close_too_low: prior close $4.71 < $5.00 floor
(285 rows)
