scan_date|~|ticker|~|last_tick_et|~|gap_pct|~|prev_close|~|rel_volume|~|ep_score|~|score_tier|~|catalyst_quality|~|adv|~|adv_source|~|pm_rvol|~|rank_by_gap|~|projected_vol_multiple|~|minutes_since_open|~|price_source|~|filter_reason
2026-08-25|~|FGL|~|08:50|~|29.629629629629633|~|0.2754|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.28 < $5.00 floor
2026-08-25|~|FLNC|~|08:35|~|9.8|~|10.86|~|0.09|~||~||~||~|6946291.3900655005|~|polygon_20d|~|3.149|~|6|~||~||~|polygon_delayed|~|EP cooldown — alerted within last 60 days
2026-08-25|~|FLUX|~|07:25|~|5.729389912844695|~|0.6999|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.70 < $5.00 floor
2026-08-25|~|FNGR|~|09:25|~|7.471852610030708|~|0.1954|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.20 < $5.00 floor
2026-08-25|~|FRSX|~|07:05|~|5.128205128205133|~|1.17|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $1.17 < $5.00 floor
2026-08-25|~|GCDT|~|09:15|~|22.222222222222236|~|0.3681|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.37 < $5.00 floor
2026-08-25|~|GELS|~|08:35|~|8.049652059432022|~|0.5317|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.53 < $5.00 floor
2026-08-25|~|GEMI|~|09:55|~|9.231503579952268|~|4.19|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $4.19 < $5.00 floor
2026-08-25|~|GEVO|~|09:55|~|6.660130718954241|~|1.53|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $1.53 < $5.00 floor
2026-08-25|~|GHG|~|09:55|~|5.454545454545439|~|1.1|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $1.10 < $5.00 floor
2026-08-25|~|GITS|~|09:25|~|15.64625850340136|~|1.47|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $1.47 < $5.00 floor
2026-08-25|~|GLIBA|~|09:45|~|6.08365019011406|~|26.3|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_day_illiquid: prior-day volume 27,552 < 50,000 shares floor
2026-08-25|~|GOAI|~|07:35|~|5.825242718446607|~|2.06|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $2.06 < $5.00 floor
2026-08-25|~|GPUS|~|09:25|~|8.418803418803405|~|0.468|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.47 < $5.00 floor
2026-08-25|~|GRDX|~|09:55|~|6.027397260273978|~|3.65|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $3.65 < $5.00 floor
2026-08-25|~|GRI|~|09:55|~|5.5865921787709425|~|1.79|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $1.79 < $5.00 floor
2026-08-25|~|GRML|~|09:45|~|19.88|~|8.55|~|5.16|~||~||~||~|115819.38178699999|~|polygon_20d|~||~|3|~|134.2|~|15|~|polygon_delayed|~|quality filter: filter:adv_too_low: $533,390
2026-08-25|~|GROV|~|09:55|~|5.641304347826081|~|0.92|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.92 < $5.00 floor
2026-08-25|~|GSUN|~|09:55|~|7.88579197824609|~|0.2942|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.29 < $5.00 floor
2026-08-25|~|HAO|~|08:25|~|5.980066445182731|~|3.01|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $3.01 < $5.00 floor
2026-08-25|~|HODO|~|09:40|~|5.455755156353949|~|0.4509|~||~||~||~||~||~||~||~||~||~|10|~||~|filter:universe_prev_close_too_low: prior close $0.45 < $5.00 floor
2026-08-25|~|HSCS|~|07:30|~|5.434782608695665|~|2.76|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $2.76 < $5.00 floor
2026-08-25|~|HVII|~|07:50|~|10.36|~|6.97|~|1.8|~||~||~||~|57782.009072500005|~|polygon_20d|~||~|5|~||~||~|polygon_delayed|~|quality filter: filter:adv_too_low: $606,974
2026-08-25|~|ILLR|~|08:10|~|21.60578481486099|~|0.8021|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.80 < $5.00 floor
2026-08-25|~|IMTX|~|09:55|~|9.44|~|8.69|~|0.22|~||~||~||~|438095.271817|~|polygon_20d|~|2.035|~|8|~|3.4|~|25|~|polygon_delayed|~|routine catalyst, gap 9.4%
2026-08-25|~|INDP|~|09:31|~|6.896551724137938|~|1.16|~||~||~||~||~||~||~||~||~||~|1|~||~|filter:universe_prev_close_too_low: prior close $1.16 < $5.00 floor
2026-08-25|~|IPDN|~|09:45|~|6.000000000000005|~|0.15|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $0.15 < $5.00 floor
2026-08-25|~|IPW|~|09:10|~|6.222222222222228|~|2.25|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $2.25 < $5.00 floor
2026-08-25|~|ISPR|~|09:55|~|10.218978102189773|~|1.37|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $1.37 < $5.00 floor
2026-08-25|~|JAGX|~|09:15|~|6.359649122807011|~|0.912|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.91 < $5.00 floor
2026-08-25|~|JEM|~|09:55|~|33.50785340314136|~|3.82|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $3.82 < $5.00 floor
2026-08-25|~|KDK|~|09:50|~|5.274406332453825|~|3.79|~||~||~||~||~||~||~||~||~||~|20|~||~|filter:universe_prev_close_too_low: prior close $3.79 < $5.00 floor
2026-08-25|~|KURA|~|09:40|~|9.52|~|12.4|~|0.1|~||~||~||~|1589929.8183745|~|polygon_20d|~|1.533|~|7|~||~|10|~|polygon_delayed|~|EP cooldown — alerted within last 60 days
2026-08-25|~|LAB|~|09:45|~|7.538461538461528|~|0.65|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $0.65 < $5.00 floor
2026-08-25|~|LEDS|~|09:55|~|9.54594594594595|~|1.85|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $1.85 < $5.00 floor
2026-08-25|~|LHSW|~|09:55|~|7.220216606498202|~|2.77|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $2.77 < $5.00 floor
2026-08-25|~|LNAI|~|09:45|~|5.633802816901413|~|2.13|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $2.13 < $5.00 floor
2026-08-25|~|LNKS|~|07:10|~|5.8320198153568965|~|0.8882|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.89 < $5.00 floor
2026-08-25|~|LSF|~|09:50|~|7.161803713527852|~|3.77|~||~||~||~||~||~||~||~||~||~|20|~||~|filter:universe_prev_close_too_low: prior close $3.77 < $5.00 floor
2026-08-25|~|LTRN|~|09:55|~|5.450236966824655|~|2.11|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $2.11 < $5.00 floor
2026-08-25|~|MAIR|~|09:55|~|15|~|24.97|~|0.23|~||~||~||~|3183220.1163545|~|polygon_20d|~|3.084|~|5|~|3.6|~|25|~|polygon_delayed|~|M&A/buyout catalyst — no momentum trade
2026-08-25|~|MAMO|~|07:00|~|8.490566037735846|~|0.954|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.95 < $5.00 floor
2026-08-25|~|MB|~|09:45|~|7.47252747252747|~|4.55|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $4.55 < $5.00 floor
2026-08-25|~|MDIA|~|09:55|~|5.188679245283013|~|1.06|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $1.06 < $5.00 floor
2026-08-25|~|MEI|~|09:55|~|12.69|~|14.03|~|0.04|~||~||~||~|557340.4455945|~|polygon_20d|~|0.326|~|6|~|0.6|~|25|~|polygon_delayed|~|filter:session_rvol_too_low: session_rvol=0.33x (today 24,264 / baseline 74,466 n=22) < 1.0x
2026-08-25|~|MERC|~|09:50|~|7.206982543640892|~|0.401|~||~||~||~||~||~||~||~||~||~|20|~||~|filter:universe_prev_close_too_low: prior close $0.40 < $5.00 floor
2026-08-25|~|MGYR|~|07:50|~|29.80269989615783|~|19.26|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_day_illiquid: prior-day volume 5,978 < 50,000 shares floor
2026-08-25|~|MLCI|~|09:50|~|5.769230769230759|~|3.12|~||~||~||~||~||~||~||~||~||~|20|~||~|filter:universe_prev_close_too_low: prior close $3.12 < $5.00 floor
2026-08-25|~|MNOV|~|09:45|~|5.228758169934645|~|1.53|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $1.53 < $5.00 floor
2026-08-25|~|MRM|~|09:50|~|7.3571203031259955|~|0.9501|~||~||~||~||~||~||~||~||~||~|20|~||~|filter:universe_prev_close_too_low: prior close $0.95 < $5.00 floor
2026-08-25|~|MRNO|~|08:55|~|6.904231625835183|~|0.2245|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.22 < $5.00 floor
2026-08-25|~|MSN|~|09:05|~|5.138679853794878|~|0.4651|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.47 < $5.00 floor
2026-08-25|~|MTEK|~|09:50|~|7.142857142857128|~|1.12|~||~||~||~||~||~||~||~||~||~|20|~||~|filter:universe_prev_close_too_low: prior close $1.12 < $5.00 floor
2026-08-25|~|MYO|~|09:55|~|5.755395683453243|~|1.39|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $1.39 < $5.00 floor
2026-08-25|~|NBBK|~|09:25|~|24.39|~|22.51|~|0|~|60|~||~|strong|~|394131.377805|~|polygon_20d|~|1.255|~|3|~||~||~|polygon_delayed|~|score 60 < bar 65 (catalyst=strong)
2026-08-25|~|NCPL|~|09:55|~|8.13453265545563|~|0.2557|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.26 < $5.00 floor
2026-08-25|~|NEPH|~|08:00|~|8.843537414965978|~|4.41|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $4.41 < $5.00 floor
2026-08-25|~|NEXR|~|09:00|~|5.455696202531635|~|2.37|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $2.37 < $5.00 floor
2026-08-25|~|NMAD|~|09:50|~|6.024096385542168|~|4.15|~||~||~||~||~||~||~||~||~||~|20|~||~|filter:universe_prev_close_too_low: prior close $4.15 < $5.00 floor
2026-08-25|~|NNBR|~|07:15|~|5.479452054794526|~|3.65|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $3.65 < $5.00 floor
2026-08-25|~|NNOX|~|09:45|~|5.357556121268226|~|0.8642|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $0.86 < $5.00 floor
2026-08-25|~|NOMA|~|09:45|~|5.084745762711869|~|2.36|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $2.36 < $5.00 floor
2026-08-25|~|NWGL|~|09:55|~|5.5881394591072|~|0.6138|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.61 < $5.00 floor
2026-08-25|~|NXTS|~|09:00|~|5.61797752808988|~|1.78|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $1.78 < $5.00 floor
2026-08-25|~|NYAX|~|09:55|~|11.97488090082287|~|46.18|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_day_illiquid: prior-day volume 28,022 < 50,000 shares floor
2026-08-25|~|ODYS|~|09:50|~|5.706521739130434|~|3.68|~||~||~||~||~||~||~||~||~||~|20|~||~|filter:universe_prev_close_too_low: prior close $3.68 < $5.00 floor
2026-08-25|~|OESX|~|09:55|~|10.53|~|20.99|~|0.38|~||~||~||~|52179.9978005|~|polygon_20d|~||~|7|~|5.9|~|25|~|polygon_delayed|~|quality filter: filter:adv_too_low: $999,273
2026-08-25|~|OFAL|~|09:55|~|42.32673267326732|~|0.7272|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.73 < $5.00 floor
2026-08-25|~|OTAI|~|08:20|~|6.593406593406595|~|10.01|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_day_illiquid: prior-day volume 4,557 < 50,000 shares floor
2026-08-25|~|PACB|~|09:55|~|7.031250000000005|~|1.28|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $1.28 < $5.00 floor
2026-08-25|~|PARK|~|09:55|~|5.619943882519699|~|20.7422|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_day_illiquid: prior-day volume 26,178 < 50,000 shares floor
2026-08-25|~|PAVS|~|08:30|~|6.213592233009697|~|5.15|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_day_illiquid: prior-day volume 32,767 < 50,000 shares floor
2026-08-25|~|PBAM|~|09:40|~|17.51412429378531|~|88.5|~||~||~||~||~||~||~||~||~||~|10|~||~|filter:universe_prev_day_illiquid: prior-day volume 28,728 < 50,000 shares floor
2026-08-25|~|PDC|~|09:55|~|5.8823529411764754|~|3.06|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $3.06 < $5.00 floor
2026-08-25|~|PDSB|~|07:25|~|5.627306273062739|~|0.2168|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.22 < $5.00 floor
2026-08-25|~|PFSA|~|08:25|~|5.895196506550209|~|4.58|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $4.58 < $5.00 floor
2026-08-25|~|PLYX|~|09:55|~|5.347593582887693|~|1.87|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $1.87 < $5.00 floor
2026-08-25|~|PMEC|~|09:55|~|15.193730953417509|~|0.4594|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.46 < $5.00 floor
2026-08-25|~|PMI|~|09:55|~|32.16|~|5.13|~|8.97|~||~||~||~|141528.7686745|~|polygon_20d|~||~|2|~|139.9|~|25|~|polygon_delayed|~|quality filter: filter:adv_too_low: $248,885
2026-08-25|~|POAS|~|09:45|~|6.0240963855421565|~|0.166|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $0.17 < $5.00 floor
2026-08-25|~|PODC|~|09:50|~|8.913207547169819|~|2.65|~||~||~||~||~||~||~||~||~||~|20|~||~|filter:universe_prev_close_too_low: prior close $2.65 < $5.00 floor
2026-08-25|~|PROP|~|09:55|~|5.106632752885934|~|0.5111|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.51 < $5.00 floor
2026-08-25|~|PRZO|~|09:55|~|11.129753914988811|~|0.6258|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.63 < $5.00 floor
2026-08-25|~|PUSA|~|09:55|~|5.2910052910052965|~|3.78|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $3.78 < $5.00 floor
2026-08-25|~|RBNE|~|09:55|~|5.237354085603124|~|2.57|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $2.57 < $5.00 floor
2026-08-25|~|RCON|~|09:45|~|7.317073170731706|~|2.87|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $2.87 < $5.00 floor
2026-08-25|~|RCT|~|09:50|~|5.541752577319579|~|0.194|~||~||~||~||~||~||~||~||~||~|20|~||~|filter:universe_prev_close_too_low: prior close $0.19 < $5.00 floor
2026-08-25|~|RDZN|~|09:40|~|5.112540192926053|~|1.555|~||~||~||~||~||~||~||~||~||~|10|~||~|filter:universe_prev_close_too_low: prior close $1.55 < $5.00 floor
2026-08-25|~|REAX|~|09:40|~|9.58|~|24|~|0|~||~||~||~|580450.3281125|~|polygon_20d|~||~|6|~||~|10|~|polygon_delayed|~|already up 900% in prior 5 days (extended)
2026-08-25|~|RECT|~|08:25|~|5.468750000000004|~|1.28|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $1.28 < $5.00 floor
2026-08-25|~|RIME|~|09:31|~|17.393976644130298|~|0.3254|~||~||~||~||~||~||~||~||~||~|1|~||~|filter:universe_prev_close_too_low: prior close $0.33 < $5.00 floor
2026-08-25|~|RMSG|~|09:35|~|31.883656509695303|~|0.361|~||~||~||~||~||~||~||~||~||~|5|~||~|filter:universe_prev_close_too_low: prior close $0.36 < $5.00 floor
2026-08-25|~|RNAZ|~|09:40|~|6.296296296296293|~|2.7|~||~||~||~||~||~||~||~||~||~|10|~||~|filter:universe_prev_close_too_low: prior close $2.70 < $5.00 floor
2026-08-25|~|RNXT|~|09:55|~|6.951999999999998|~|1.25|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $1.25 < $5.00 floor
2026-08-25|~|RPGL|~|09:45|~|5.357142857142862|~|1.68|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $1.68 < $5.00 floor
2026-08-25|~|RR|~|09:55|~|6.7901234567901145|~|1.62|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $1.62 < $5.00 floor
2026-08-25|~|RUBI|~|07:20|~|5.619318181818181|~|1.76|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $1.76 < $5.00 floor
2026-08-25|~|RYOJ|~|08:10|~|5.0955414012738895|~|4.71|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $4.71 < $5.00 floor
2026-08-25|~|RZLV|~|09:55|~|15.020576131687232|~|2.43|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $2.43 < $5.00 floor
2026-08-25|~|SANA|~|09:55|~|5.2910052910052965|~|3.78|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $3.78 < $5.00 floor
2026-08-25|~|SDA|~|09:55|~|5.728571428571432|~|0.7|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.70 < $5.00 floor
2026-08-25|~|SDST|~|09:00|~|5.675995270003951|~|0.5074|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.51 < $5.00 floor
2026-08-25|~|SHPH|~|09:45|~|5.96590909090909|~|3.52|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $3.52 < $5.00 floor
2026-08-25|~|SJT|~|09:55|~|5.035971223021588|~|2.78|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $2.78 < $5.00 floor
2026-08-25|~|SKYA|~|08:00|~|5.970149253731331|~|1.34|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $1.34 < $5.00 floor
2026-08-25|~|SLGB|~|09:45|~|5.824659727782218|~|0.4996|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $0.50 < $5.00 floor
2026-08-25|~|SLNH|~|09:50|~|5.676855895196502|~|1.145|~||~||~||~||~||~||~||~||~||~|20|~||~|filter:universe_prev_close_too_low: prior close $1.15 < $5.00 floor
2026-08-25|~|SLQT|~|07:15|~|14.690721649484534|~|0.776|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.78 < $5.00 floor
2026-08-25|~|SNYR|~|09:05|~|15.980861244019145|~|0.1045|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.10 < $5.00 floor
2026-08-25|~|SOS|~|07:15|~|7.934782608695647|~|0.92|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.92 < $5.00 floor
2026-08-25|~|SPAI|~|08:20|~|10.24|~|5.37|~|0.12|~||~||~||~|119081.378238|~|polygon_20d|~||~|6|~||~||~|polygon_delayed|~|quality filter: filter:adv_too_low: $505,443
2026-08-25|~|SQFT|~|09:55|~|5.442176870748304|~|1.47|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $1.47 < $5.00 floor
2026-08-25|~|SWVL|~|09:55|~|65.97959183673471|~|1.47|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $1.47 < $5.00 floor
2026-08-25|~|TENX|~|09:55|~|16.756756756756758|~|1.85|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $1.85 < $5.00 floor
2026-08-25|~|TGHL|~|09:50|~|5.713553676658991|~|0.7806|~||~||~||~||~||~||~||~||~||~|20|~||~|filter:universe_prev_close_too_low: prior close $0.78 < $5.00 floor
2026-08-25|~|THCH|~|09:55|~|6.521739130434799|~|1.15|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $1.15 < $5.00 floor
2026-08-25|~|THH|~|08:35|~|5.882352941176466|~|2.21|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $2.21 < $5.00 floor
2026-08-25|~|THRY|~|09:20|~|6.091370558375629|~|1.97|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $1.97 < $5.00 floor
2026-08-25|~|TLSA|~|08:35|~|5.2173913043478315|~|1.15|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $1.15 < $5.00 floor
2026-08-25|~|TMCI|~|09:55|~|11.354691075514873|~|4.37|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $4.37 < $5.00 floor
2026-08-25|~|TNMG|~|09:55|~|74.38411261940674|~|0.3978|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.40 < $5.00 floor
2026-08-25|~|TOPP|~|08:05|~|5.263157894736847|~|0.19|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.19 < $5.00 floor
2026-08-25|~|TRIB|~|09:45|~|6.292352371732821|~|10.33|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_day_illiquid: prior-day volume 6,864 < 50,000 shares floor
2026-08-25|~|TWAV|~|08:00|~|8.823529411764696|~|1.36|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $1.36 < $5.00 floor
2026-08-25|~|TXMD|~|09:55|~|8.454106280193251|~|2.07|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $2.07 < $5.00 floor
2026-08-25|~|UCL|~|08:20|~|5.392953929539304|~|0.369|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.37 < $5.00 floor
2026-08-25|~|UPXI|~|08:15|~|6.26086956521741|~|1.035|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $1.03 < $5.00 floor
2026-08-25|~|USCB|~|09:55|~|6.442959001782524|~|22.44|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_day_illiquid: prior-day volume 26,970 < 50,000 shares floor
2026-08-25|~|UXIN|~|09:05|~|5.263157894736848|~|1.14|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $1.14 < $5.00 floor
2026-08-25|~|VCIG|~|07:35|~|12.794612794612789|~|2.97|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $2.97 < $5.00 floor
2026-08-25|~|VERI|~|09:45|~|6.073347348750298|~|0.8562|~||~||~||~||~||~||~||~||~||~|15|~||~|filter:universe_prev_close_too_low: prior close $0.86 < $5.00 floor
2026-08-25|~|VNRX|~|07:25|~|5.601023017902806|~|0.391|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.39 < $5.00 floor
2026-08-25|~|WAFD|~|09:05|~|10.22|~|36.29|~|0|~||~||~||~|657303.20221|~|polygon_20d|~|0.681|~|7|~||~||~|polygon_delayed|~|filter:pm_rvol_too_low: pm_rvol=0.68x (today 1,206 / baseline 1,770 n=16) < 1.0x
2026-08-25|~|WBUY|~|09:10|~|8.888888888888882|~|0.765|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.77 < $5.00 floor
2026-08-25|~|WKSP|~|09:10|~|5.763268283786242|~|0.5483|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $0.55 < $5.00 floor
2026-08-25|~|WLDS|~|08:35|~|6.149779735682827|~|2.27|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $2.27 < $5.00 floor
2026-08-25|~|WSBK|~|09:25|~|15.550423402617394|~|12.99|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_day_illiquid: prior-day volume 6,512 < 50,000 shares floor
2026-08-25|~|WVVI|~|09:50|~|7.798165137614675|~|2.18|~||~||~||~||~||~||~||~||~||~|20|~||~|filter:universe_prev_close_too_low: prior close $2.18 < $5.00 floor
2026-08-25|~|XELB|~|09:55|~|7.7901234567901145|~|0.81|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $0.81 < $5.00 floor
2026-08-25|~|XXII|~|07:35|~|8.315235096101633|~|3.6836|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $3.68 < $5.00 floor
2026-08-25|~|YI|~|09:55|~|9.348441926345611|~|3.53|~||~||~||~||~||~||~||~||~||~|25|~||~|filter:universe_prev_close_too_low: prior close $3.53 < $5.00 floor
2026-08-25|~|ZENA|~|09:25|~|5.027932960893847|~|1.79|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $1.79 < $5.00 floor
2026-08-25|~|ZEPP|~|07:35|~|5.0100200400801596|~|4.99|~||~||~||~||~||~||~||~||~||~||~||~|filter:universe_prev_close_too_low: prior close $4.99 < $5.00 floor
2026-08-25|~|ZSQR|~|09:50|~|5.191256830601091|~|3.66|~||~||~||~||~||~||~||~||~||~|20|~||~|filter:universe_prev_close_too_low: prior close $3.66 < $5.00 floor
(434 rows)
