theme_date	name	stage	tickers
2026-08-07	Medical Device Mean-Reversion & Rotation Recovery	Mainstream	{CNMD,TNDM,INSP,XRAY}
2026-08-07	Network Security & Zero-Trust Edge	Mainstream	{VRNS,NET,FTNT,CVLT,PANW,CRWD,RBRK,OKTA}
2026-08-07	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	Mainstream	{CORT,MBX,XERS,PTGX}
2026-08-07	Private Mortgage Insurance	Mainstream	{ESNT,NMIH,MTG,RDN}
2026-08-07	Property & Casualty Insurance Underwriters	Mainstream	{ORI,SKWD,WRB,CINF,AFG,CB,THG,HIG,ACGL,TRV,ALL,HCI}
2026-08-07	Traditional Staffing & Talent Placement Services	Mainstream	{MAN,RHI}
2026-08-07	U.S. Government/Defense Contract Surge	Accelerating	{PLTR,VOYG,TSAT}
2026-08-07	U.S. Passenger Airlines	Mainstream	{UAL,ALK,SKYW,LUV,DAL,ALGT}
2026-08-07	U.S. Regional & Mid-Cap Commercial Banks	Mainstream	{TFC,HBAN,RF,ZION,USB,EWBC,WSFS,UMBF,BOKF,FHN,SSB,MTB,HWC,PNC,WTFC,WAL,FITB,KEY,CFG}
2026-08-07	Wealth Management & Retail Brokerage Platforms	Mainstream	{LPLA,SCHW,AMP,RJF,SF}
2026-08-10	AI-Powered Enterprise Analytics & Intelligent Workflow SaaS	Mainstream	{AMPL,AVPT,INTA}
2026-08-10	Canadian Big Banks	Accelerating	{TD,RY,BMO,CM,BNS}
2026-08-10	Casual Dining & Full-Service Restaurant Chain Recovery	Mainstream	{EAT,CAKE}
2026-08-10	Cinema Exhibition & Premium Large-Format Recovery	Mainstream	{CNK,IMAX}
2026-08-10	Cloud Contact Center & CCaaS Communication Platforms	Mainstream	{FIVN,RNG}
2026-08-10	Cloud Data Storage & Analytics Infrastructure	Mainstream	{SNOW,BLZE}
2026-08-10	Cloud Supply Chain & Warehouse Management Software	Mainstream	{SPSC,MANH}
2026-08-10	Commercial, Office & Home Furniture Retailers and Manufacturers	Mainstream	{BOBS,MLKN,HNI}
2026-08-10	Containerboard & Corrugated Packaging Producers	Mainstream	{PKG,IP,SW}
2026-08-10	Copper Mining & Production	Accelerating	{HBM,SCCO,FCX}
2026-08-10	Corporate Spend, Expense Management & Financial Operations Software	Mainstream	{BILL,WEX}
2026-08-10	Cyber Exposure Management & Vulnerability Assessment	Mainstream	{QLYS,RPD,TENB}
2026-08-10	Defense Electronics & Aerospace Subsystem Suppliers	Mainstream	{ARXS,DFNS,AADX,MRCY}
2026-08-10	Defense ISR & Unmanned Systems Intelligence	Accelerating	{HAWK,AVEX}
2026-08-10	Electrical Infrastructure Products & Systems Installation	Mainstream	{IESC,ATKR}
2026-08-10	Enterprise HR & Workforce Management SaaS	Mainstream	{PCTY,WDAY,ALIT}
2026-08-10	Enterprise Server, Storage & Data Infrastructure Hardware	Mainstream	{HPE,DELL,STX,NTAP}
2026-08-10	European Bank Stocks	Mainstream	{BCS,ING,LYG,BBVA,NWG}
2026-08-10	Family Dining & Quick-Service Restaurant Chain Recovery	Mainstream	{CBRL,JACK}
2026-08-10	Global Crude & Product Tanker Fleet Operators	Mainstream	{INSW,NAT,FRO,DHT,TNK}
2026-08-10	Global Steel & Metal Producers Recovery	Accelerating	{TX,MT}
2026-08-10	Gold & Precious Metals Miners Rotation	Accelerating	{GFI,EXK,EQX,IAG,HL,EGO,FNV,AEM,KGC,AU,CDE,CGAU,AG,SSRM,HYMC,SVM,NEM,AUGO,HMY,AGI,SBSW,RGLD,PAAS}
2026-08-10	Hospital & Behavioral Health Facility Procedure Volume Recovery	Mainstream	{THC,UHS}
2026-08-10	Industrial Construction Execution & On-Site Supply Chain	Accelerating	{DNOW,TPC}
2026-08-10	Industrial Equipment Rental & Material Handling	Accelerating	{SUNB,CMCO,HRI}
2026-08-10	Industrial Fluid Control, Filtration & Water Infrastructure Equipment	Mainstream	{DCI,FELE,IEX,IR}
2026-08-10	Industrial HVAC, Plumbing & Fabricated Copper Products	Mainstream	{CSW,MLI}
2026-08-10	Inflammatory Disease & Immunology Biologics	Mainstream	{ORKA,SYRE}
2026-08-10	Life Insurance & Annuity Providers	Mainstream	{UNM,PRU,MET}
2026-08-10	Life Science Tools & Analytical Instruments	Mainstream	{TMO,MTD,WAT}
2026-08-10	Medical Device Mean-Reversion & Rotation Recovery	Mainstream	{INSP,CNMD,TNDM}
2026-08-10	Network Security & Zero-Trust Edge	Mainstream	{CVLT,CRWD,OKTA,NET,FTNT,PANW,VRNS,RBRK}
2026-08-10	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	Mainstream	{MBX,CORT,PTGX,XERS}
2026-08-10	Private Mortgage Insurance	Mainstream	{MTG,ESNT,NMIH}
2026-08-10	Property & Casualty Insurance Underwriters	Mainstream	{HIG,HCI,ACGL,WRB,ORI,CINF,ALL,TRV,CB,SKWD,THG,AFG}
2026-08-10	Quantum Computing Hardware & Software	Mainstream	{RGTI,QBTS,QUBT,XNDU,INFQ}
2026-08-10	Specialty Pharmaceutical Commercialization & Rare Disease Drugs	Mainstream	{OMER,KNSA}
2026-08-10	U.S. Domestic Steel Producers	Accelerating	{STLD,NUE}
2026-08-10	U.S. Government/Defense Contract Surge	Accelerating	{PLTR,TSAT}
2026-08-10	U.S. Passenger Airlines	Mainstream	{ALK,LUV,UAL,DAL,ALGT,SKYW}
2026-08-10	U.S. Petroleum Refining & Downstream Processing	Mainstream	{MPC,VLO,PSX,DINO,PARR,PBF}
2026-08-10	U.S. Regional & Mid-Cap Commercial Banks	Mainstream	{TFC,BOKF,RF,HWC,UMBF,WSFS,FHN,CFG,EWBC,FITB,WTFC,HBAN,USB,PNC,ZION,MTB,SSB}
2026-08-10	Wealth Management & Retail Brokerage Platforms	Mainstream	{RJF,LPLA,SCHW,SF,AMP}
2026-08-11	AI-Powered Enterprise Analytics & Intelligent Workflow SaaS	Mainstream	{AVPT,AMPL,INTA,APPN,PATH,MNDY,AI}
2026-08-11	Canadian Big Banks	Accelerating	{BMO,BNS,TD,CM,RY}
2026-08-11	Casual Dining & Full-Service Restaurant Chain Recovery	Mainstream	{CAKE,EAT,BLMN,TXRH,DRI}
2026-08-11	Cinema Exhibition & Premium Large-Format Recovery	Mainstream	{CNK,IMAX}
2026-08-11	Cloud Contact Center & CCaaS Communication Platforms	Mainstream	{FIVN,RNG}
2026-08-11	Cloud Data Storage & Analytics Infrastructure	Mainstream	{SNOW,BLZE}
2026-08-11	Cloud Supply Chain & Warehouse Management Software	Mainstream	{SPSC,MANH}
2026-08-11	Commercial, Office & Home Furniture Retailers and Manufacturers	Mainstream	{BOBS,HNI,MLKN}
2026-08-11	Containerboard & Corrugated Packaging Producers	Mainstream	{PKG,SW,IP,GPK}
2026-08-11	Copper Mining & Production	Accelerating	{HBM,FCX,SCCO,ERO,TECK}
2026-08-11	Corporate Spend, Expense Management & Financial Operations Software	Mainstream	{WEX,BILL}
2026-08-11	Cyber Exposure Management & Vulnerability Assessment	Mainstream	{QLYS,TENB,RPD}
2026-08-11	Defense Electronics & Aerospace Subsystem Suppliers	Mainstream	{BA,DPC,ATI,RTX,AADX,EMBJ,MRCY,ARXS,DFNS}
2026-08-11	Defense ISR & Unmanned Systems Intelligence	Accelerating	{AVEX,HAWK}
2026-08-11	Electrical Connectivity & Utility Network Hardware	Mainstream	{PLPC,BDC}
2026-08-11	Enterprise HR & Workforce Management SaaS	Mainstream	{PCTY,WDAY,ALIT,PAYC,ADP,PAYX}
2026-08-11	Enterprise Server, Storage & Data Infrastructure Hardware	Mainstream	{HPE,NTAP,DELL,STX,ANET}
2026-08-11	European Bank Stocks	Mainstream	{BBVA,NWG,BCS,LYG,ING,DB,UBS}
2026-08-11	Family Dining & Quick-Service Restaurant Chain Recovery	Mainstream	{JACK,CBRL}
2026-08-11	Global Steel & Metal Producers Recovery	Accelerating	{MT,TX}
2026-08-11	Gold & Precious Metals Miners Rotation	Accelerating	{AGI,SSRM,EQX,IAG,HYMC,EGO,CGAU,AU,SBSW,FNV,KGC,GFI,NEM,HMY,AUGO,AEM,RGLD}
2026-08-11	Government & Defense IT Services Providers	Mainstream	{LDOS,EFOR}
2026-08-11	Hospital & Behavioral Health Facility Procedure Volume Recovery	Mainstream	{UHS,THC,EHC}
2026-08-11	Industrial Construction Execution & On-Site Supply Chain	Accelerating	{DNOW,TPC,J,ROAD}
2026-08-11	Industrial Equipment Rental & Material Handling	Accelerating	{CMCO,SUNB,HRI}
2026-08-11	Industrial Fluid Control, Filtration & Water Infrastructure Equipment	Mainstream	{DCI,IEX,IR,FELE,VLTO}
2026-08-11	Inflammatory Disease & Immunology Biologics	Mainstream	{SYRE,ORKA,CLYM,IMVT,DNTH}
2026-08-11	Life Insurance & Annuity Providers	Mainstream	{UNM,MET,PRU,EQH,CRBG,LNC,JXN,CNO}
2026-08-11	Life Science Tools & Analytical Instruments	Mainstream	{MTD,WAT,TMO,RGEN,A,TECH,RVTY,DHR}
2026-08-11	Medical Device Mean-Reversion & Rotation Recovery	Mainstream	{CNMD,INSP,TNDM}
2026-08-11	Network Security & Zero-Trust Edge	Mainstream	{PANW,VRNS,NET,FTNT,CRWD,RBRK,OKTA,CVLT,S,SAIL,ZS}
2026-08-11	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	Mainstream	{XERS,MBX,CORT,PTGX,CRNX}
2026-08-11	Private Equity & Alternative Asset Management Platforms	Mainstream	{ARES,HLNE,OWL,BX,TPG,BAM,KKR,APO,FSK,STEP,MAIN}
2026-08-11	Private Mortgage Insurance	Mainstream	{MTG,NMIH,ESNT}
2026-08-11	Property & Casualty Insurance Underwriters	Mainstream	{HIG,TRV,ALL,SKWD,AFG,THG,WRB,HCI,ORI,CB,CINF,RLI}
2026-08-11	Quantum Computing Hardware & Software	Mainstream	{RGTI,QBTS,XNDU,INFQ,QUBT,IONQ}
2026-08-11	Specialty Pharmaceutical Commercialization & Rare Disease Drugs	Mainstream	{OMER,KNSA,LQDA,HRMY,RYTM,ETON,BCRX,INSM,ROIV}
2026-08-11	U.S. Domestic Steel Producers	Accelerating	{STLD,NUE,CLF}
2026-08-11	U.S. Government/Defense Contract Surge	Accelerating	{TSAT,PLTR}
2026-08-11	U.S. Passenger Airlines	Mainstream	{UAL,SKYW,ALK,LUV,DAL}
2026-08-11	U.S. Regional & Mid-Cap Commercial Banks	Mainstream	{TFC,HWC,FITB,EWBC,WTFC,UMBF,CFG,PNC,HBAN,SSB,ZION,BOKF,FHN,USB,RF,WSFS,MTB,FBP,PNFP,WSBC,MCHB}
2026-08-11	Wealth Management & Retail Brokerage Platforms	Mainstream	{LPLA,AMP,RJF,SF,SCHW}
2026-08-12	AI-Powered Enterprise Analytics & Intelligent Workflow SaaS	Mainstream	{APPN,AI,AVPT,INTA,AMPL,MNDY,PATH,NOW,CRM}
2026-08-12	Building Envelope, Ceilings & Interior Construction Products	Mainstream	{AWI,OC,CSL}
2026-08-12	Canadian Big Banks	Accelerating	{BNS,TD,BMO,CM,RY}
2026-08-12	Cinema Exhibition & Premium Large-Format Recovery	Mainstream	{IMAX,CNK}
2026-08-12	Cloud Contact Center & CCaaS Communication Platforms	Mainstream	{RNG,FIVN}
2026-08-12	Cloud Data Storage & Analytics Infrastructure	Mainstream	{SNOW,BLZE,MDB}
2026-08-12	Cloud Supply Chain & Warehouse Management Software	Mainstream	{SPSC,MANH}
2026-08-12	Commercial, Office & Home Furniture Retailers and Manufacturers	Mainstream	{HNI,BOBS,MLKN,WSM,RH}
2026-08-12	Containerboard & Corrugated Packaging Producers	Mainstream	{GPK,IP,SW,PKG}
2026-08-12	Copper Mining & Production	Mainstream	{HBM,TECK,ERO,FCX,SCCO}
2026-08-12	Corporate Spend, Expense Management & Financial Operations Software	Mainstream	{WEX,BILL}
2026-08-12	Cyber Exposure Management & Vulnerability Assessment	Mainstream	{TENB,QLYS,RPD}
2026-08-12	Defense Electronics & Aerospace Subsystem Suppliers	Mainstream	{DFNS,MRCY,DPC,EMBJ,AADX,ARXS,BA,ATI,RTX}
2026-08-12	Defense ISR & Unmanned Systems Intelligence	Accelerating	{AVEX,HAWK}
2026-08-12	Digital Insurance Distribution & InsurTech Platforms	Mainstream	{LIFE,GSHD}
2026-08-12	Electrical Connectivity & Utility Network Hardware	Mainstream	{PLPC,BDC,NVT}
2026-08-12	Enterprise HR & Workforce Management SaaS	Mainstream	{PAYX,PAYC,PCTY,WDAY,ADP,ALIT}
2026-08-12	Enterprise Server, Storage & Data Infrastructure Hardware	Mainstream	{DELL,ANET,HPE,STX,NTAP,CSCO}
2026-08-12	European Bank Stocks	Mainstream	{NWG,DB,ING,BCS,LYG,BBVA,UBS}
2026-08-12	Global Steel & Metal Producers Recovery	Mainstream	{MT,TX}
2026-08-12	Gold & Precious Metals Miners Rotation	Accelerating	{SBSW,NEM,CGAU,HMY,GFI,EGO,AUGO,EQX,AEM,IAG,KGC,HYMC,RGLD,AGI,SSRM,FNV,AU,ARIS}
2026-08-12	Government & Defense IT Services Providers	Mainstream	{EFOR,LDOS}
2026-08-12	Hospital & Behavioral Health Facility Procedure Volume Recovery	Mainstream	{THC,EHC,UHS}
2026-08-12	Industrial Construction Execution & On-Site Supply Chain	Accelerating	{DNOW,J,ROAD,TPC}
2026-08-12	Industrial Equipment & Flow Control – Capex Cycle Recovery	Mainstream	{LECO,ITT,FLS,PH,EMR,VLTO,IR,FELE,DCI,IEX}
2026-08-12	Industrial Equipment Rental & Material Handling	Accelerating	{CMCO,SUNB,HRI,EQPT}
2026-08-12	Inflammatory Disease & Immunology Biologics	Mainstream	{CLYM,SYRE,ORKA,IMVT,DNTH,AVTX,APGE,ZBIO}
2026-08-12	Life Insurance & Annuity Providers	Mainstream	{UNM,EQH,LNC,MET,CRBG,CNO,PRU,JXN}
2026-08-12	Medical Device Mean-Reversion & Rotation Recovery	Mainstream	{INSP,TNDM,CNMD,BBNX}
2026-08-12	Mobile App Platform & Advertising Monetization	Mainstream	{APPS,BSP}
2026-08-12	Network Security & Zero-Trust Edge	Mainstream	{OKTA,NET,S,FTNT,PANW,RBRK,ZS,CRWD,VRNS,CVLT,SAIL,NTSK,FFIV}
2026-08-12	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	Mainstream	{CRNX,CORT,XERS,MBX,PTGX}
2026-08-12	Private Equity & Alternative Asset Management Platforms	Mainstream	{BAM,APO,HLNE,KKR,OWL,FSK,STEP,MAIN,TPG,ARES,BX}
2026-08-12	Private Mortgage Insurance	Mainstream	{MTG,ESNT,NMIH}
2026-08-12	Property & Casualty Insurance Underwriters	Mainstream	{HIG,AFG,THG,ORI,CB,ALL,SKWD,HCI,RLI,TRV,SLDE}
2026-08-12	Quantum Computing Hardware & Software	Mainstream	{RGTI,IONQ,QUBT,INFQ,QBTS}
2026-08-12	Restaurant Chain Recovery	Mainstream	{TXRH,CAKE,EAT,BLMN,DRI,JACK,CBRL,SHAK}
2026-08-12	Specialty Pharmaceutical Commercialization & Rare Disease Drugs	Mainstream	{LQDA,ROIV,OMER,HRMY,ETON,INSM,BCRX,KNSA,RYTM,BMRN}
2026-08-12	U.S. Government/Defense Contract Surge	Accelerating	{TSAT,PLTR}
2026-08-12	U.S. Passenger Airlines	Mainstream	{SKYW,ALK,DAL,UAL,LUV}
2026-08-12	U.S. Regional & Mid-Cap Commercial Banks	Mainstream	{FBP,HWC,FHN,WSFS,MCHB,USB,HBAN,BOKF,RF,UMBF,TFC,CFG,WTFC,EWBC,PNFP,ZION,PNC,SSB,MTB,FITB,WSBC,CBC}
2026-08-12	Wealth Management & Retail Brokerage Platforms	Mainstream	{SCHW,SF,LPLA,AMP,RJF,NTRS}
2026-08-13	AI GPU Compute Infrastructure & Cloud Services	Accelerating	{SMCI,CRWV}
2026-08-13	AI-Powered Enterprise Analytics & Intelligent Workflow SaaS	Mainstream	{AI,CRM,AMPL,INTA,NOW,MNDY,AVPT,PATH,APPN}
2026-08-13	Building Envelope, Ceilings & Interior Construction Products	Mainstream	{CSL,OC,AWI}
2026-08-13	Canadian Big Banks	Mainstream	{BMO,BNS,RY,TD,CM}
2026-08-13	Cinema Exhibition & Premium Large-Format Recovery	Mainstream	{IMAX,CNK}
2026-08-13	Cloud Contact Center & CCaaS Communication Platforms	Mainstream	{FIVN,RNG,TWLO,NICE}
2026-08-13	Cloud Data Storage & Analytics Infrastructure	Mainstream	{BLZE,MDB,SNOW,ESTC}
2026-08-13	Cloud Observability & AIOps Monitoring Platforms	Accelerating	{PD,DDOG,DT}
2026-08-13	Cloud Supply Chain & Warehouse Management Software	Mainstream	{MANH,SPSC}
2026-08-13	Commercial, Office & Home Furniture Retailers and Manufacturers	Mainstream	{MLKN,BOBS,HNI,WSM,RH,W}
2026-08-13	Consumer Fintech & Digital Credit Platforms	Accelerating	{CHYM,DAVE,SEZL,BFH,PGY,KLAR,AFRM,SOFI}
2026-08-13	Containerboard & Corrugated Packaging Producers	Mainstream	{GPK,SW,IP,PKG}
2026-08-13	Copper Mining & Production	Mainstream	{HBM,TECK,SCCO,ERO,FCX}
2026-08-13	Corporate Spend, Expense Management & Financial Operations Software	Mainstream	{WEX,BILL}
2026-08-13	Cyber Exposure Management & Vulnerability Assessment	Mainstream	{RPD,TENB,QLYS}
2026-08-13	Defense Electronics & Aerospace Subsystem Suppliers	Mainstream	{DFNS,BA,DPC,ATI,EMBJ,MRCY,ARXS,RTX}
2026-08-13	Digital Insurance Distribution & InsurTech Platforms	Mainstream	{GSHD,LIFE}
2026-08-13	Electrical Connectivity & Utility Network Hardware	Mainstream	{NVT,PLPC}
2026-08-13	Enterprise HR & Workforce Management SaaS	Mainstream	{PCTY,ALIT,WDAY,PAYX,PAYC,ADP}
2026-08-13	Enterprise Server, Storage & Data Infrastructure Hardware	Mainstream	{CSCO,ANET,HPE,NTAP,STX,DELL}
2026-08-13	European Bank Stocks	Mainstream	{UBS,NWG,DB,ING,BCS,LYG,BBVA}
2026-08-13	Gold & Precious Metals Miners Rotation	Mainstream	{ARIS,EQX,HMY,KGC,AGI,GFI,AEM,FNV,AU,AUGO,HYMC,SBSW,IAG,NEM,RGLD,SSRM,CGAU,EGO}
2026-08-13	Government & Defense IT Services Providers	Mainstream	{LDOS,EFOR}
2026-08-13	Hospital & Behavioral Health Facility Procedure Volume Recovery	Mainstream	{THC,UHS,EHC}
2026-08-13	Industrial Construction Execution & On-Site Supply Chain	Mainstream	{J,TPC,DNOW,ROAD}
2026-08-13	Industrial Equipment & Flow Control – Capex Cycle Recovery	Mainstream	{IEX,DCI,FELE,IR,PH,EMR,LECO,FLS,VLTO,ITT}
2026-08-13	Industrial Equipment Rental & Material Handling	Accelerating	{CMCO,HRI,EQPT,SUNB}
2026-08-13	Inflammatory Disease & Immunology Biologics	Mainstream	{CLYM,ZBIO,AVTX,ORKA,SYRE,APGE,IMVT,DNTH}
2026-08-13	Insurance Brokerage & Distribution Services	Accelerating	{WTW,AJG,BWIN,AON,BRO}
2026-08-13	Life Insurance & Annuity Providers	Mainstream	{PRU,CRBG,EQH,LNC,MET,CNO,UNM,JXN,GL}
2026-08-13	Medical Device Mean-Reversion & Rotation Recovery	Mainstream	{TNDM,BBNX,INSP,CNMD,DXCM,EW}
2026-08-13	Mobile App Platform & Advertising Monetization	Mainstream	{APPS,BSP}
2026-08-13	Network Security & Zero-Trust Edge	Mainstream	{VRNS,FTNT,FFIV,ZS,OKTA,S,CVLT,PANW,CRWD,NET,RBRK,SAIL,NTSK}
2026-08-13	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	Mainstream	{CRNX,PTGX,CORT,MBX,XERS}
2026-08-13	Private Equity & Alternative Asset Management Platforms	Accelerating	{APO,HLNE,FSK,KKR,STEP,BAM,TPG,OWL,MAIN,BX,ARES,CG}
2026-08-13	Private Mortgage Insurance	Mainstream	{ESNT,NMIH,MTG}
2026-08-13	Property & Casualty Insurance Underwriters	Mainstream	{RLI,CB,SLDE,AFG,THG,SKWD,TRV,HCI,ORI,ALL}
2026-08-13	Quantum Computing Hardware & Software	Mainstream	{QUBT,RGTI,IONQ,QBTS,INFQ}
2026-08-13	Restaurant Chain Recovery	Mainstream	{BLMN,EAT,TXRH,SHAK,CBRL,JACK,CAKE,DRI}
2026-08-13	Software Development & DevOps Collaboration Platforms	Accelerating	{GTLB,TEAM,FROG}
2026-08-13	Specialty Pharmaceutical Commercialization & Rare Disease Drugs	Mainstream	{ROIV,BCRX,HRMY,BMRN,LQDA,INSM,KNSA,RYTM,ETON,OMER,SRRK}
2026-08-13	U.S. Apparel & Fashion Recovery	Accelerating	{ANF,CROX,URBN,RVLV,SHOO,VSXY}
2026-08-13	U.S. Government/Defense Contract Surge	Mainstream	{PLTR,TSAT}
2026-08-13	U.S. Passenger Airlines	Mainstream	{DAL,UAL,SKYW,LUV,ALK,AAL}
2026-08-13	U.S. Regional & Mid-Cap Commercial Banks	Mainstream	{RF,CBC,PNC,TFC,EWBC,FHN,ZION,MTB,BOKF,MCHB,CFG,WSFS,HBAN,FBP,FITB,WSBC,WTFC,PNFP,USB,SSB,UMBF,HWC,HAPN}
2026-08-13	Wealth Management & Retail Brokerage Platforms	Mainstream	{LPLA,SF,AMP,NTRS,SCHW,RJF}
2026-08-14	AI-Powered Enterprise Analytics & Intelligent Workflow SaaS	Mainstream	{MNDY,INTA,NOW,APPN,AVPT,AI,CRM,AMPL,PATH,BRZE,FRSH,PLTR,DOCU,HUBS}
2026-08-14	B2B Digital Financial Infrastructure & Payment Rails Modernization	Accelerating	{PAY,ALKT,ACIW,QTWO}
2026-08-14	Building Envelope, Ceilings & Interior Construction Products	Mainstream	{CSL,OC,AWI}
2026-08-14	Canadian Big Banks	Mainstream	{CM,BNS,RY,BMO,TD}
2026-08-14	Cinema Exhibition & Premium Large-Format Recovery	Mainstream	{CNK,IMAX}
2026-08-14	Cloud Contact Center & CCaaS Communication Platforms	Mainstream	{TWLO,NICE,RNG,FIVN}
2026-08-14	Cloud Data Storage & Analytics Infrastructure	Mainstream	{BLZE,MDB,ESTC,SNOW}
2026-08-14	Cloud Observability & AIOps Monitoring Platforms	Accelerating	{DDOG,PD,DT}
2026-08-14	Cloud Supply Chain & Warehouse Management Software	Mainstream	{SPSC,MANH}
2026-08-14	Commercial, Office & Home Furniture Retailers and Manufacturers	Mainstream	{BOBS,RH,WSM,HNI,W,MLKN}
2026-08-14	Consumer Fintech & Digital Credit Platforms	Accelerating	{PGY,AFRM,SOFI,CHYM,BFH,KLAR,DAVE,SEZL}
2026-08-14	Containerboard & Corrugated Packaging Producers	Mainstream	{PKG,IP,GPK,SW}
2026-08-14	Corporate Spend, Expense Management & Financial Operations Software	Mainstream	{WEX,BILL}
2026-08-14	Cyber Exposure Management & Vulnerability Assessment	Mainstream	{TENB,QLYS,RPD}
2026-08-14	Defense Electronics & Aerospace Subsystem Suppliers	Mainstream	{MRCY,RTX,DFNS,BA,EMBJ,ARXS,ATI,DPC,LOAR}
2026-08-14	Defense ISR & Unmanned Systems Intelligence	Mainstream	{HAWK,AVEX}
2026-08-14	Digital Insurance Distribution & InsurTech Platforms	Mainstream	{LIFE,GSHD,NP}
2026-08-14	Electrical Connectivity & Utility Network Hardware	Mainstream	{PLPC,NVT}
2026-08-14	Enterprise HR & Workforce Management SaaS	Mainstream	{WDAY,ALIT,PAYX,ADP,PCTY,PAYC}
2026-08-14	Enterprise Server, Storage & Data Infrastructure Hardware	Mainstream	{DELL,STX,ANET,HPE,NTAP,CSCO}
2026-08-14	European Bank Stocks	Mainstream	{NWG,LYG,BBVA,BCS,DB,ING,UBS,SAN}
2026-08-14	Gold & Precious Metals Miners Rotation	Mainstream	{EQX,HYMC,AU,IAG,CGAU,SBSW,AGI,AUGO,KGC,RGLD,SSRM,HMY,ARIS,FNV,EGO,AEM,GFI,NEM}
2026-08-14	Government & Defense IT Services Providers	Mainstream	{LDOS,EFOR}
2026-08-14	Hospital & Behavioral Health Facility Procedure Volume Recovery	Mainstream	{EHC,THC,UHS}
2026-08-14	Industrial Construction Execution & On-Site Supply Chain	Mainstream	{J,TPC,DNOW,ROAD}
2026-08-14	Industrial Equipment & Flow Control – Capex Cycle Recovery	Mainstream	{IEX,IR,LECO,PH,ITT,DCI,EMR,VLTO,FLS,FELE}
2026-08-14	Industrial Equipment Rental & Material Handling	Mainstream	{CMCO,HRI,EQPT,SUNB}
2026-08-14	Inflammatory Disease & Immunology Biologics	Mainstream	{DNTH,IMVT,CLYM,AVTX,APGE,ZBIO,SYRE,ORKA}
2026-08-14	Insurance Brokerage & Distribution Services	Accelerating	{WTW,BWIN,AJG,BRO,AON}
2026-08-14	Life Insurance & Annuity Providers	Mainstream	{MET,LNC,PRU,CRBG,CNO,UNM,GL,JXN,EQH,VOYA}
2026-08-14	Medical Device Mean-Reversion & Rotation Recovery	Mainstream	{TNDM,EW,DXCM,INSP,BBNX,CNMD,BDX,ZBH,AORT}
2026-08-14	Network Security & Zero-Trust Edge	Mainstream	{VRNS,ZS,FFIV,CRWD,NTSK,FTNT,RBRK,S,NET,PANW,SAIL,OKTA,CVLT,GEN}
2026-08-14	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	Mainstream	{CORT,PTGX,XERS,CRNX,MBX}
2026-08-14	Private Equity & Alternative Asset Management Platforms	Mainstream	{BX,OWL,KKR,HLNE,BAM,TPG,ARES,MAIN,APO,FSK,CG,STEP}
2026-08-14	Private Mortgage Insurance	Mainstream	{NMIH,MTG,ESNT}
2026-08-14	Property & Casualty Insurance Underwriters	Mainstream	{TRV,SLDE,HCI,THG,ORI,SKWD,AFG,ALL,RLI,ARX}
2026-08-14	Quantum Computing Hardware & Software	Mainstream	{QUBT,QBTS,IONQ,INFQ,RGTI}
2026-08-14	Restaurant Chain Recovery	Mainstream	{CAKE,SHAK,JACK,TXRH,CBRL,WEN,BLMN,EAT,DRI}
2026-08-14	Software Development & DevOps Collaboration Platforms	Accelerating	{FROG,TEAM,GTLB}
2026-08-14	Specialty Pharmaceutical Commercialization & Rare Disease Drugs	Mainstream	{BCRX,BMRN,ETON,INSM,KNSA,LQDA,OMER,RYTM,ROIV,HRMY,SRRK,TVTX}
2026-08-14	U.S. Apparel & Fashion Recovery	Accelerating	{CROX,RVLV,VSXY,URBN,ANF,SHOO,WWW}
2026-08-14	U.S. Passenger Airlines	Mainstream	{AAL,LUV,DAL,SKYW,ALK,UAL}
2026-08-14	U.S. Regional & Mid-Cap Commercial Banks	Mainstream	{FHN,SSB,PNFP,EWBC,TFC,FBP,USB,WSFS,HBAN,HAPN,WTFC,CFG,UMBF,WSBC,RF,BOKF,CBC,HWC,MCHB,PNC,MTB,ZION,FITB,HOPE,SBCF}
2026-08-14	Wealth Management & Retail Brokerage Platforms	Mainstream	{SCHW,NTRS,SF,RJF,AMP,LPLA}
2026-08-17	AI-Powered Enterprise Analytics & Intelligent Workflow SaaS	Mainstream	{PLTR,AMPL,MNDY,NOW,FRSH,BRZE,INTA,AI,HUBS,CRM,AVPT,DOCU,APPN,PATH}
2026-08-17	B2B Digital Financial Infrastructure & Payment Rails Modernization	Accelerating	{ACIW,QTWO,PAY,ALKT,RELY,NCNO,WSE}
2026-08-17	Building Envelope, Ceilings & Interior Construction Products	Mainstream	{CSL,OC,AWI}
2026-08-17	Canadian Big Banks	Mainstream	{TD,BMO,RY,CM,BNS}
2026-08-17	Cinema Exhibition & Premium Large-Format Recovery	Mainstream	{IMAX,CNK}
2026-08-17	Cloud Contact Center & CCaaS Communication Platforms	Mainstream	{NICE,FIVN,RNG,TWLO}
2026-08-17	Cloud Data Storage & Analytics Infrastructure	Mainstream	{SNOW,MDB,BLZE,ESTC}
2026-08-17	Cloud Observability & AIOps Monitoring Platforms	Mainstream	{PD,DDOG,DT}
