id	birth	birth_name	class	matured	era	n_members	n_founders	n_ep	n_pre	n_post	n_cov	n_hoc	runway	delivered	share_all	censored	rwo_runway	rwo_delivered	rw40_runway	rw40_delivered	rwa_n_ep	rwa_runway	rwa_delivered	ign_rs	ign_cl	ign_ep	ign_epo	first_leg	lag	cl_max_share	cl_days
234	2026-08-03	Gold & Precious Metals Miners Rotation	grind	True	E1+ pre-window scan-covered	30	18	6	0	6	6	0	1.000	1.000	0.200	False	1.000	1.000	0.188	0.188	0			2026-08-19	2026-06-30	2026-06-04	2026-06-04	EP	40	0.933	61
235	2026-08-03	Small Modular & Advanced Nuclear Reactor Development	grind	False	E1+ pre-window scan-covered	4	3	2	1	1	0	1	0.500	0.000	0.250	False	0.500	0.000	0.000	0.000	2	0.500	0.500		2026-08-03	2026-06-08	2026-06-08	EP	38	1.000	61
236	2026-08-03	Smart Utility Metering & Water Infrastructure Hardware	grind	False	E1+ pre-window scan-covered	2	2	1	1	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	0				2026-06-18	2026-07-28	2026-07-28	CL	30	0.500	61
237	2026-08-03	Specialty Pharmaceutical Commercialization & Rare Disease Drugs	cogap	True	E1+ pre-window scan-covered	12	2	5	2	3	1	2	0.600	0.200	0.250	False	0.600	0.200	0.600	0.200	3	1.000	0.667	2026-06-23		2026-07-27	2026-07-27	RS	28	0.083	61
238	2026-08-04	AI GPU Compute Infrastructure & Cloud Services	cogap	False	E1+ pre-window scan-covered	8	3	8	6	2	1	1	0.250	0.125	0.250	False	0.250	0.125	0.250	0.125	6	0.833	0.333			2026-06-09	2026-06-09	EP	38	0.125	61
239	2026-08-04	Aerospace Precision Components & Supply Chain	grind	False	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	False					0							none		0.333	61
240	2026-08-04	Defense ISR & Unmanned Systems Intelligence	grind	True	E1+ pre-window scan-covered	2	2	1	1	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	0			2026-08-03		2026-06-30	2026-06-30	EP	24	0.000	61
241	2026-08-04	Electrical Connectivity & Utility Network Hardware	cogap	True	E1+ pre-window scan-covered	4	2	4	4	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	0			2026-08-03		2026-07-30	2026-07-30	EP	3	0.000	61
242	2026-08-04	For-Profit & Vocational Education Operators	grind	False	E1+ pre-window scan-covered	5	5	1	1	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	0			2026-07-06	2026-07-15	2026-07-31	2026-07-31	RS	21	1.000	61
243	2026-08-04	Government & Defense IT Services Providers	grind	True	E1+ pre-window scan-covered	5	3	2	1	1	0	1	0.500	0.000	0.200	False	0.500	0.000	0.333	0.000	1	0.000	0.000			2026-06-11	2026-06-11	EP	36	0.200	61
244	2026-08-04	Industrial Equipment Rental & Material Handling	grind	True	E1+ pre-window scan-covered	4	3	2	2	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	0			2026-08-03		2026-07-10	2026-07-10	EP	17	0.000	61
245	2026-08-04	Industrial Lifting, Material Handling & Equipment Rental	grind	True	E1+ pre-window scan-covered	3	2	1	1	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	0			2026-06-16		2026-07-30	2026-07-30	RS	33	0.000	61
246	2026-08-04	Junior Precious Metals Miners Rotation	grind	False	E1+ pre-window scan-covered	2	2	0	0	0	0	0			0.000	False			0.000	0.000	0			2026-08-10	2026-06-30	2026-06-15	2026-06-15	EP	34	1.000	61
247	2026-08-04	Management Consulting & Research Advisory Services	cogap	False	E1+ pre-window scan-covered	2	2	2	2	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	0			2026-07-29	2026-06-22	2026-07-29	2026-07-29	CL	30	0.500	61
248	2026-08-04	Net Lease Single-Tenant REIT Recovery	grind	False	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	False					0				2026-06-11			CL	36	1.000	61
249	2026-08-04	Private Equity & Alternative Asset Management Platforms	grind	True	E1+ pre-window scan-covered	13	2	0	0	0	0	0			0.000	False					0			2026-08-03				RS	1	0.308	61
250	2026-08-04	Regulated Water Utility Infrastructure	grind	False	E1+ pre-window scan-covered	4	4	0	0	0	0	0			0.000	False					0				2026-08-05			CL	-1	1.000	61
251	2026-08-04	Technology Intellectual Property Licensing	cogap	False	E1+ pre-window scan-covered	2	2	2	2	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	0			2026-07-31	2026-07-31	2026-06-11	2026-06-11	EP	36	0.500	61
252	2026-08-04	U.S. Government/Defense Contract Surge	cogap	True	E1+ pre-window scan-covered	4	4	4	4	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	4	0.000	0.000	2026-08-10		2026-08-04	2026-08-04	EP	0	0.250	61
253	2026-08-04	U.S. Government/Defense Spending Surge	cogap	False	E1+ pre-window scan-covered	4	4	4	4	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	4	0.000	0.000	2026-08-10		2026-08-04	2026-08-04	EP	0	0.250	61
254	2026-08-05	Building Envelope, Ceilings & Interior Construction Products	cogap	True	E1+ pre-window scan-covered	3	2	2	2	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	0			2026-08-03		2026-07-28	2026-07-28	EP	6	0.333	61
255	2026-08-05	Mobile App Platform & Advertising Monetization	grind	True	E1+ pre-window scan-covered	2	2	1	1	0	0	0	0.000	0.000	0.000	False	0.000	0.000	0.000	0.000	1	0.000	0.000	2026-08-04		2026-08-05	2026-08-05	RS	1	0.000	61
256	2026-08-10	AI Chip Enablement: Test, Substrate & Photonic/Timing Component Suppliers	cogap	True	E1+ pre-window scan-covered	33	5	23	22	1	1	0	0.043	0.043	0.030	True	0.040	0.040	0.040	0.040	13	0.231	0.231	2026-06-11		2026-06-15	2026-06-15	RS	40	0.091	60
257	2026-08-10	Electronics Manufacturing & Semiconductor Packaging Supply Chain	grind	False	E1+ pre-window scan-covered	6	4	1	1	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	0			2026-06-11	2026-08-10	2026-06-12	2026-06-12	RS	40	0.667	60
258	2026-08-10	Emerging Bitcoin & AI Cloud Compute Miners	cogap	False	E1+ pre-window scan-covered	7	7	6	6	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	5	0.400	0.400	2026-06-11	2026-07-07	2026-07-06	2026-07-06	RS	40	1.000	60
259	2026-08-10	Genomics & DNA Sequencing Tools	grind	True	E1+ pre-window scan-covered	9	3	4	3	1	1	0	0.250	0.250	0.111	True	0.250	0.250	0.250	0.250	1	1.000	1.000	2026-06-11		2026-07-31	2026-07-31	RS	40	0.111	60
260	2026-08-10	Oilfield Services & Drilling Rigs	grind	False	E1+ pre-window scan-covered	33	3	3	2	1	1	0	0.333	0.333	0.030	True	0.333	0.333	0.333	0.333	1	0.000	0.000		2026-06-11	2026-07-27	2026-07-27	CL	40	0.576	60
261	2026-08-10	Precious Metals Miners Velocity Breakout	grind	True	E1+ pre-window scan-covered	7	7	0	0	0	0	0			0.000	True			0.000	0.000	0			2026-08-10	2026-06-30	2026-06-11	2026-06-11	EP	40	0.857	60
262	2026-08-10	Semiconductor Components & Optical Interconnect	cogap	False	E1+ pre-window scan-covered	5	5	2	2	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	0			2026-06-11	2026-08-10	2026-07-06	2026-07-06	RS	40	1.000	60
263	2026-08-10	Space & Unmanned Defense Systems	cogap	False	E1+ pre-window scan-covered	6	5	3	3	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	3	0.000	0.000	2026-08-10		2026-06-30	2026-06-30	EP	28	0.333	60
264	2026-08-10	Trucking & Freight Logistics	grind	False	E1+ pre-window scan-covered	9	5	1	1	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	0			2026-06-11	2026-06-15	2026-07-21	2026-07-21	RS	40	0.778	60
265	2026-08-10	U.S. Oil & Gas E&P Recovery	grind	False	E1+ pre-window scan-covered	5	5	1	0	1	1	0	1.000	1.000	0.200	True	1.000	1.000	1.000	1.000	0			2026-08-17	2026-08-05	2026-09-01	2026-09-01	CL	3	0.600	60
266	2026-08-11	Advanced & Small Modular Nuclear Reactor Technology	grind	False	E1+ pre-window scan-covered	6	2	4	3	1	1	0	0.250	0.250	0.167	True	0.250	0.250	0.000	0.000	3	0.333	0.333			2026-06-15	2026-06-15	EP	39	0.333	59
267	2026-08-11	Enterprise Unstructured Data Storage Infrastructure	grind	True	E1+ pre-window scan-covered	4	2	1	1	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	0			2026-07-07		2026-06-15	2026-06-15	EP	39	0.250	59
268	2026-08-11	IT Consulting & Business Process Outsourcing Services	grind	True	E1+ pre-window scan-covered	10	3	1	1	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	0			2026-08-27	2026-06-22	2026-08-04	2026-08-04	CL	35	0.600	59
269	2026-08-11	Lodging & Hotel REITs	grind	True	E1+ pre-window scan-covered	7	4	0	0	0	0	0			0.000	True					0			2026-06-12	2026-06-15			RS	40	0.714	59
270	2026-08-11	Programmatic Digital Advertising Platforms	cogap	True	E1+ pre-window scan-covered	2	2	2	2	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	1	0.000	0.000	2026-07-06	2026-08-10	2026-08-06	2026-08-06	RS	26	0.500	59
271	2026-08-11	Silver-Focused Primary Miners	grind	True	E1+ pre-window scan-covered	6	6	0	0	0	0	0			0.000	True			0.000	0.000	0			2026-08-10	2026-06-30	2026-06-15	2026-06-15	EP	39	1.000	59
272	2026-08-11	Software Development & DevOps Collaboration Platforms	cogap	True	E1+ pre-window scan-covered	3	2	3	3	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	2	0.000	0.000	2026-06-12		2026-08-07	2026-08-07	RS	40	0.333	59
273	2026-08-12	AI-Driven Power & Grid Infrastructure Boom	cogap	False	E1+ pre-window scan-covered	5	4	4	4	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	4	0.000	0.000			2026-07-01	2026-07-01	EP	29	0.400	58
274	2026-08-12	Apartment & Residential REITs	grind	False	E1+ pre-window scan-covered	4	4	0	0	0	0	0			0.000	True					0				2026-06-17			CL	38	1.000	58
275	2026-08-12	Bitcoin Mining & HPC Compute Pivot Operators	cogap	False	E1+ pre-window scan-covered	9	8	8	8	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	4	0.000	0.000	2026-06-15	2026-07-06	2026-07-06	2026-07-06	RS	40	1.000	58
276	2026-08-12	Development-Stage Gold Exploration & Project Juniors	cogap	True	E1+ pre-window scan-covered	3	3	2	2	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	0			2026-08-25	2026-07-09	2026-06-15	2026-06-15	EP	40	1.000	58
277	2026-08-12	For-Profit Postsecondary Education	grind	True	E1+ pre-window scan-covered	5	3	0	0	0	0	0			0.000	True					0				2026-07-15			CL	20	1.000	58
278	2026-08-12	Optical Interconnect & Photonics for AI Data Center Networking	cogap	False	E1+ pre-window scan-covered	6	3	4	4	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	1	1.000	1.000	2026-06-15		2026-06-22	2026-06-22	RS	40	0.333	58
279	2026-08-12	Power Generation & Grid Infrastructure for AI Data Centers	cogap	False	E1+ pre-window scan-covered	3	3	2	2	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	2	0.000	0.000			2026-07-01	2026-07-01	EP	29	0.333	58
280	2026-08-12	Skilled Nursing & Senior Housing REITs	grind	False	E1+ pre-window scan-covered	4	4	0	0	0	0	0			0.000	True					0				2026-07-06			CL	27	1.000	58
281	2026-08-12	Uranium Feedstock & Mining Supply	grind	True	E1+ pre-window scan-covered	4	2	1	1	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	1	1.000	1.000			2026-06-15	2026-06-15	EP	40	0.250	58
282	2026-08-13	Automotive Dealership Groups	grind	False	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	True					0			2026-07-21	2026-07-06			CL	28	1.000	57
283	2026-08-13	Building Products & Home Improvement Suppliers	grind	False	E1+ pre-window scan-covered	6	4	0	0	0	0	0			0.000	True			0.000	0.000	0				2026-08-13	2026-06-24	2026-06-24	EP	35	0.667	57
284	2026-08-13	Life Sciences & Healthcare Data/CRM Platforms	grind	True	E1+ pre-window scan-covered	3	3	3	1	2	2	0	0.667	0.667	0.667	True	0.667	0.667	0.667	0.667	3	0.667	0.667	2026-08-10		2026-08-07	2026-08-07	EP	4	0.333	57
285	2026-08-13	Regulated Electric Utility Holding Companies	grind	False	E1+ pre-window scan-covered	16	16	0	0	0	0	0			0.000	True					0				2026-06-22			CL	37	1.000	57
286	2026-08-14	Broadband & Telecom Network Infrastructure Equipment	cogap	False	E1+ pre-window scan-covered	3	3	2	2	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	1	0.000	0.000	2026-06-22		2026-07-30	2026-07-09	RS	38	0.333	56
287	2026-08-14	Emerging Defense & Aerospace Hardware Suppliers	cogap	True	E1+ pre-window scan-covered	13	4	7	7	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	4	0.000	0.000	2026-08-10		2026-06-18	2026-06-18	EP	39	0.308	56
288	2026-08-14	Rare disease/specialty pharma earnings beats	cogap	False	E1+ pre-window scan-covered	9	5	8	8	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	6	0.000	0.000	2026-06-23		2026-07-27	2026-07-27	RS	37	0.111	56
289	2026-08-17	Advanced Nuclear Fuel & Reactor Design Manufacturers	cogap	False	E1+ pre-window scan-covered	3	2	3	3	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	2	0.000	0.000	2026-08-11		2026-07-27	2026-07-27	EP	15	0.333	55
290	2026-08-17	Emerging Immunotherapy & Cell Therapy Biotech	grind	True	E1+ pre-window scan-covered	7	3	1	0	1	0	1	1.000	0.000	0.143	True	1.000	0.000	0.500	0.000	0			2026-07-07		2026-06-22	2026-06-22	EP	39	0.143	55
291	2026-08-17	Emerging Memory & Storage Semiconductor Makers	cogap	True	E1+ pre-window scan-covered	5	3	3	3	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	1	0.000	0.000	2026-06-18		2026-06-25	2026-06-25	RS	40	0.000	55
292	2026-08-17	Lumber & Building Products Manufacturing-Distribution	grind	False	E1+ pre-window scan-covered	4	4	0	0	0	0	0			0.000	True					0				2026-08-17			CL	0	1.000	55
293	2026-08-17	Natural Gas Midstream & LNG Infrastructure	grind	False	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	True					0							none		0.333	55
294	2026-08-17	Resilient PNT: GPS-Alternative Timing & Navigation Infrastructure	cogap	False	E1+ pre-window scan-covered	5	4	3	3	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	1	0.000	0.000	2026-08-12	2026-07-07	2026-07-27	2026-07-27	CL	29	0.600	55
295	2026-08-17	Semiconductor Test & Inspection Equipment	cogap	False	E1+ pre-window scan-covered	4	4	4	4	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	3	0.000	0.000	2026-06-18		2026-07-09	2026-07-09	RS	40	0.000	55
296	2026-08-17	Specialty & Multi-line P&C Insurance Carriers	grind	False	E1+ pre-window scan-covered	4	4	0	0	0	0	0			0.000	True					0				2026-06-18			CL	40	1.000	55
297	2026-08-17	U.S. Oil & Gas E&P Rotation	grind	False	E1+ pre-window scan-covered	67	9	4	3	1	1	0	0.250	0.250	0.015	True	0.250	0.250	0.250	0.250	1	0.000	0.000	2026-08-31		2026-07-30	2026-07-30	EP	12	0.284	55
298	2026-08-18	Americas-Focused Mid-Tier Gold & Silver Producers	grind	False	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	True					0			2026-08-24	2026-07-09			CL	28	1.000	54
299	2026-08-18	Data & Analytics-as-a-Service Providers	cogap	False	E1+ pre-window scan-covered	3	3	3	3	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	0			2026-07-28	2026-08-05	2026-07-28	2026-07-23	EP+RS	15	0.667	54
300	2026-08-18	Drone & Advanced Aerial Defense Platforms	grind	False	E1+ pre-window scan-covered	3	3	1	1	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	0			2026-08-10		2026-06-30	2026-06-30	EP	34	0.333	54
301	2026-08-18	International Integrated Oil & Gas Majors	grind	False	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	True					0			2026-09-01				RS	-10	0.333	54
302	2026-08-18	Latin American Silver & Gold Mining Operators	grind	True	E1+ pre-window scan-covered	5	5	0	0	0	0	0			0.000	True					0			2026-08-21	2026-06-30			CL	34	1.000	54
303	2026-08-18	Natural Gas E&P Producers	grind	False	E1+ pre-window scan-covered	5	5	1	0	1	1	0	1.000	1.000	0.200	True	1.000	1.000	1.000	1.000	0				2026-08-18	2026-09-01	2026-09-01	CL	0	1.000	54
304	2026-08-18	Power Semiconductor & Electrification Components	grind	False	E1+ pre-window scan-covered	3	2	1	1	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	1	0.000	0.000			2026-07-31	2026-07-31	EP	12	0.333	54
305	2026-08-18	Reinsurance & Specialty Insurance Holding Carriers	grind	False	E1+ pre-window scan-covered	5	5	0	0	0	0	0			0.000	True					0				2026-06-22			CL	40	1.000	54
306	2026-08-18	Semiconductor Deposition & Etch Equipment Makers	cogap	False	E1+ pre-window scan-covered	6	3	4	4	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	2	0.000	0.000	2026-06-22		2026-06-29	2026-06-29	RS	40	0.167	54
307	2026-08-18	South African Gold & PGM Mining Producers	cogap	False	E1+ pre-window scan-covered	5	4	3	3	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	0			2026-08-10	2026-06-30	2026-08-07	2026-08-07	CL	34	0.800	54
308	2026-08-18	Video & Streaming Content Distribution Rebound	grind	True	E1+ pre-window scan-covered	5	3	0	0	0	0	0			0.000	True					0			2026-08-17				RS	1	0.000	54
309	2026-08-19	CRISPR & Gene-Editing Therapeutics	grind	True	E1+ pre-window scan-covered	6	3	0	0	0	0	0			0.000	True	0.000	0.000			0			2026-06-26	2026-08-19		2026-08-13	RS	37	0.500	53
310	2026-08-19	CRISPR Gene Editing Therapeutics	grind	False	E1+ pre-window scan-covered	4	3	0	0	0	0	0			0.000	True					0			2026-06-26	2026-08-19			RS	37	0.750	53
311	2026-08-19	Clinical-Stage Oncology & Hematology Biotech Breakout	cogap	True	E1+ pre-window scan-covered	15	5	2	2	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	2	0.000	0.000	2026-06-23		2026-06-25	2026-06-25	RS	40	0.067	53
312	2026-08-19	Cloud Application Software Rotation (Oversold Turning Up)	grind	True	E1+ pre-window scan-covered	4	4	0	0	0	0	0			0.000	True	0.000	0.000			0			2026-08-10			2026-07-30	RS	7	0.250	53
313	2026-08-19	Corporate Digital Asset Treasury Vehicles	grind	True	E1+ pre-window scan-covered	7	4	5	2	3	2	1	0.600	0.400	0.429	True	0.600	0.400	0.400	0.400	0			2026-08-20	2026-07-02	2026-07-10	2026-07-10	CL	33	1.000	53
314	2026-08-19	Crypto-Native Exchange & Treasury Platforms	cogap	True	E1+ pre-window scan-covered	5	2	3	2	1	0	1	0.333	0.000	0.200	True	0.333	0.000	0.333	0.000	1	0.000	0.000	2026-08-20		2026-08-13	2026-08-13	EP	4	0.400	53
315	2026-08-19	Defensive Consumer Staples Rotation	grind	True	E1+ pre-window scan-covered	29	3	3	2	1	0	1	0.333	0.000	0.034	True	0.250	0.000	0.200	0.000	1	1.000	0.000	2026-08-24		2026-06-23	2026-06-23	EP	40	0.138	53
316	2026-08-19	Diversified Regulated Electric & Gas Utilities	grind	False	E1+ pre-window scan-covered	7	7	0	0	0	0	0			0.000	True					0				2026-08-05			CL	10	1.000	53
317	2026-08-19	Emerging Oncology Therapeutics	grind	False	E1+ pre-window scan-covered	3	3	1	1	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	1	0.000	0.000	2026-06-23		2026-08-13	2026-08-13	RS	40	0.000	53
318	2026-08-19	Gateway & Coastal Office REIT Stress Reversal	grind	False	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	True					0			2026-06-23	2026-07-20			RS	40	1.000	53
319	2026-08-19	Industrial Automation & Power Transmission Components	grind	False	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	True					0			2026-06-23	2026-07-10			RS	40	1.000	53
320	2026-08-19	Industrial Automation & Precision Bearings Manufacturers	grind	False	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	True					0			2026-06-23	2026-07-10			RS	40	1.000	53
321	2026-08-19	Rare Earth & Critical Minerals Mining	grind	False	E1+ pre-window scan-covered	4	3	1	1	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	0					2026-07-29	2026-07-29	EP	15	0.250	53
322	2026-08-19	Rare Earth Elements & Critical Minerals Processing	grind	False	E1+ pre-window scan-covered	3	3	1	1	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	0					2026-07-29	2026-07-29	EP	15	0.333	53
323	2026-08-19	Regulated Natural Gas Distribution Utilities	grind	False	E1+ pre-window scan-covered	4	4	0	0	0	0	0			0.000	True					0				2026-08-19			CL	0	0.750	53
324	2026-08-19	mRNA Vaccine & Therapeutics Platforms	cogap	False	E1+ pre-window scan-covered	8	2	4	4	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	1	0.000	0.000	2026-08-20	2026-08-20	2026-06-29	2026-06-29	EP	36	0.500	53
325	2026-08-20	Agricultural & Heavy Construction Equipment Manufacturers	grind	True	E1+ pre-window scan-covered	11	3	1	1	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	0			2026-09-01		2026-08-03	2026-08-03	EP	13	0.091	52
326	2026-08-20	Business Development Companies & Specialty Direct Lending	grind	False	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	True					0			2026-08-13				RS	5	0.333	52
327	2026-08-20	Cardiac & Diagnostic Imaging Recovery	grind	True	E1+ pre-window scan-covered	9	3	5	5	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	3	0.000	0.000	2026-08-10		2026-07-16	2026-07-16	EP	25	0.111	52
328	2026-08-20	Diabetes Management & Continuous Glucose Monitoring Devices	cogap	True	E1+ pre-window scan-covered	5	3	2	2	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	1	0.000	0.000	2026-07-13		2026-07-31	2026-07-31	RS	28	0.200	52
329	2026-08-20	Grocery-Anchored & Open-Air Shopping Center REITs	grind	False	E1+ pre-window scan-covered	6	4	0	0	0	0	0			0.000	True					0				2026-07-01			CL	35	1.000	52
330	2026-08-20	Marketing & Digital Presence SaaS Platforms	cogap	True	E1+ pre-window scan-covered	5	3	3	3	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	0			2026-07-15		2026-08-04	2026-08-04	RS	26	0.200	52
331	2026-08-20	Natural Gas Midstream & LNG Export Infrastructure	grind	False	E1+ pre-window scan-covered	8	8	0	0	0	0	0			0.000	True					0				2026-08-20			CL	0	0.500	52
332	2026-08-21	Bioprocessing & Cell Culture Technology	cogap	False	E1+ pre-window scan-covered	3	3	2	2	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	0			2026-07-13		2026-07-28	2026-07-28	RS	29	0.333	51
333	2026-08-21	Core Banking & Credit Union Software Platforms	grind	False	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	True					0			2026-07-13				RS	29	0.000	51
334	2026-08-21	Crypto-Native Exchange & Blockchain Financial Software	grind	True	E1+ pre-window scan-covered	3	2	1	0	1	1	0	1.000	1.000	0.333	True	1.000	1.000	0.000	0.000	0			2026-08-21	2026-09-04	2026-07-10	2026-07-10	EP	30	0.667	51
335	2026-08-21	Custody & Trust Banks	grind	False	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	True					0			2026-07-13				RS	29	0.000	51
336	2026-08-21	Fertilizer & Crop Nutrient Producers	grind	True	E1+ pre-window scan-covered	9	4	1	1	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	0			2026-08-31		2026-08-03	2026-08-03	EP	14	0.111	51
337	2026-08-21	Liquid Biopsy & Early Cancer Detection Diagnostics	cogap	False	E1+ pre-window scan-covered	4	3	3	3	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	0			2026-06-25		2026-07-31	2026-07-31	RS	40	0.250	51
338	2026-08-21	Metallurgical & Thermal Coal Mining Rebound	grind	True	E1+ pre-window scan-covered	4	2	0	0	0	0	0			0.000	True					0			2026-08-20	2026-06-25			CL	40	0.500	51
339	2026-08-21	Natural Gas Value Chain & LNG Export Infrastructure	grind	False	E1+ pre-window scan-covered	7	7	0	0	0	0	0			0.000	True					0							none		0.429	51
340	2026-08-21	Offshore Drilling Rig Contractors	grind	False	E1+ pre-window scan-covered	3	3	0	0	0	0	0			0.000	True					0			2026-08-26				RS	-3	0.000	51
341	2026-08-21	Oil Refining & Marketing	cogap	True	E1+ pre-window scan-covered	62	7	3	2	1	1	0	0.333	0.333	0.016	True	0.333	0.333	0.333	0.333	0			2026-08-28		2026-07-30	2026-07-30	EP	16	0.274	51
342	2026-08-21	Robotic Process Automation & Low-Code Workflow Execution	grind	True	E1+ pre-window scan-covered	2	2	0	0	0	0	0			0.000	True					0			2026-07-13				RS	29	0.000	51
343	2026-08-24	Government AI & Public-Sector Digitization Breakout	cogap	True	E1+ pre-window scan-covered	4	4	2	2	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	1	0.000	0.000	2026-08-11		2026-06-29	2026-06-29	EP	39	0.250	50
344	2026-08-24	Pawn Lending & Retail Pawn Shop Operators	grind	False	E1+ pre-window scan-covered	2	2	0	0	0	0	0			0.000	True					0							none		0.000	50
345	2026-08-24	Quick-Service & Fast-Casual Restaurant Chains	grind	True	E1+ pre-window scan-covered	5	4	1	1	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	0					2026-07-30	2026-07-30	EP	17	0.000	50
346	2026-08-24	Rare Disease & Specialty Drug Delivery Pharmaceuticals	cogap	False	E1+ pre-window scan-covered	7	2	4	4	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	2	0.000	0.000	2026-07-06		2026-06-26	2026-06-26	EP	40	0.143	50
347	2026-08-24	Wood-Based Building Materials Distribution	grind	False	E1+ pre-window scan-covered	5	3	0	0	0	0	0			0.000	True					0				2026-08-17			CL	5	0.800	50
348	2026-08-25	AI Data Center Component & Connectivity Semiconductor Suppliers	cogap	False	E1+ pre-window scan-covered	6	5	3	3	0	0	0	0.000	0.000	0.000	True	0.000	0.000	0.000	0.000	1	1.000	1.000	2026-06-29	2026-08-25	2026-07-09	2026-07-09	RS	40	0.833	49
349	2026-08-25	Business Development Companies & Private Credit Lenders	grind	True	E1+ pre-window scan-covered	6	4	0	0	0	0	0			0.000	True					0				2026-08-25			CL	0	0.667	49
350	2026-08-25	Frozen Foods Producers	grind	True	E1+ pre-window scan-covered	5	5	0	0	0	0	0			0.000	True					0			2026-07-24				RS	22	0.200	49
351	2026-08-25	Residential Rental REITs (Apartment & Single-Family)	grind	False	E1+ pre-window scan-covered	7	5	0	0	0	0	0			0.000	True					0				2026-07-06			CL	36	1.000	49
