id	birth	birth_name	names	founders	class	class_src	n_gappers	gap_recency	pre_nat	post_nat	pre_rlx	post_rlx	matured	alive	last_live	life_days	rs_birth	f_level	f_subtle	f_vel	f_turn	f_hold	split	mech	rs_death	subtle_death	post_death	diss_why	succ	split_subtle
192	2026-07-22	Korean Financial Sector Recovery	Korean Financial Sector Recovery	KB|SHG	grind	scan	0				0.882	0.906	False	False	2026-07-31	9	89.800	1.000	1.000	1.000	1.000	0.500	rs 50-70, coherence held (undefined by task)		50.750	1.000	0.920			killed-healthy
193	2026-07-22	Powersports & Recreational Vehicle Manufacturers	Powersports & Recreational Vehicle Manufacturers	HOG|PII	grind	scan	0				0.227	0.025	False	False	2026-07-31	9	97.000	1.000	1.000	1.000	0.000	1.000	dissolved		45.700	1.000	0.345	rs<50		killed-healthy
194	2026-07-22	U.S. Apparel & Lifestyle Brand Recovery	U.S. Apparel & Lifestyle Brand Recovery	OXM|VSXY	grind	scan	0				-0.084	0.190	True	False	2026-08-03	12	93.650	1.000	1.000	1.000	0.500	0.500								
195	2026-07-22	Used Vehicle & Mobility Asset Rental Recovery	Used Vehicle & Mobility Asset Rental Recovery	KMX|CAR	grind	scan	0				0.028	0.215	False	False	2026-07-24	2	95.700	1.000	1.000	1.000	0.000	0.000	killed-healthy	validation-dissolve (Arm A)	75.450	0.500	0.333			killed-healthy
196	2026-07-23	Aerospace Structural Materials & Advanced Composites	Aerospace Structural Materials & Advanced Composites	DPC|HXL	grind	scan	0					-0.044	False	False	2026-07-24	1	86.300	1.000	1.000	1.000	0.000	0.000	absorbed	tombstone:absorbed					Defense Precision Components & Mission-Critical Subsystems	absorbed
197	2026-07-23	Analog & Microcontroller Semiconductors — Automotive & Industrial Cycle Recovery	Analog & Microcontroller Semiconductors — Automotive & Industrial Cycle Recovery	ADI|MCHP|NXPI|ON|TXN	grind	scan	0		0.843	0.673	0.843	0.673	False	False	2026-07-30	7	51.400	0.000	0.400	0.400	0.000	0.000	dissolved		24.300	0.000	0.664	rs<50+coh-fell		dissolved
198	2026-07-23	Clinical-Stage Oncology Biotech	Clinical-Stage Oncology Biotech	TGTX|ELVN	grind	scan	0				0.562	-0.269	True	False	2026-08-07	15	97.050	1.000	1.000	1.000	0.000	0.500								
199	2026-07-23	Defense Prime Contractors & Aerospace Systems	Defense Prime Contractors & Aerospace Systems	HII|LHX|LMT|RTX	grind	scan	1	0	0.719	0.232	0.719	0.232	False	False	2026-07-30	7	42.150	0.250	1.000	0.500	0.000	1.000	dissolved		73.400	1.000	0.632	coh-fell		dissolved
200	2026-07-23	For-Profit Education & Career Training Providers	For-Profit Education & Career Training Providers	CVSA|LINC|PRDO|STRA	grind	scan	0		0.894	0.790	0.894	0.790	False	False	2026-07-30	7	11.900	0.000	0.750	0.000	0.000	0.750	dissolved		44.150	1.000	0.755	rs<50+coh-fell		dissolved
201	2026-07-23	Industrial Fluid Control, Filtration & Water Infrastructure Equipment	Industrial Equipment & Flow Control – Capex Cycle Recovery|Industrial Fluid Control, Filtration & Water Infrastructure Equipment|Industrial Process Equipment, Automation & Flow Control	DCI|FELE|IEX|IR|KAI|MWA	grind	scan	0		0.864	0.355	0.864	0.355	True	True	2026-09-04	43	66.350	0.333	0.667	0.667	0.000	0.167								
202	2026-07-24	Defense Precision Components & Mission-Critical Subsystems	Defense Precision Components & Mission-Critical Subsystems	DPC|FEIM|VVX	grind	scan	0				0.343	0.123	False	False	2026-07-31	7	91.200	1.000	1.000	1.000	0.333	0.333	dissolved		64.550	0.500	0.250	coh-fell		dissolved
203	2026-07-24	Heavy Transportation Equipment Manufacturers	Heavy Transportation Equipment Manufacturers	WAB|PCAR	grind	scan	0				0.572	0.576	False	False	2026-07-24	0	93.800	1.000	1.000	1.000	0.000	1.000	killed-healthy	validation-dissolve (Arm A)	93.800	1.000	0.576			killed-healthy
204	2026-07-24	Industrial Construction Execution & On-Site Supply Chain	Industrial Construction Execution & On-Site Supply Chain	TPC|SUNB|DNOW|RYZ	grind	scan	0		0.427	0.176	0.427	0.176	True	True	2026-09-04	42	92.950	0.750	1.000	1.000	0.000	0.750								
205	2026-07-24	Precious Metals Royalty & Streaming Companies	Precious Metals Royalty & Streaming Companies	FNV|OR|RGLD|WPM	grind	scan	0		0.851	0.922	0.851	0.922	True	True	2026-09-04	42	18.200	0.000	0.250	0.000	0.000	0.250								
206	2026-07-27	Cruise Line & Ocean Travel Recovery	Cruise Line & Ocean Travel Recovery	LIND|RCL|NCLH	grind	scan	0				0.492	0.640	False	False	2026-08-05	9	82.200	1.000	1.000	1.000	0.000	0.333	rs 50-70, coherence held (undefined by task)		65.050	0.500	0.543			killed-healthy
207	2026-07-27	Department Store Retail Recovery	Department Store Retail Recovery	KSS|DDS	grind	scan	0				0.773	0.309	True	False	2026-08-11	15	80.600	0.500	1.000	1.000	0.000	0.500								
208	2026-07-27	Hospital & Behavioral Health Facility Procedure Volume Recovery	Hospital & Behavioral Health Facility Procedure Volume Recovery	BSX|HCA|UHS|THC	grind	scan	1	1	0.786	0.362	0.786	0.362	True	True	2026-09-04	39	23.400	0.250	1.000	0.250	0.250	1.000								
209	2026-07-27	Hotel REIT Recovery & Re-Rating	Hotel REIT Recovery & Re-Rating	RLJ|XHR	grind	scan	0				0.812	0.387	True	False	2026-08-10	14	96.800	1.000	1.000	1.000	0.000	1.000								
210	2026-07-27	Regulated Gas & Electric Distribution Utilities	Regulated Gas & Electric Distribution Utilities	AVA|BKH|NJR|NWE|POR|SR	grind	scan	0		0.816	0.552	0.816	0.552	False	False	2026-07-29	2	50.350	0.000	1.000	0.500	0.000	1.000	dissolved		35.467	1.000	0.549	rs<50+coh-fell		dissolved
211	2026-07-28	Asset Management & Fund Administration Platform Ecosystem	Asset Management & Fund Administration Platform Ecosystem	BX|SSNC	grind	scan	1	2			0.618	0.520	True	False	2026-08-04	7	89.050	1.000	1.000	1.000	1.000	0.500								
212	2026-07-28	Consumer Staples Packaged Food & Snack Brand Recovery	Consumer Staples Packaged Food & Snack Brand Recovery	LW|UTZ|CAG	grind	scan	1	5			0.333	0.263	False	False	2026-08-06	9	96.800	1.000	1.000	0.667	0.667	1.000	dissolved		72.750	1.000	0.275	coh-fell		dissolved
213	2026-07-28	Specialty Pharma — Rare Disease & Cardiopulmonary Therapeutics	Specialty Pharma — Rare Disease & Cardiopulmonary Therapeutics	KNSA|LQDA	grind	scan	1	0			0.423	0.357	False	False	2026-07-30	2	98.100	1.000	1.000	1.000	0.000	0.000	reborn	reborn as lineage 237						reborn
214	2026-07-29	AI-Augmented Business Process Outsourcing & IT Services	AI-Augmented Business Process Outsourcing & IT Services	EXLS|G	grind	scan	0				0.929	0.707	False	False	2026-08-04	6	86.150	1.000	1.000	1.000	0.000	1.000	dissolved	validation-dissolve (Arm A)	76.600	1.000	0.773	coh-fell		dissolved
215	2026-07-29	Casual Dining & Full-Service Restaurant Chain Recovery	Casual Dining & Full-Service Restaurant Chain Recovery|Restaurant Chain Recovery	EAT|CAKE	grind	scan	0				0.610	0.512	True	True	2026-09-04	37	98.850	1.000	1.000	1.000	0.000	1.000								
216	2026-07-29	Dermatology & Atopic Immunology Biologics	Dermatology & Atopic Immunology Biologics	FBRX|APGE	grind	scan	1	2			0.086	0.416	False	False	2026-08-10	12	92.950	1.000	1.000	1.000	0.000	1.000	dissolved		41.100	1.000		rs<50		dissolved
217	2026-07-29	Investment Research & Financial Analytics Data Platforms	Investment Research & Financial Analytics Data Platforms	MORN|IT	grind	scan	0				0.884	0.320	False	False	2026-07-30	1	83.150	1.000	1.000	1.000	0.000	1.000	reborn	reborn as lineage 247						reborn
218	2026-07-29	Tax Preparation & Consumer Financial Software Platforms	Tax Preparation & Consumer Financial Software Platforms	HRB|INTU	grind	scan	0				0.661	0.216	False	False	2026-08-05	7	80.550	0.500	1.000	1.000	0.000	1.000	dissolved		72.700	1.000	0.057	coh-fell		dissolved
219	2026-07-30	AI & Data Center Semiconductor Surge	AI & Data Center Semiconductor Surge	LRCX|SIMO|ARM	cogap	scan	3	0			0.657	0.536	False	False	2026-07-30	0	30.300	0.000	0.000	0.000	0.000	0.000	dissolved	validation-dissolve (Arm A)	27.533	0.000	0.536	rs<50+coh-fell		dissolved
220	2026-07-30	China Consumer Internet & Digital Marketplace Platforms	China Consumer Internet & Digital Marketplace Platforms	ATHM|BZ	grind	scan	0				0.311	0.498	True	False	2026-08-06	7	94.500	1.000	1.000	1.000	1.000	1.000								
221	2026-07-30	Cinema Exhibition & Premium Large-Format Recovery	Cinema Exhibition & Premium Large-Format Recovery	CNK|IMAX	grind	scan	0				0.465	0.776	True	False	2026-08-31	32	96.250	1.000	1.000	1.000	0.500	1.000								
222	2026-07-30	Cloud Contact Center & CCaaS Communication Platforms	Cloud Contact Center & CCaaS Communication Platforms	FIVN|RNG	grind	scan	1	4			0.655	0.347	True	True	2026-09-04	36	97.550	1.000	1.000	1.000	0.000	1.000								
223	2026-07-30	US-China Tariff Truce — Consumer Goods & Digital Beneficiaries	US-China Tariff Truce — Consumer Goods & Digital Beneficiaries	HAS|MAT|SONO|BZ	grind	scan	1	7	0.139	0.129	0.139	0.129	False	False	2026-08-06	7	73.050	0.500	1.000	0.750	0.250	1.000	dissolved		48.850	1.000	0.148	rs<50		killed-healthy
224	2026-07-30	Vacation Ownership & Timeshare Resort Recovery	Vacation Ownership & Timeshare Resort Recovery	HGV|TNL|VAC	grind	scan	0				0.832	0.483	False	False	2026-08-06	7	55.600	0.333	0.333	0.333	0.000	0.000	killed-healthy		77.550	1.000	0.851			killed-healthy
225	2026-07-31	AI data center infrastructure buildout	AI data center infrastructure buildout	BLZE|FLNC|MPWR	cogap	scan	3	0			0.566	-0.002	False	False	2026-08-19	19	65.400	0.000	0.333	0.333	0.000	0.333	absorbed	tombstone:absorbed					Emerging Cloud GPU Rental & AI Infrastructure Hardware Providers	absorbed
226	2026-07-31	Family Dining & Quick-Service Restaurant Chain Recovery	Family Dining & Quick-Service Restaurant Chain Recovery	CBRL|JACK	grind	scan	1	4			0.278	0.498	True	False	2026-08-11	11	98.300	1.000	1.000	1.000	0.000	0.000								
227	2026-07-31	For-Profit & Vocational Post-Secondary Education Operators	For-Profit & Vocational Post-Secondary Education Operators	LAUR|LINC|LOPE|PRDO|STRA|UTI	grind	scan	1	0	0.829	0.579	0.829	0.579	False	False	2026-08-07	7	17.900	0.000	0.667	0.000	0.000	0.667	dissolved		59.900	1.000	0.532	coh-fell		dissolved
228	2026-07-31	Industrial HVAC, Plumbing & Fabricated Copper Products	Industrial HVAC, Plumbing & Fabricated Copper Products	CSW|MLI	grind	scan	0				0.026	0.261	True	False	2026-08-17	17	86.250	1.000	1.000	1.000	0.500	1.000								
229	2026-08-03	Alphabet (Google) Platform Re-Rating	Alphabet (Google) Platform Re-Rating	GOOG|GOOGL|GOOGM|GOOGN	grind	scan	0		0.980	0.993	0.980	0.993	False	False	2026-08-11	8	71.250	0.750	1.000	1.000	0.000	0.000	dissolved		29.550	0.000		rs<50		dissolved
230	2026-08-03	Commercial, Office & Home Furniture Retailers and Manufacturers	Commercial, Office & Home Furniture Retailers and Manufacturers	MLKN|HNI|BOBS	grind	scan	0				0.741	-0.172	True	True	2026-09-04	32	98.100	1.000	1.000	1.000	0.000	0.333								
231	2026-08-03	Defense Electronics & Aerospace Subsystem Suppliers	Defense Electronics & Aerospace Subsystem Suppliers	ARXS|MRCY|DFNS|AADX	grind	scan	1	0	0.249	0.074	0.249	0.074	True	True	2026-09-04	32	76.000	0.750	0.750	0.750	0.000	0.250								
232	2026-08-03	Digital Insurance Distribution & InsurTech Platforms	Digital Insurance Distribution & InsurTech Platforms	GSHD|LIFE	grind	scan	0				-0.367	0.119	True	True	2026-09-04	32	98.350	1.000	1.000	0.500	0.000	1.000								
233	2026-08-03	Electrical Infrastructure Products & Systems Installation	Electrical Infrastructure Products & Systems Installation	ATKR|IESC	cogap	scan	2	0			-0.072	0.344	True	False	2026-08-17	14	93.900	1.000	1.000	1.000	0.500	0.000								
234	2026-08-03	Gold & Precious Metals Miners Rotation	Gold & Precious Metals Miners Rotation|Precious Metals Equities Rally|Precious Metals Miners Rotation|Senior & Mid-Tier Gold & Silver Miners	SBSW|KGC|NEM|GFI|IAG|AU|EGO|PAAS|HL|EXK|FSM|CDE|AGI|CGAU|HYMC|SSRM|PPTA|AG	grind	scan	0		0.816	0.834	0.816	0.834	True	True	2026-09-04	32	13.900	0.000	0.389	0.056	0.333	0.000								
235	2026-08-03	Small Modular & Advanced Nuclear Reactor Development	Nuclear Fuel Cycle & Microreactor Development|Small Modular & Advanced Nuclear Reactor Development	OKLO|NNE|SMR	grind	scan	1	5			0.930	0.791	False	False	2026-08-14	11	7.800	0.000	0.000	0.000	0.000	0.000	absorbed	tombstone:absorbed					AI Data-Center Power & Physical Infrastructure Buildout	absorbed
236	2026-08-03	Smart Utility Metering & Water Infrastructure Hardware	Smart Utility Metering & Water Infrastructure Hardware	ITRI|MWA	grind	scan	1	4			0.588	0.312	False	False	2026-08-10	7	68.850	0.500	1.000	0.500	0.500	0.000	post-death window incomplete (censored)		60.500	0.000				post-death window incomplete (censored)
237	2026-08-03	Specialty Pharmaceutical Commercialization & Rare Disease Drugs	Specialty Pharmaceutical Commercialization & Rare Disease Drugs	KNSA|OMER	cogap	scan	2	4			0.018	-0.105	True	False	2026-08-14	11	96.050	1.000	1.000	1.000	0.000	0.500								
238	2026-08-04	AI GPU Compute Infrastructure & Cloud Services	AI GPU Compute Infrastructure & Cloud Services|Emerging Cloud GPU Rental & AI Infrastructure Hardware Providers	APLD|CBRS|CRWV	cogap	scan	2	3			0.669	0.609	False	False	2026-08-26	22	58.400	0.333	1.000	1.000	0.333	0.000	dissolved		39.833	0.000		rs<50		dissolved
239	2026-08-04	Aerospace Precision Components & Supply Chain	Aerospace Precision Components & Supply Chain	DPC|BA|HONA	grind	scan	0				0.016	-0.140	False	False	2026-08-10	6	73.600	0.667	1.000	1.000	0.333	0.000	post-death window incomplete (censored)		78.200	0.500				post-death window incomplete (censored)
240	2026-08-04	Defense ISR & Unmanned Systems Intelligence	Defense ISR & Unmanned Systems Intelligence	HAWK|AVEX	grind	scan	1	18			0.530	0.120	True	False	2026-08-21	17	77.450	1.000	1.000	1.000	0.000	0.000								
241	2026-08-04	Electrical Connectivity & Utility Network Hardware	Electrical Connectivity & Utility Network Hardware	PLPC|BDC	cogap	scan	2	3			0.698	0.521	True	False	2026-08-26	22	88.250	1.000	1.000	1.000	0.000	0.000								
242	2026-08-04	For-Profit & Vocational Education Operators	For-Profit & Vocational Education Operators	LINC|LOPE|PRDO|UTI|CVSA	grind	scan	1	2	0.827	0.583	0.827	0.583	False	False	2026-08-11	7	19.300	0.000	0.800	0.000	0.000	0.800	dissolved		40.800	0.500		rs<50		dissolved
243	2026-08-04	Government & Defense IT Services Providers	Defense Intelligence & Cybersecurity IT Contractors|Government & Defense IT Services Providers	EFOR|LDOS|DXC	grind	scan	1	3			0.188	0.123	True	True	2026-09-04	31	64.700	0.333	1.000	0.667	0.333	1.000								
244	2026-08-04	Industrial Equipment Rental & Material Handling	Industrial Equipment Rental & Material Handling	HRI|SUNB|CMCO	grind	scan	1	3			0.239	0.430	True	False	2026-08-25	21	97.600	1.000	0.667	0.667	0.333	0.333								
245	2026-08-04	Industrial Lifting, Material Handling & Equipment Rental	Industrial Lifting, Material Handling & Equipment Rental	HRI|CMCO	grind	scan	1	3			0.044	0.191	True	False	2026-08-31	27	97.900	1.000	0.500	0.500	0.500	0.000								
246	2026-08-04	Junior Precious Metals Miners Rotation	Junior Precious Metals Miners Rotation	PPTA|FSM	grind	scan	0				0.811	0.815	False	False	2026-08-10	6	27.350	0.000	1.000	0.000	1.000	0.000	post-death window incomplete (censored)		74.150	1.000				post-death window incomplete (censored)
247	2026-08-04	Management Consulting & Research Advisory Services	Management Consulting & Research Advisory Services	IT|HURN	cogap	scan	2	0			0.379	0.678	False	False	2026-08-04	0	89.000	1.000	1.000	1.000	1.000	1.000	killed-healthy	validation-dissolve (Arm A)	89.000	1.000	0.678			killed-healthy
248	2026-08-04	Net Lease Single-Tenant REIT Recovery	Net Lease Single-Tenant REIT Recovery	NNN|O|WPC	grind	scan	0				0.904	0.835	False	False	2026-08-10	6	27.500	0.000	1.000	0.000	0.000	1.000	dissolved		20.750	1.000		rs<50		dissolved
249	2026-08-04	Private Equity & Alternative Asset Management Platforms	Private Equity & Alternative Asset Management Platforms	ARES|HLNE	grind	scan	0				0.695	0.747	True	True	2026-09-04	31	86.050	1.000	1.000	1.000	1.000	0.500								
250	2026-08-04	Regulated Water Utility Infrastructure	Regulated Water Utility Infrastructure	AWK|AWR|CWT|WTRG	grind	scan	0		0.832	0.770	0.832	0.770	False	False	2026-08-10	6	41.000	0.000	1.000	0.000	0.000	1.000	dissolved		39.850	1.000		rs<50		dissolved
251	2026-08-04	Technology Intellectual Property Licensing	Technology Intellectual Property Licensing	DLB|IDCC	cogap	scan	2	2			-0.256	0.367	False	False	2026-08-05	1	80.550	1.000	1.000	1.000	0.500	0.500	killed-healthy	validation-dissolve (Arm A)	81.050	1.000	0.378			killed-healthy
252	2026-08-04	U.S. Government/Defense Contract Surge	U.S. Government/Defense Contract Surge	PLTR|TSAT|VOYG|AMRC	cogap	scan	4	0	0.354	0.109	0.354	0.109	True	False	2026-08-13	9	71.650	0.500	0.500	0.500	0.000	0.250								
253	2026-08-04	U.S. Government/Defense Spending Surge	U.S. Government/Defense Spending Surge	PLTR|TSAT|VOYG|AMRC	cogap	scan	4	0	0.354	0.109	0.354	0.109	False	False	2026-08-04	0	71.650	0.500	0.500	0.500	0.000	0.250	dissolved	cap-drop	70.525	0.500	0.109	coh-fell		dissolved
254	2026-08-05	Building Envelope, Ceilings & Interior Construction Products	Building Envelope, Ceilings & Interior Construction Products	AWI|CSL	cogap	scan	2	4			0.411	0.696	True	False	2026-08-26	21	82.350	1.000	1.000	1.000	0.000	1.000								
255	2026-08-05	Mobile App Platform & Advertising Monetization	Mobile App Platform & Advertising Monetization	BSP|APPS	grind	scan	1	0			0.164	0.149	True	False	2026-08-25	20	99.650	1.000	1.000	1.000	0.500	0.000								
256	2026-08-10	AI Chip Enablement: Test, Substrate & Photonic/Timing Component Suppliers	AI Chip & Interconnect Supply Chain Enablement|AI Chip & Memory Supply Chain Beneficiaries|AI Chip Enablement: Test, Substrate & Photonic/Timing Component Suppliers|AI-Driven Memory & Storage Supply Shortage|HBM & AI-Driven Memory Chip Makers	AEHR|AXTI|SITM|COHR|CBRS	cogap	scan	4	1	0.384		0.384		True	True	2026-09-04	25	83.000	0.800	1.000	1.000	0.400	0.400								
257	2026-08-10	Electronics Manufacturing & Semiconductor Packaging Supply Chain	Electronics Manufacturing & Semiconductor Packaging Supply Chain	AMKR|SANM|TTMI|AMSC	grind	scan	1	11	0.815		0.815		False	False	2026-08-25	15	19.900	0.000	0.000	0.000	0.000	0.000	dissolved		30.600	0.500		rs<50		dissolved
258	2026-08-10	Emerging Bitcoin & AI Cloud Compute Miners	Emerging Bitcoin & AI Cloud Compute Miners	CLSK|CORZ|IREN|MARA|NBIS|RIOT|WULF	cogap	scan	6	6	0.802		0.802		False	False	2026-08-17	7	14.000	0.000	0.000	0.000	0.000	0.000	post-death window incomplete (censored)		51.700	0.500				post-death window incomplete (censored)
259	2026-08-10	Genomics & DNA Sequencing Tools	Genomics & DNA Sequencing Tools	TWST|TXG|BRKR	grind	scan	0				0.472		True	True	2026-09-04	25	99.500	0.667	0.667	0.667	0.000	0.000								
260	2026-08-10	Oilfield Services & Drilling Rigs	Oilfield Services & Drilling Rigs	HP|SDRL|NESR	grind	scan	1	0			0.680		False	False	2026-08-13	3	80.800	0.667	1.000	1.000	0.000	0.667	post-death window incomplete (censored)		58.125	0.750				post-death window incomplete (censored)
261	2026-08-10	Precious Metals Miners Velocity Breakout	Precious Metals Miners Velocity Breakout	FSM|SKE|ASM|WPM|SA|AYA|PPTA	grind	scan	0		0.857		0.857		True	True	2026-09-04	25	83.200	0.857	1.000	0.857	0.429	0.429								
262	2026-08-10	Semiconductor Components & Optical Interconnect	Semiconductor Components & Optical Interconnect	CEVA|COHR|ENTG|GFS|RMBS	cogap	scan	2	1	0.793		0.793		False	False	2026-08-12	2	22.000	0.200	0.400	0.400	0.000	0.200	absorbed	tombstone:absorbed					AI Chip & Interconnect Supply Chain Enablement	absorbed
263	2026-08-10	Space & Unmanned Defense Systems	Space & Unmanned Defense Systems	VOYG|SPCX|KTOS|AVAV|KRMN	cogap	scan	2	3	0.418		0.418		False	False	2026-08-14	4	73.800	0.600	1.000	1.000	0.000	0.200	post-death window incomplete (censored)		78.467	0.833				post-death window incomplete (censored)
264	2026-08-10	Trucking & Freight Logistics	Trucking & Freight Carrier Rate Recovery|Trucking & Freight Logistics	HUBG|JBHT|ODFL|SNDR|XPO	grind	scan	0		0.835		0.835		False	True	2026-09-04	25	20.800	0.000	0.000	0.000	0.000	0.000	still-live (censored)							still-live (censored)
265	2026-08-10	U.S. Oil & Gas E&P Recovery	U.S. Oil & Gas E&P Recovery	TALO|CRK|OVV|NOG|APA	grind	scan	0		0.683		0.683		False	False	2026-08-12	2	52.300	0.000	1.000	1.000	0.000	1.000	absorbed	tombstone:absorbed					Oilfield Services & Drilling Rigs	absorbed
266	2026-08-11	Advanced & Small Modular Nuclear Reactor Technology	AI Data-Center Power & Physical Infrastructure Buildout|Advanced & Small Modular Nuclear Reactor Technology	XE|SMR	grind	scan	0				0.740		False	False	2026-08-19	8	70.850	0.500	1.000	1.000	0.500	0.000	absorbed	tombstone:absorbed					Advanced Nuclear Fuel & Reactor Design Manufacturers	absorbed
267	2026-08-11	Enterprise Unstructured Data Storage Infrastructure	Enterprise Unstructured Data Storage Infrastructure	QMCO|P	grind	scan	1	0			0.213		True	True	2026-09-04	24	99.650	1.000	1.000	0.500	0.000	1.000								
268	2026-08-11	IT Consulting & Business Process Outsourcing Services	IT Consulting & Business Process Outsourcing Services	CTSH|ACN|IT	grind	scan	1	5			0.723		True	True	2026-09-04	24	72.100	0.667	1.000	1.000	0.333	1.000								
269	2026-08-11	Lodging & Hotel REITs	Lodging & Hotel REITs	DRH|HST|PEB|SHO	grind	scan	0		0.844		0.844		True	True	2026-09-04	24	28.150	0.000	0.500	0.000	0.000	0.500								
270	2026-08-11	Programmatic Digital Advertising Platforms	Programmatic Digital Advertising Platforms	MGNI|QNST	cogap	scan	2	2			0.054		True	False	2026-09-03	23	98.350	1.000	1.000	1.000	0.000	0.000								
271	2026-08-11	Silver-Focused Primary Miners	Silver-Focused Primary Miners	AG|CDE|EXK|HL|SVM|PAAS	grind	scan	0		0.883		0.883		True	True	2026-09-04	24	72.950	0.667	1.000	1.000	0.500	0.500								
272	2026-08-11	Software Development & DevOps Collaboration Platforms	Software Development & DevOps Collaboration Platforms	TEAM|GTLB	cogap	scan	2	2			0.809		True	True	2026-09-04	24	98.850	1.000	1.000	1.000	0.000	0.500								
273	2026-08-12	AI-Driven Power & Grid Infrastructure Boom	AI-Driven Power & Grid Infrastructure Boom	EME|PWR|EROC|BE	cogap	scan	4	0	0.638		0.638		False	False	2026-08-26	14	60.600	0.250	1.000	1.000	0.000	0.000	dissolved		20.550	0.000		rs<50		dissolved
274	2026-08-12	Apartment & Residential REITs	Apartment & Residential REITs	AVB|ELS|EQR|UDR	grind	scan	0		0.910		0.910		False	False	2026-08-19	7	18.250	0.000	0.500	0.000	0.000	0.500	dissolved		22.000	0.500		rs<50		dissolved
275	2026-08-12	Bitcoin Mining & HPC Compute Pivot Operators	Bitcoin Mining & HPC Compute Pivot Operators|Bitcoin Mining Equities Momentum Basket	CIFR|CLSK|CORZ|HUT|MARA|WULF|APLD|RIOT	cogap	scan	7	1	0.896		0.896		False	True	2026-09-04	23	14.950	0.000	0.000	0.000	0.000	0.000	still-live (censored)							still-live (censored)
276	2026-08-12	Development-Stage Gold Exploration & Project Juniors	Development-Stage Gold Exploration & Project Juniors	HYMC|NG|AUGO	cogap	scan	2	3			0.860		True	False	2026-09-01	20	68.600	0.333	1.000	1.000	0.667	0.667								
277	2026-08-12	For-Profit Postsecondary Education	For-Profit Postsecondary & Vocational Education|For-Profit Postsecondary Education	LOPE|PRDO|STRA	grind	scan	0				0.898		True	True	2026-09-04	23	24.600	0.000	0.000	0.000	0.000	0.000								
278	2026-08-12	Optical Interconnect & Photonics for AI Data Center Networking	AI Datacenter Optical & High-Speed Interconnect|Optical Interconnect & Photonics for AI Data Center Networking|Optical Transceiver & Interconnect Components for AI Networking	LITE|COHR|CRDO	cogap	scan	2	3			0.856		False	False	2026-08-26	14	70.900	0.667	1.000	1.000	0.000	1.000	post-death window incomplete (censored)		63.700	0.500				post-death window incomplete (censored)
279	2026-08-12	Power Generation & Grid Infrastructure for AI Data Centers	Power Generation & Grid Infrastructure for AI Data Centers	GEV|EROC|AMRC	cogap	scan	2	0			0.417		False	False	2026-08-17	5	69.600	0.333	1.000	1.000	0.000	0.333	absorbed	tombstone:absorbed					AI data center infrastructure buildout	absorbed
280	2026-08-12	Skilled Nursing & Senior Housing REITs	Skilled Nursing & Senior Housing REITs	CTRE|LTC|NHI|OHI	grind	scan	0		0.865		0.865		False	False	2026-08-19	7	16.150	0.000	1.000	0.000	0.000	1.000	dissolved		29.850	1.000		rs<50		dissolved
281	2026-08-12	Uranium Feedstock & Mining Supply	Uranium Feedstock & Mining Supply|Uranium Mining & Nuclear Fuel Cycle Producers	UEC|UUUU	grind	scan	1	3			0.804		True	True	2026-09-04	23	58.100	0.000	1.000	1.000	0.000	0.500								
282	2026-08-13	Automotive Dealership Groups	Automotive Dealership Groups	ABG|AN|GPI	grind	scan	0				0.852		False	False	2026-08-20	7	26.500	0.000	0.667	0.000	0.000	0.667	dissolved		28.700	0.500		rs<50		dissolved
283	2026-08-13	Building Products & Home Improvement Suppliers	Building Products & Home Improvement Suppliers	LII|MAS|PPG|SITE	grind	scan	0		0.826		0.826		False	False	2026-08-28	15	19.200	0.000	0.000	0.000	0.000	0.000	dissolved		40.850	0.000		rs<50		dissolved
284	2026-08-13	Life Sciences & Healthcare Data/CRM Platforms	Life Sciences & Healthcare Data/CRM Platforms	TEM|DOCS|VEEV	grind	scan	1	4			0.411		True	True	2026-09-04	22	91.200	1.000	1.000	1.000	0.000	0.333								
285	2026-08-13	Regulated Electric Utility Holding Companies	Regulated Electric Utility Holding Companies	AEE|AEP|CMS|CNP|DTE|ED|ETR|EVRG|EXC|FE|IDA|LNT|OGE|SO|WEC|XEL	grind	scan	0		0.821		0.821		False	False	2026-08-20	7	13.750	0.000	0.438	0.000	0.000	0.438	dissolved		23.000	0.889		rs<50		dissolved
286	2026-08-14	Broadband & Telecom Network Infrastructure Equipment	Broadband & Telecom Network Infrastructure Equipment	HLIT|MXL|NOK	cogap	scan	2	1			0.577		False	False	2026-08-21	7	76.700	0.667	1.000	1.000	0.000	0.333	post-death window incomplete (censored)		50.433	0.000				post-death window incomplete (censored)
287	2026-08-14	Emerging Defense & Aerospace Hardware Suppliers	Emerging Defense & Aerospace Hardware Suppliers	VELO|NN|LPTH|UMAC	cogap	scan	3	0	0.391		0.391		True	False	2026-09-03	20	80.200	1.000	1.000	1.000	0.250	0.250								
288	2026-08-14	Rare disease/specialty pharma earnings beats	Rare disease/specialty pharma earnings beats	ETON|VERA|CRMD|KURA|OMER	cogap	scan	5	0	0.147		0.147		False	False	2026-08-18	4	87.300	0.600	0.600	0.600	0.000	0.600	reborn	reborn as lineage 346						reborn
