theme_date	name	source	stage	score	rs_avg	days_active	parent_theme	tickers
2026-08-03	Industrial Construction Execution & On-Site Supply Chain	live	Mainstream	72.00	83.90	5		TPC,DNOW,RYZ
2026-08-03	Industrial Fluid Control, Filtration & Water Infrastructure Equipment	live	Mainstream	70.90	81.80	8		DCI,IEX,IR,FELE
2026-08-03	Industrial HVAC, Plumbing & Fabricated Copper Products	live	Nascent	74.70	89.40	2		CSW,MLI
2026-08-03	Industrial & Logistics REITs	live	Fading	26.09		14		FR,EGP,STAG,TRNO
2026-08-03	Inflammatory Disease & Immunology Biologics	live	Mainstream	76.50	93.00	53		SYRE,ORKA
2026-08-03	Insurance Brokerage & Distribution Services	live	Fading	53.20		18		BRO,AJG,AON
2026-08-03	IT Distribution & Technology Services Providers	live	Fading	48.64		7		EFOR,INGM
2026-08-03	Korean Financial Sector Recovery	live	Retired	0.00		4		
2026-08-03	Life Insurance & Annuity Providers	live	Mainstream	72.70	85.40	26		UNM,MET,PRU
2026-08-03	Life Science Tools & Analytical Instruments	live	Mainstream	72.70	85.30	17		MTD,WAT,TMO
2026-08-03	Medical Device Mean-Reversion & Rotation Recovery	live	Mainstream	73.70	87.40	11		XRAY,TNDM,INSP,CNMD
2026-08-03	Molecular Diagnostics & DNA-Based Genetic Testing	live	Fading	37.27		14		BLLN,QGEN
2026-08-03	Network Security & Zero-Trust Edge	live	Mainstream	71.20	82.30	49		NET,FTNT,CVLT,OKTA,PANW,VRNS,RBRK,CRWD
2026-08-03	Office REIT Recovery & Re-Rating	live	Mainstream	75.70	91.40	21		CDP,SLG,BXP,HIW
2026-08-03	Online Insurance Comparison & Digital Marketplace Platforms	live	Fading	47.04		14		EVER,MAX
2026-08-03	Open-Air & Strip Mall Retail REITs	live	Fading	49.52		14		KIM,FRT,KRG,PECO,REG,BRX,UE,SKT
2026-08-03	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	live	Mainstream	76.30	92.60	26		CORT,MBX,PTGX,XERS
2026-08-03	Powersports & Recreational Vehicle Manufacturers	live	Retired	0.00		4		
2026-08-03	Precious Metals Miners & Royalty Streamers	live	Retired	0.00		4		
2026-08-03	Precious Metals Royalty & Streaming Companies	live	Nascent	46.10	32.20	2		FNV,RGLD,WPM,OR
2026-08-03	Private Mortgage Insurance	live	Mainstream	70.20	80.40	26		MTG,ESNT,RDN,NMIH
2026-08-03	Professional Advisory & Business Services	live	Mainstream	75.20	90.40	16		CBZ,CRAI
2026-08-03	Property & Casualty Insurance Underwriters	live	Mainstream	71.30	82.60	26		ACGL,HCI,ORI,CINF,AXS,WRB,THG,TRV,HIG,AFG,ALL,CB,SKWD
2026-08-03	Quantum Computing Hardware & Software	shadow_promoted	Nascent	57.72	57.72	3		QBTS,QUBT,RGTI,INFQ,XNDU
2026-08-03	Senior & Long-Term Care Healthcare REITs	live	Fading	51.76		13		VTR,LTC,OHI,NHI
2026-08-03	Small Modular & Advanced Nuclear Reactor Development	live	Nascent	52.70	45.40	1		OKLO,NNE,SMR
2026-08-03	Smart Home Security & Comfort Systems	live	Fading	44.93		6		ALRM,REZI
2026-08-03	Smart Utility Metering & Water Infrastructure Hardware	live	Nascent	64.40	68.80	1		ITRI,MWA
2026-08-03	SMB & Workforce Business Services Platforms	live	Mainstream	77.30	94.70	20		NSP,LZ
2026-08-03	Specialty Insurance Underwriting & Brokerage	live	Fading	36.25		15		PLMR,RYAN
2026-08-03	Specialty Pharmaceutical Commercialization & Rare Disease Drugs	live	Nascent	78.00	96.00	1		KNSA,OMER
2026-08-03	Tax Preparation & Consumer Financial Software Platforms	live	Fading	35.99		1		HRB,INTU
2026-08-03	Traditional Staffing & Talent Placement Services	live	Mainstream	78.40	96.80	16		MAN,RHI
2026-08-03	Truckload & LTL Freight Carriers	live	Fading	51.36		16		ARCB,SNDR
2026-08-03	Uniform Rental & Managed Workwear Services	live	Fading	58.00		12		CTAS,VSTS
2026-08-03	U.S. Apparel & Fashion Recovery	live	Mainstream	72.50	85.00	14		RVLV,CROX,UA
2026-08-03	U.S. Apparel & Lifestyle Brand Recovery	live	Fading	29.57		3		VSXY,OXM
2026-08-03	US-China Tariff Truce — Consumer Goods & Digital Beneficiaries	live	Fading	45.17		1		HAS,MAT
2026-08-03	U.S. Domestic Steel Producers	live	Accelerating	72.20	84.30	7		NUE,STLD
2026-08-03	U.S. Multifamily & Residential Apartment REITs	live	Fading	24.00		1		AVB,CPT,EQR,MAA,UDR
2026-08-03	U.S. Passenger Airlines	live	Accelerating	74.50	89.00	17		ALK,DAL,ALGT,UAL,SKYW,LUV
2026-08-03	U.S. Petroleum Refining & Downstream Processing	live	Mainstream	75.60	91.20	23		PBF,DINO,VLO,PARR,MPC,PSX
2026-08-03	U.S. Regional & Mid-Cap Commercial Banks	live	Mainstream	66.00	72.00	23		EWBC,FHN,KEY,WSFS,SSB,FITB,HBAN,MTB,PNC,BOKF,WAL,HWC,CFG,UMBF,TFC,ZION,RF,USB,WTFC
2026-08-03	Vacation Ownership & Timeshare Resort Recovery	live	Fading	19.20		1		TNL,VAC
2026-08-03	Wealth Management & Retail Brokerage Platforms	live	Mainstream	74.30	88.70	19		LPLA,SCHW,RJF,SF,AMP,SEIC
2026-08-04	Aerospace Precision Components & Supply Chain	shadow_promoted	Nascent	71.30	82.50	1		DPC,BA,HONA
2026-08-04	AI-Augmented Business Process Outsourcing & IT Services	live	Fading	28.75		2		G,EXLS
2026-08-04	AI Data Center Infrastructure Buildout	shadow_promoted	Retired	54.30	54.30	1	Cloud Data Storage & Analytics Infrastructure	BTDR,AMRC,BLZE
2026-08-04	AI GPU Compute Infrastructure & Cloud Services	shadow_promoted	Nascent	63.20	66.50	1		APLD,CBRS,CRWV
2026-08-04	AI-Powered Enterprise Analytics & Intelligent Workflow SaaS	live	Mainstream	74.00	88.10	9		AVPT,AMPL,INTA
2026-08-04	Alphabet (Google) Platform Re-Rating	live	Nascent	62.20	64.40	2		GOOGL,GOOGM,GOOG,GOOGN
2026-08-04	Asset Management & Fund Administration Platform Ecosystem	live	Mainstream	73.60	87.20	6		BX,SSNC
2026-08-04	B2B Digital Financial Infrastructure & Payment Rails Modernization	live	Mainstream	76.10	92.20	23		ACIW,PAY
2026-08-04	B2B Marketing Automation & Customer Engagement SaaS	live	Fading	24.18		9		KVYO,HUBS
2026-08-04	Branded Packaged Food & Consumer Staples Producers	live	Fading	15.36		1		CPB,KHC
2026-08-04	Canadian Big Banks	live	Fading	40.58		11		RY,BMO,TD,BNS,CM
2026-08-04	Casual Dining & Full-Service Restaurant Chain Recovery	live	Nascent	79.30	98.70	5		EAT,CAKE
2026-08-04	China Consumer Internet & Digital Marketplace Platforms	live	Nascent	74.20	88.30	4		BZ,ATHM
2026-08-04	Cinema Exhibition & Premium Large-Format Recovery	live	Nascent	78.00	96.00	4		CNK,IMAX
2026-08-04	Clinical-Stage Oncology Biotech	live	Fading	36.61		7		ELVN,TGTX
2026-08-04	Cloud Contact Center & CCaaS Communication Platforms	live	Nascent	78.60	97.20	4		FIVN,RNG
2026-08-04	Cloud Data Storage & Analytics Infrastructure	live	Accelerating	79.00	98.00	15		SNOW,BLZE,AMRC
2026-08-04	Cloud Observability & AIOps Monitoring Platforms	live	Fading	36.76		11		PD,DDOG
2026-08-04	Cloud Supply Chain & Warehouse Management Software	live	Mainstream	77.60	95.20	11		MANH,SPSC
2026-08-04	Commercial, Office & Home Furniture Retailers and Manufacturers	live	Nascent	79.10	98.20	2		BOBS,HNI,MLKN
2026-08-04	Commercial Real Estate Brokerage & Advisory Services	live	Accelerating	73.20	86.50	13		NMRK,JLL,CBRE
2026-08-04	Consumer Fintech & Digital Credit Platforms	live	Accelerating	71.80	83.60	20		DAVE,SEZL
2026-08-04	Consumer Staples Packaged Food & Snack Brand Recovery	live	Fading	29.74		2		LW,CAG
2026-08-04	Containerboard & Corrugated Packaging Producers	live	Mainstream	73.90	87.80	10		PKG,SW,IP
2026-08-04	Copper Mining & Production	live	Fading	38.02		6		FCX,SCCO,HBM
2026-08-04	Corporate Spend, Expense Management & Financial Operations Software	live	Mainstream	76.80	93.50	19		NAVN,BILL,WEX
2026-08-04	Cruise Line & Ocean Travel Recovery	live	Fading	23.30		3		RCL,NCLH
2026-08-04	Cyber Exposure Management & Vulnerability Assessment	live	Fading	64.70	69.40	6		QLYS,RPD,TENB
2026-08-04	Defense Electronics & Aerospace Subsystem Suppliers	live	Nascent	72.80	85.60	2		DFNS,AADX,ARXS,MRCY
2026-08-04	Defense ISR & Unmanned Systems Intelligence	live	Nascent	68.70	77.40	1		HAWK,AVEX
2026-08-04	Department Store Retail Recovery	live	Mainstream	71.70	83.30	7		KSS,DDS
2026-08-04	Dermatology & Atopic Immunology Biologics	live	Fading	48.77		4		APGE,FBRX
2026-08-04	Digital Insurance Distribution & InsurTech Platforms	live	Nascent	79.70	99.40	2		GSHD,LIFE
2026-08-04	Digital Payments Processing & Merchant Acquiring Networks	live	Mainstream	76.60	93.20	11		PYPL,FOUR
2026-08-04	Domestic Steel Producers	live	Retired	0.00		12	U.S. Domestic Steel Producers	
2026-08-04	Electrical Connectivity & Utility Network Hardware	live	Nascent	74.10	88.20	1		PLPC,BDC
2026-08-04	Electrical Infrastructure Products & Systems Installation	live	Nascent	76.30	92.60	2		IESC,ATKR
2026-08-04	Enterprise HR & Workforce Management SaaS	live	Mainstream	76.30	92.70	14		ALIT,WDAY,PCTY
2026-08-04	Enterprise Server, Storage & Data Infrastructure Hardware	live	Mainstream	69.60	79.20	7		HPE,NTAP,STX,DELL
2026-08-04	European Bank Stocks	live	Mainstream	72.70	85.30	31		BBVA,NWG,ING,BCS,SAN,LYG
2026-08-04	Family Dining & Quick-Service Restaurant Chain Recovery	live	Nascent	77.80	95.70	3		JACK,CBRL
2026-08-04	Financial Compliance & Regulatory Reporting SaaS	live	Fading	24.18		3		DFIN,WK
2026-08-04	For-Profit & Vocational Education Operators	shadow_promoted	Nascent	18.00	18.00	1		LINC,LOPE,PRDO,UTI,CVSA
2026-08-04	For-Profit & Vocational Post-Secondary Education Operators	live	Fading	24.32		1		LAUR,STRA
2026-08-04	Franchise Auto Dealership Groups	live	Mainstream	70.70	81.50	20		PAG,SAH,ABG
2026-08-04	Global Crude & Product Tanker Fleet Operators	live	Mainstream	63.40	66.80	13		FRO,TNK,INSW,TRMD,DHT,NAT
2026-08-04	Global Steel & Metal Producers Recovery	live	Fading	28.84		5		MT,TX
2026-08-04	Gold & Precious Metals Miners Rotation	live	Fading	33.60		1		EGO,CGAU
2026-08-04	Government & Defense IT Services Providers	shadow_promoted	Nascent	73.27	73.27	1		EFOR,LDOS,DXC
2026-08-04	Hospital & Behavioral Health Facility Procedure Volume Recovery	live	Accelerating	72.80	85.70	3		UHS,THC
2026-08-04	Hotel REIT Recovery & Re-Rating	live	Fading	47.23		6		RLJ,XHR
2026-08-04	Industrial Construction Execution & On-Site Supply Chain	live	Fading	46.08		5		TPC,DNOW
2026-08-04	Industrial Equipment Rental & Material Handling	shadow_promoted	Nascent	90.47	90.47	1		HRI,SUNB,CMCO
2026-08-04	Industrial Fluid Control, Filtration & Water Infrastructure Equipment	live	Mainstream	69.80	79.60	9		FELE,IEX,DCI,IR
2026-08-04	Industrial HVAC, Plumbing & Fabricated Copper Products	live	Nascent	73.90	87.80	3		MLI,CSW
2026-08-04	Industrial Lifting, Material Handling & Equipment Rental	live	Nascent	79.00	97.90	1		HRI,CMCO
2026-08-04	Industrial & Logistics REITs	live	Retired	0.00		15		
2026-08-04	Inflammatory Disease & Immunology Biologics	live	Mainstream	77.50	95.10	54		ORKA,SYRE
2026-08-04	Insurance Brokerage & Distribution Services	live	Fading	34.05		18		BRO,AJG,AON
2026-08-04	IT Distribution & Technology Services Providers	live	Fading	31.13		7		EFOR,INGM
2026-08-04	Junior Precious Metals Miners Rotation	live	Fading	34.08		1		PPTA,FSM
2026-08-04	Life Insurance & Annuity Providers	live	Mainstream	70.60	81.20	27		MET,UNM,PRU
2026-08-04	Life Science Tools & Analytical Instruments	live	Mainstream	68.00	76.00	18		MTD,WAT,TMO
2026-08-04	Management Consulting & Research Advisory Services	live	Nascent	74.50	89.00	1		IT,HURN
2026-08-04	Medical Device Mean-Reversion & Rotation Recovery	live	Mainstream	77.40	94.90	12		TNDM,CNMD,INSP,XRAY
2026-08-04	Molecular Diagnostics & DNA-Based Genetic Testing	live	Fading	23.86		14		BLLN,QGEN
2026-08-04	Net Lease Single-Tenant REIT Recovery	live	Fading	24.00		1		NNN,O,WPC
2026-08-04	Network Security & Zero-Trust Edge	live	Mainstream	68.90	77.80	50		CRWD,OKTA,NET,FTNT,VRNS,CVLT,PANW,RBRK
2026-08-04	Office REIT Recovery & Re-Rating	live	Mainstream	72.60	85.20	22		HIW,CDP,BXP,SLG
2026-08-04	Online Insurance Comparison & Digital Marketplace Platforms	live	Fading	30.11		14		EVER,MAX
2026-08-04	Open-Air & Strip Mall Retail REITs	live	Fading	31.69		14		KIM,FRT,PECO,REG,BRX,SKT
2026-08-04	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	live	Mainstream	76.90	93.80	27		CORT,PTGX,MBX,XERS
2026-08-04	Precious Metals Royalty & Streaming Companies	live	Fading	29.50		2		FNV,RGLD
2026-08-04	Private Equity & Alternative Asset Management Platforms	live	Nascent	73.00	86.00	1		ARES,HLNE
2026-08-04	Private Mortgage Insurance	live	Mainstream	70.00	80.00	27		RDN,ESNT,MTG,NMIH
2026-08-04	Professional Advisory & Business Services	live	Mainstream	75.60	91.20	17		CRAI,CBZ
2026-08-04	Property & Casualty Insurance Underwriters	live	Mainstream	73.40	86.70	27		THG,HCI,ACGL,WRB,AFG,CB,TRV,ORI,CINF,SKWD,ALL,HIG
2026-08-04	Quantum Computing Hardware & Software	live	Nascent	63.80	67.50	4		RGTI,QUBT,INFQ,XNDU,QBTS
2026-08-04	Regulated Water Utility Infrastructure	live	Fading	24.00		1		AWK,AWR,CWT,WTRG
2026-08-04	Senior & Long-Term Care Healthcare REITs	live	Fading	33.13		13		VTR,OHI
2026-08-04	Senior & Mid-Tier Gold & Silver Miners	shadow_promoted	Nascent	16.74	16.74	1		NEM,AEM,KGC,AU,GFI,HMY,AGI,SBSW,SSRM,PAAS,HL,CDE,IAG,EQX,OR,AG,EXK,SVM
2026-08-04	Small Modular & Advanced Nuclear Reactor Development	live	Fading	33.73		1		NNE,SMR
2026-08-04	Smart Home Security & Comfort Systems	live	Fading	28.75		6		ALRM,REZI
2026-08-04	Smart Utility Metering & Water Infrastructure Hardware	live	Fading	41.22		1		ITRI,MWA
2026-08-04	SMB & Workforce Business Services Platforms	live	Mainstream	78.00	96.10	21		NSP,LZ
2026-08-04	Specialty Insurance Underwriting & Brokerage	live	Fading	23.20		15		PLMR,RYAN
2026-08-04	Specialty Pharmaceutical Commercialization & Rare Disease Drugs	live	Nascent	77.80	95.70	2		KNSA,OMER
2026-08-04	Tax Preparation & Consumer Financial Software Platforms	live	Fading	23.04		1		HRB,INTU
2026-08-04	Technology Intellectual Property Licensing	live	Nascent	70.30	80.50	1		DLB,IDCC
2026-08-04	Traditional Staffing & Talent Placement Services	live	Mainstream	79.20	98.40	17		MAN,RHI
2026-08-04	Truckload & LTL Freight Carriers	live	Fading	32.87		16		ARCB,SNDR
2026-08-04	Uniform Rental & Managed Workwear Services	live	Fading	37.12		12		CTAS,VSTS
2026-08-04	U.S. Apparel & Fashion Recovery	live	Mainstream	73.70	87.50	15		UA,CROX,RVLV
2026-08-04	U.S. Apparel & Lifestyle Brand Recovery	live	Retired	0.00		4		
2026-08-04	US-China Tariff Truce — Consumer Goods & Digital Beneficiaries	live	Fading	28.91		1		HAS,MAT
2026-08-04	U.S. Domestic Steel Producers	live	Accelerating	72.20	84.50	8		STLD,NUE
2026-08-04	U.S. Government/Defense Contract Surge	shadow_promoted	Nascent	70.53	70.53	1		PLTR,TSAT,VOYG,AMRC
2026-08-04	U.S. Government/Defense Spending Surge	shadow_promoted	Nascent	70.53	70.53	1		PLTR,TSAT,VOYG,AMRC
2026-08-04	U.S. Multifamily & Residential Apartment REITs	live	Fading	15.36		1		AVB,CPT,EQR,MAA,UDR
2026-08-04	U.S. Passenger Airlines	live	Accelerating	75.80	91.60	18		LUV,DAL,ALK,SKYW,UAL,ALGT
2026-08-04	U.S. Petroleum Refining & Downstream Processing	live	Mainstream	73.40	86.80	24		PBF,MPC,PARR,VLO,DINO,PSX
2026-08-04	U.S. Regional & Mid-Cap Commercial Banks	live	Mainstream	64.90	69.80	24		MTB,CFG,WSFS,SSB,WAL,FHN,HBAN,ZION,HWC,TFC,WTFC,USB,UMBF,FITB,BOKF,PNC,EWBC,RF,KEY
2026-08-04	Vacation Ownership & Timeshare Resort Recovery	live	Fading	12.29		1		TNL,VAC
2026-08-04	Wealth Management & Retail Brokerage Platforms	live	Mainstream	72.70	85.50	20		SF,SEIC,LPLA,AMP,RJF,SCHW
2026-08-05	Aerospace Precision Components & Supply Chain	live	Nascent	72.00	84.10	2		BA,DPC
2026-08-05	AI-Augmented Business Process Outsourcing & IT Services	live	Retired	0.00		3		
2026-08-05	AI Data Center Infrastructure Buildout	shadow_promoted	Nascent	46.83	46.83	2		BTDR,AMRC,BLZE
2026-08-05	AI GPU Compute Infrastructure & Cloud Services	live	Fading	50.56		1		APLD,CRWV
2026-08-05	AI-Powered Enterprise Analytics & Intelligent Workflow SaaS	live	Mainstream	75.60	91.20	10		AMPL,AVPT,INTA
2026-08-05	Alphabet (Google) Platform Re-Rating	live	Fading	49.76		2		GOOGL,GOOG
2026-08-05	Asset Management & Fund Administration Platform Ecosystem	live	Retired	0.00		7		
2026-08-05	B2B Digital Financial Infrastructure & Payment Rails Modernization	live	Mainstream	75.00	90.00	24		PAY,ACIW
2026-08-05	B2B Marketing Automation & Customer Engagement SaaS	live	Fading	19.35		9		KVYO,HUBS
2026-08-05	Bitcoin Mining & Crypto Infrastructure Operators	live	Fading	58.00		5		CIFR,HUT
2026-08-05	Branded Packaged Food & Consumer Staples Producers	live	Fading	12.29		1		CPB,KHC
2026-08-05	Building Envelope, Ceilings & Interior Construction Products	live	Nascent	71.20	82.30	1		AWI,CSL
2026-08-05	Canadian Big Banks	live	Fading	32.46		11		RY,BMO,TD,BNS,CM
2026-08-05	Casual Dining & Full-Service Restaurant Chain Recovery	live	Mainstream	79.40	98.80	6		EAT,CAKE
2026-08-05	China Consumer Internet & Digital Marketplace Platforms	live	Nascent	71.40	82.80	5		ATHM,BZ
2026-08-05	Cinema Exhibition & Premium Large-Format Recovery	live	Nascent	77.70	95.30	5		CNK,IMAX
2026-08-05	Clinical-Stage Oncology Biotech	live	Fading	29.29		7		ELVN,TGTX
2026-08-05	Cloud Contact Center & CCaaS Communication Platforms	live	Nascent	78.80	97.60	5		RNG,FIVN
2026-08-05	Cloud Data Storage & Analytics Infrastructure	live	Accelerating	79.30	98.60	16		SNOW,BLZE
2026-08-05	Cloud Observability & AIOps Monitoring Platforms	live	Mainstream	73.50	87.00	12		PD,DDOG
2026-08-05	Cloud Supply Chain & Warehouse Management Software	live	Mainstream	77.30	94.60	12		MANH,SPSC
2026-08-05	Commercial, Office & Home Furniture Retailers and Manufacturers	live	Nascent	78.60	97.20	3		MLKN,BOBS,HNI
2026-08-05	Commercial Real Estate Brokerage & Advisory Services	live	Mainstream	71.60	83.20	14		JLL,NMRK,CBRE
2026-08-05	Consumer Fintech & Digital Credit Platforms	live	Fading	57.44		20		DAVE,SEZL
2026-08-05	Consumer Staples Packaged Food & Snack Brand Recovery	live	Fading	23.79		2		LW,CAG
2026-08-05	Containerboard & Corrugated Packaging Producers	live	Mainstream	73.20	86.50	11		PKG,SW,IP
2026-08-05	Copper Mining & Production	live	Fading	61.80	63.50	6		FCX,SCCO,HBM
2026-08-05	Corporate Spend, Expense Management & Financial Operations Software	live	Mainstream	75.70	91.30	20		WEX,BILL
2026-08-05	Cruise Line & Ocean Travel Recovery	live	Fading	18.64		3		RCL,NCLH
2026-08-05	Cyber Exposure Management & Vulnerability Assessment	live	Mainstream	71.20	82.30	7		RPD,QLYS,TENB
2026-08-05	Defense Electronics & Aerospace Subsystem Suppliers	live	Nascent	72.80	85.50	3		AADX,DFNS,ARXS,MRCY
2026-08-05	Defense ISR & Unmanned Systems Intelligence	live	Fading	54.96		1		HAWK,AVEX
2026-08-05	Department Store Retail Recovery	live	Fading	57.36		7		KSS,DDS
2026-08-05	Dermatology & Atopic Immunology Biologics	live	Fading	39.01		4		APGE,FBRX
2026-08-05	Digital Insurance Distribution & InsurTech Platforms	live	Nascent	79.70	99.30	3		LIFE,GSHD
2026-08-05	Digital Payments Processing & Merchant Acquiring Networks	live	Mainstream	71.80	83.60	12		FOUR,PYPL
2026-08-05	Electrical Connectivity & Utility Network Hardware	live	Nascent	75.10	90.20	2		BDC,PLPC
2026-08-05	Electrical Infrastructure Products & Systems Installation	live	Nascent	76.00	91.90	3		IESC,ATKR
2026-08-05	Enterprise HR & Workforce Management SaaS	live	Mainstream	77.00	94.00	15		WDAY,ALIT,PCTY
2026-08-05	Enterprise Server, Storage & Data Infrastructure Hardware	live	Mainstream	73.10	86.10	8		HPE,NTAP,STX,DELL
2026-08-05	European Bank Stocks	live	Mainstream	72.50	85.10	32		LYG,BBVA,SAN,BCS,NWG,ING
2026-08-05	Family Dining & Quick-Service Restaurant Chain Recovery	live	Nascent	79.10	98.20	4		JACK,CBRL
2026-08-05	Financial Compliance & Regulatory Reporting SaaS	live	Fading	19.35		3		DFIN,WK
2026-08-05	For-Profit & Vocational Education Operators	live	Fading	14.40		1		LOPE,UTI,CVSA
2026-08-05	For-Profit & Vocational Post-Secondary Education Operators	live	Fading	19.46		1		LAUR,STRA
2026-08-05	Franchise Auto Dealership Groups	live	Fading	56.56		20		PAG,SAH,ABG
2026-08-05	Global Crude & Product Tanker Fleet Operators	live	Fading	50.72		13		FRO,TNK,INSW,DHT,NAT
2026-08-05	Global Steel & Metal Producers Recovery	live	Fading	72.20	84.30	5		MT,TX
2026-08-05	Gold & Precious Metals Miners Rotation	live	Fading	26.88		1		EGO,CGAU
2026-08-05	Government & Defense IT Services Providers	live	Fading	58.61		1		INGM,LDOS,EFOR
2026-08-05	Hospital & Behavioral Health Facility Procedure Volume Recovery	live	Accelerating	73.00	85.90	4		UHS,THC
2026-08-05	Hotel REIT Recovery & Re-Rating	live	Fading	37.79		6		RLJ,XHR
2026-08-05	Industrial Construction Execution & On-Site Supply Chain	live	Fading	36.86		5		TPC,DNOW
2026-08-05	Industrial Equipment Rental & Material Handling	live	Retired	0.00		2	Industrial Lifting, Material Handling & Equipment Rental	
2026-08-05	Industrial Fluid Control, Filtration & Water Infrastructure Equipment	live	Mainstream	68.80	77.60	10		DCI,FELE,IR,IEX
2026-08-05	Industrial HVAC, Plumbing & Fabricated Copper Products	live	Nascent	74.00	88.10	4		MLI,CSW
2026-08-05	Industrial Lifting, Material Handling & Equipment Rental	live	Nascent	78.50	96.90	2		SUNB,CMCO,HRI
2026-08-05	Industrial Process Equipment, Automation & Flow Control	live	Nascent	69.00	78.10	1		EMR,FLS,LECO
2026-08-05	Inflammatory Disease & Immunology Biologics	live	Nascent	76.30	92.70	55		ORKA,SYRE
2026-08-05	Insurance Brokerage & Distribution Services	live	Fading	65.30	70.60	18		AON,AJG,BRO
2026-08-05	IT Distribution & Technology Services Providers	live	Retired	0.00		8	Government & Defense IT Services Providers	
2026-08-05	Junior Precious Metals Miners Rotation	live	Fading	27.26		1		PPTA,FSM
2026-08-05	Life Insurance & Annuity Providers	live	Fading	56.48		27		MET,UNM,PRU
2026-08-05	Life Science Tools & Analytical Instruments	live	Mainstream	69.50	79.10	19		TMO,MTD,WAT
2026-08-05	Management Consulting & Research Advisory Services	live	Retired	0.00		2		
2026-08-05	Medical Device Mean-Reversion & Rotation Recovery	live	Mainstream	73.80	87.60	13		INSP,TNDM,XRAY,CNMD
2026-08-05	Mobile App Platform & Advertising Monetization	live	Nascent	79.80	99.70	1		BSP,APPS
2026-08-05	Molecular Diagnostics & DNA-Based Genetic Testing	live	Fading	19.08		14		BLLN,QGEN
2026-08-05	Net Lease Single-Tenant REIT Recovery	live	Fading	19.20		1		NNN,O
2026-08-05	Network Security & Zero-Trust Edge	live	Mainstream	69.10	78.20	51		CRWD,NET,PANW,OKTA,VRNS,CVLT,RBRK,FTNT
2026-08-05	Office REIT Recovery & Re-Rating	live	Mainstream	69.40	78.70	23		CDP,BXP,HIW,SLG
2026-08-05	Online Insurance Comparison & Digital Marketplace Platforms	live	Fading	24.08		14		EVER,MAX
2026-08-05	Open-Air & Strip Mall Retail REITs	live	Fading	25.35		14		KIM,FRT,PECO,REG,BRX,SKT
2026-08-05	Peptide & Hormone Therapies for Metabolic & Endocrine Disorders	live	Mainstream	75.90	91.80	28		CORT,XERS,PTGX,MBX
2026-08-05	Precious Metals Miners Rotation	live	Nascent	52.50	44.90	1		SBSW,HYMC,AUGO,NEM,AEM,KGC,AU,GFI,HMY,AGI,SSRM,PAAS,HL,CDE,IAG,EQX,AG,EXK,SVM
2026-08-05	Precious Metals Royalty & Streaming Companies	live	Fading	23.60		2		FNV,RGLD
2026-08-05	Private Equity & Alternative Asset Management Platforms	live	Nascent	72.40	84.80	2		HLNE,ARES
2026-08-05	Private Mortgage Insurance	live	Mainstream	69.90	79.90	28		ESNT,NMIH,MTG,RDN
2026-08-05	Professional Advisory & Business Services	live	Fading	60.48		17		CRAI,CBZ
2026-08-05	Property & Casualty Insurance Underwriters	live	Mainstream	69.10	78.20	28		THG,TRV,SKWD,ORI,HIG,HCI,ACGL,ALL,AFG,WRB,CINF,CB
2026-08-05	Quantum Computing Hardware & Software	live	Nascent	62.90	65.80	5		QBTS,RGTI,XNDU,QUBT,INFQ
2026-08-05	Regulated Water Utility Infrastructure	live	Fading	19.20		1		AWK,AWR,CWT,WTRG
2026-08-05	Senior & Long-Term Care Healthcare REITs	live	Fading	26.50		13		VTR,OHI
2026-08-05	Senior & Mid-Tier Gold & Silver Miners	live	Retired	0.00		2	Precious Metals Miners Rotation	
2026-08-05	Small Modular & Advanced Nuclear Reactor Development	live	Fading	26.98		1		NNE,SMR
2026-08-05	Smart Home Security & Comfort Systems	live	Fading	23.00		6		ALRM,REZI
2026-08-05	Smart Utility Metering & Water Infrastructure Hardware	live	Fading	32.97		1		ITRI,MWA
2026-08-05	SMB & Workforce Business Services Platforms	live	Mainstream	75.10	90.20	22		NSP,LZ
2026-08-05	Specialty Insurance Underwriting & Brokerage	live	Fading	70.70	81.40	15		PLMR,RYAN
2026-08-05	Specialty Pharmaceutical Commercialization & Rare Disease Drugs	live	Nascent	75.80	91.50	3		KNSA,OMER
2026-08-05	Tax Preparation & Consumer Financial Software Platforms	live	Fading	18.43		1		HRB,INTU
2026-08-05	Technology Intellectual Property Licensing	live	Nascent	70.50	81.10	2		IDCC,DLB
2026-08-05	Traditional Staffing & Talent Placement Services	live	Mainstream	78.70	97.30	18		RHI,MAN
2026-08-05	Truckload & LTL Freight Carriers	live	Fading	26.30		16		ARCB,SNDR
2026-08-05	Uniform Rental & Managed Workwear Services	live	Fading	29.70		12		CTAS,VSTS
2026-08-05	U.S. Apparel & Fashion Recovery	live	Fading	58.96		15		CROX,RVLV
2026-08-05	US-China Tariff Truce — Consumer Goods & Digital Beneficiaries	live	Fading	23.13		1		HAS,MAT
2026-08-05	U.S. Domestic Steel Producers	live	Accelerating	71.50	83.00	9		STLD,NUE
2026-08-05	U.S. Government/Defense Contract Surge	live	Retired	0.00		2	U.S. Government/Defense Spending Surge	
2026-08-05	U.S. Government/Defense Spending Surge	live	Retired	0.00		2		
2026-08-05	U.S. Multifamily & Residential Apartment REITs	live	Fading	12.29		1		AVB,CPT,EQR,MAA
