set	ticker	trade_date	cap_gap	split_gap	raw_gap	artifact	art_reason	n_min_bars	prev_close	prev_volume	status_0931	reason_0931	entered_0931	entry_px_0931	stop_0931	target_0931	realized_r_0931	mark_r_0931	final_0931	partial_0931	sess_abst_0931	status_0936	reason_0936	entered_0936	entry_px_0936	stop_0936	target_0936	realized_r_0936	mark_r_0936	final_0936	partial_0936	sess_abst_0936	set2	raw_pc	raw_pv	tick_bound	inwin	sustain
MIN_PREV_CLOSE	PETZ	2026-07-13	9.26	9.26	9.26	False		11	1.08	4703.0	no_trade	setup:zero_range	False							False	0	no_trade	setup:zero_range	False							False	0	MIN_PREV_CLOSE	1.08	4710.0	False	9.259259259259252	False
MIN_PREV_CLOSE	PLSM	2026-07-13	31.61	31.61	31.61	False		386	3.86	36217.0	no_entry	never_crossed_orb_high	False		4.609000000000001					False	0	no_entry	never_crossed_orb_high	False		4.609000000000001					False	0	MIN_PREV_CLOSE	3.86	36536.0	False	34.481865284974106	True
MIN_PREV_CLOSE	PLUR	2026-07-13	11.37	11.37	11.37	False		33	1.715	34792.0	no_trade	setup:zero_range	False							False	0	no_trade	setup:zero_range	False							False	0	MIN_PREV_CLOSE	1.715	34808.0	False	11.370262390670533	False
MIN_PREV_CLOSE	POM	2026-07-13	16.34	16.34	16.34	False		18	1.53	30930.0	no_trade	setup:zero_range	False							False	0	no_trade	setup:zero_range	False							False	0	MIN_PREV_CLOSE	1.53	30936.0	False	16.339869281045765	False
MIN_PREV_CLOSE	RCT	2026-07-13	20.62	20.62	20.62	False		363	0.2401	775963.0	no_entry	never_crossed_orb_high	False		0.1926					False	0	no_entry	never_crossed_orb_high	False		0.1926					False	0	MIN_PREV_CLOSE	0.2401	805932.0	False	20.616409829237824	False
MIN_PREV_CLOSE	SFWL	2026-07-13	17.1	17.1	17.1	False		10	0.71	6085.0	abstain	no_930_bar_for_orb	False							False	0	abstain	no_930_bar_for_orb	False							False	0	MIN_PREV_CLOSE	0.71	6087.0	False		
MIN_PREV_CLOSE	SKYQ	2026-07-13	16.82	16.82	16.82	False		390	3.18	3024180.0	settled		True	3.77	3.6300000000000003	3.9099999999999997	0.3333333333333333		stop_hit	True	0	no_entry	triggered_above_limit_never_filled	False		3.6300000000000003					False	0	MIN_PREV_CLOSE	3.18	3086931.0	False	28.30188679245282	True
MIN_PREV_CLOSE	SLSN	2026-07-13	11.03	11.03	11.03	False		57	0.6755	43763.0	no_trade	setup:zero_range	False							False	0	no_trade	setup:zero_range	False							False	0	MIN_PREV_CLOSE	0.6755	44037.0	False	11.02886750555146	False
MIN_PREV_CLOSE	SOBR	2026-07-13	22.79	22.79	22.79	False		374	0.4336	4654455.0	no_entry	never_crossed_orb_high	False		0.5105					False	0	no_entry	never_crossed_orb_high	False		0.5105					False	0	MIN_PREV_CLOSE	0.4336	11436263.0	False	24.51568265682657	True
MIN_PREV_CLOSE	VEEE	2026-07-13	153.94	153.94	153.94	False		328	4.82	163351.0	no_trade	setup:stop_too_wide: 1.98 > 1.5x ATR 0.69	False							False	0	no_trade	setup:stop_too_wide: 1.98 > 1.5x ATR 0.69	False							False	0	MIN_PREV_CLOSE	4.82	166434.0	False	181.3278008298755	True
MIN_PREV_CLOSE	VSA	2026-07-13	12.95	12.95	12.95	False		14	3.32	9453.0	no_trade	setup:zero_range	False							False	0	no_trade	setup:zero_range	False							False	0	MIN_PREV_CLOSE	3.32	10670.0	False	12.95180722891567	False
MIN_PREV_DAY_VOLUME	WBX	2026-07-13	9.12	9.12	9.12	False		55	5.37	30486.0	abstain	no_930_bar_for_orb	False							False	0	abstain	no_930_bar_for_orb	False							False	0	MIN_PREV_DAY_VOLUME	5.37	32367.0	False	9.124767225325897	False
gap_floor_6_7	AAOI	2026-07-14	6.74	6.74	6.74	False		390	111.88	6562884.0	settled		True	121.07	117.45000000000002	124.68999999999997	0.33333333333333337		stop_hit	True	0	settled		True	121.07	117.45000000000002	124.68999999999997	0.33333333333333337		stop_hit	True	0	gap_floor_6_7	111.88	6601530.0	False	10.607525920629229	True
gap_floor_7_8	ACMR	2026-07-14	7.14	7.14	7.14	False		285	94.08	643569.0	abstain	entry_window_gaps:4_of_29	False		99.06970000000001					False	0	abstain	entry_window_gaps:3_of_24	False		99.06970000000001					False	0	gap_floor_7_8	94.08	674620.0	False	7.664009353741491	False
gap_floor_7_8	AEHR	2026-07-14	7.78	7.78	7.78	False		383	68.02	1424140.0	no_entry	never_crossed_orb_high	False		70.50019999999999					False	0	no_entry	never_crossed_orb_high	False		70.50019999999999					False	0	gap_floor_7_8	68.02	1442512.0	False	8.673919435460164	False
gap_floor_5_6	AG	2026-07-14	5.18	5.18	5.18	False		390	16.4	7594982.0	settled		True	17.3	17.099999999999998	17.500000000000004	-1.0		stop_hit	False	0	settled		True	17.3	17.099999999999998	17.500000000000004	-1.0		stop_hit	False	0	gap_floor_5_6	16.4	7639506.0	False	6.554878048780495	False
gap_floor_6_7	AIP	2026-07-14	6.77	6.77	6.77	False		244	32.79	451635.0	settled		True	35.21	34.129999999999995	36.470000000000006	-1.0925925925925868		stop_hit	False	0	abstain	entry_window_gaps:8_of_24	False		34.129999999999995					False	0	gap_floor_6_7	32.79	452735.0	False	7.74626410491004	False
gap_floor_6_7	AIRO	2026-07-14	6.78	6.78	6.78	False		296	6.05	463438.0	settled		True	6.5699	6.3501	6.789699999999999	0.33333333333333337		stop_hit	True	0	settled		True	6.59	6.3501	6.85	0.36126163679310863		stop_hit	True	0	gap_floor_6_7	6.05	463893.0	False	10.408264462809939	True
gap_floor_8_9	ALAB	2026-07-14	8.28	8.28	8.28	False		390	362.05	6252921.0	no_entry	never_crossed_orb_high	False		373.72					False	0	no_entry	never_crossed_orb_high	False		373.72					False	0	gap_floor_8_9	362.05	6292329.0	False	8.34967545919072	False
gap_floor_6_7	ALGM	2026-07-14	6.6	6.6	6.6	False		383	50.855	1558795.0	abstain	entry_window_gaps:2_of_29	False		53.50000000000001					False	0	abstain	entry_window_gaps:2_of_24	False		53.50000000000001					False	0	gap_floor_6_7	50.855	1561462.0	False	6.970799331432502	False
gap_floor_5_6	ALM	2026-07-14	5.89	5.89	5.89	False		390	15.015	6246635.0	settled		True	15.9	15.319999999999999	16.480000000000004	-1.0		stop_hit	False	0	settled		True	15.9	15.319999999999999	16.480000000000004	-1.0		stop_hit	False	0	gap_floor_5_6	15.015	6252557.0	False	6.560106560106547	False
gap_floor_6_7	AMAT	2026-07-14	6.69	6.69	6.69	False		390	575.39	7090986.0	no_entry	never_crossed_orb_high	False		593.1944					False	0	no_entry	never_crossed_orb_high	False		593.1944					False	0	gap_floor_6_7	575.39	7570003.0	False	6.78496324232259	False
gap_floor_6_7	AMD	2026-07-14	6.14	6.14	6.14	False		390	534.39	22873178.0	settled		True	573.85	559.7900000000001	587.91	-1.0		stop_hit	False	0	no_entry	never_crossed_orb_high	False		559.7900000000001					False	0	gap_floor_6_7	534.39	23002842.0	False	7.449615449390905	False
gap_floor_5_6	AMKR	2026-07-14	5.68	5.68	5.68	False		390	66.06	3233586.0	no_entry	never_crossed_orb_high	False		68.31					False	0	no_entry	never_crossed_orb_high	False		68.31					False	0	gap_floor_5_6	66.06	3245774.0	False	5.964274901604611	False
gap_floor_6_7	ANGO	2026-07-14	6.77	6.77	6.77	False		335	12.775	436464.0	abstain	entry_window_gaps:7_of_29	False		12.329999999999998					False	0	abstain	entry_window_gaps:7_of_24	False		12.329999999999998					False	0	gap_floor_6_7	12.775	436647.0	False	6.771037181996093	False
gap_floor_6_7	AOSL	2026-07-14	6.8	6.8	6.8	False		230	34.69	473343.0	abstain	entry_window_gaps:8_of_29	False		35.779999999999994					False	0	abstain	entry_window_gaps:7_of_24	False		35.779999999999994					False	0	gap_floor_6_7	34.69	473902.0	False	6.860766791582606	False
silent_no_row	APLM	2026-07-14	11.19	11.19	11.19	False		166	14.21	141584.0	abstain	no_930_bar_for_orb	False							False	0	abstain	no_930_bar_for_orb	False							False	0	silent_no_row	14.21	141632.0	False		
gap_floor_5_6	ARIS	2026-07-14	5.71	5.71	5.71	False		366	14.19	1335797.0	settled		True	15.09	14.69	15.55	-1.0		stop_hit	False	0	settled		True	15.03	14.69	15.37	-1.0		stop_hit	False	0	gap_floor_5_6	14.19	1367959.0	False	7.047216349541927	False
gap_floor_5_6	BE	2026-07-14	5.61	5.61	5.61	False		390	233.49	10012515.0	settled		True	247.93	242.07	253.79000000000002	-1.0		stop_hit	False	0	settled		True	249.01	242.07	257.03	-1.0		stop_hit	False	0	gap_floor_5_6	233.49	10075316.0	False	7.92753436978029	False
MIN_PREV_CLOSE	BJDX	2026-07-14	19.67	19.67	19.67	False		385	1.22	973208.0	settled		True	1.46	1.3599999999999999	1.56	0.3333333333333333		stop_hit	True	0	settled		True	1.46	1.3599999999999999	1.56	0.3333333333333333		stop_hit	True	0	MIN_PREV_CLOSE	1.22	1060619.0	False	27.86885245901641	True
gap_floor_5_6	BMM	2026-07-14	5.61	5.61	5.61	False		56	6.06	69845.0	no_trade	setup:zero_range	False							False	0	no_trade	setup:zero_range	False							False	0	gap_floor_5_6	6.06	69857.0	False	5.610561056105624	False
gap_floor_5_6	BMNR	2026-07-14	5.54	5.54	5.54	False		390	14.61	26055875.0	settled		True	15.66	15.18	16.14	0.33333333333333337		stop_hit	True	0	settled		True	15.66	15.18	16.14	0.33333333333333337		stop_hit	True	0	gap_floor_5_6	14.61	26298197.0	False	7.803559206023266	False
MIN_PREV_CLOSE	BRIA	2026-07-14	10.0	10.0	10.0	False		26	1.5	4820.0	abstain	no_930_bar_for_orb	False							False	0	abstain	no_930_bar_for_orb	False							False	0	MIN_PREV_CLOSE	1.5	4822.0	False	9.999999999999986	False
gap_floor_5_6	CABO	2026-07-14	5.43	5.43	5.43	False		152	37.93	279643.0	abstain	entry_window_gaps:21_of_29	False		37.7					False	0	abstain	entry_window_gaps:19_of_24	False		37.7					False	0	gap_floor_5_6	37.93	279873.0	False	10.730292644344843	False
gap_floor_6_7	CAMT	2026-07-14	6.99	6.99	6.99	False		273	136.78	335786.0	settled		True	146.345	143.67499999999998	149.01500000000001	0.3333333333333333		stop_hit	True	0	settled		True	146.345	143.67499999999998	149.01500000000001	0.3333333333333333		stop_hit	True	0	gap_floor_6_7	136.78	336360.0	False	6.992981430033623	False
gap_floor_7_8	CNXU	2026-07-14	7.74	7.74	7.74	False		161	10.34	272945.0	abstain	entry_window_gaps:9_of_29	False		10.46					False	0	abstain	entry_window_gaps:7_of_24	False		10.46					False	0	gap_floor_7_8	10.34	273326.0	False	7.736943907156686	False
gap_floor_5_6	COHU	2026-07-14	5.96	5.96	5.96	False		371	52.81	774707.0	abstain	day0_fill_bar_straddles_stop	True	56.17	55.099999999999994	57.24000000000001				False	0	no_entry	never_crossed_orb_high	False		55.099999999999994					False	0	gap_floor_5_6	52.81	775169.0	False	6.362431357697403	False
gap_floor_6_7	CRDO	2026-07-14	6.6	6.6	6.6	False		390	236.88	6711256.0	no_entry	never_crossed_orb_high	False		245.495					False	0	no_entry	never_crossed_orb_high	False		245.495					False	0	gap_floor_6_7	236.88	6741461.0	False	6.596166835528521	False
gap_floor_5_6	CRML	2026-07-14	5.91	5.91	5.91	False		390	7.45	5289713.0	no_entry	never_crossed_orb_high	False		7.527					False	0	no_entry	never_crossed_orb_high	False		7.527					False	0	gap_floor_5_6	7.45	5324104.0	False	6.885906040268466	False
MIN_PREV_CLOSE	CULP	2026-07-14	9.83	9.83	9.83	False		108	3.46	47111.0	settled		True	3.89	3.64	4.140000000000001	-1.0		stop_hit	False	0	settled		True	3.89	3.64	4.140000000000001	-1.0		stop_hit	False	0	MIN_PREV_CLOSE	3.46	47116.0	False	19.653179190751445	True
gap_floor_7_8	DIOD	2026-07-14	7.57	7.57	7.57	False		167	92.29	255148.0	abstain	entry_window_gaps:12_of_29	False		96.15999999999998					False	0	abstain	entry_window_gaps:10_of_24	False		96.15999999999998					False	0	gap_floor_7_8	92.29	255226.0	False	7.584787084191149	False
gap_floor_8_9	ENLT	2026-07-14	8.55	8.55	8.55	False		220	82.94	117741.0	settled		True	90.21	89.46000000000001	91.04999999999997	-1.0		stop_hit	False	0	settled		True	90.35	89.46000000000001	91.46999999999997	-1.0		stop_hit	False	0	gap_floor_8_9	82.94	118151.0	False	9.494815529298293	True
gap_floor_6_7	ENTG	2026-07-14	6.3	6.3	6.3	False		381	136.27	3097453.0	settled		True	144.86	144.13	145.59000000000003	-1.0		stop_hit	False	0	abstain	entry_window_gaps:1_of_24	False		144.13					False	0	gap_floor_6_7	136.27	3121019.0	False	6.625816393923827	False
gap_floor_5_6	ERO	2026-07-14	5.15	5.15	5.15	False		311	24.65	673888.0	settled		True	26.01	25.505000000000003	26.580000000000002	-1.0		stop_hit	False	0	settled		True	25.965	25.505000000000003	26.444999999999997	-1.0		stop_hit	False	0	gap_floor_5_6	24.65	698912.0	False	6.288032454361044	False
MIN_PREV_DAY_VOLUME	EUDA	2026-07-14	9.76	9.76	9.76	False		4	10.35	683.0	abstain	no_930_bar_for_orb	False							False	0	abstain	no_930_bar_for_orb	False							False	0	MIN_PREV_DAY_VOLUME	10.35	687.0	False		
gap_floor_5_6	EXK	2026-07-14	5.04	5.04	5.04	False		388	7.84	5480565.0	no_entry	never_crossed_orb_high	False		8.040199999999999					False	0	no_entry	never_crossed_orb_high	False		8.040199999999999					False	0	gap_floor_5_6	7.84	5565432.0	False	6.122448979591837	False
gap_floor_7_8	FORM	2026-07-14	7.85	7.85	7.85	False		343	110.3	1033346.0	settled		True	118.96	116.75600000000001	121.16399999999997	-1.0		stop_hit	False	0	settled		True	118.96	116.75600000000001	121.16399999999997	-1.0		stop_hit	False	0	gap_floor_7_8	110.3	1034655.0	False	8.340888485947431	False
MIN_PREV_CLOSE	GCL	2026-07-14	10.29	10.29	10.29	False		50	0.3808	143873.0	abstain	no_930_bar_for_orb	False							False	0	abstain	no_930_bar_for_orb	False							False	0	MIN_PREV_CLOSE	0.3808	144728.0	False	10.294117647058812	False
gap_floor_5_6	GFS	2026-07-14	5.79	5.79	5.79	False		390	63.94	2398520.0	no_entry	never_crossed_orb_high	False		65.82000000000001					False	0	no_entry	never_crossed_orb_high	False		65.82000000000001					False	0	gap_floor_5_6	63.94	2404137.0	False	5.786675007819838	False
silent_no_row	GFUZ	2026-07-14	14.32	14.32	14.32	False		369	11.0	6131703.0	settled		True	13.0	12.01	14.0	0.33670033670033667		stop_hit	True	0	settled		True	13.05	12.01	14.150000000000002	-1.0		stop_hit	False	0	silent_no_row	11.0	6212159.0	False	31.087272727272733	True
gap_floor_5_6	GLW	2026-07-14	5.39	5.39	5.39	False		390	183.11	7554685.0	no_entry	never_crossed_orb_high	False		189.27					False	0	no_entry	never_crossed_orb_high	False		189.27					False	0	gap_floor_5_6	183.11	7626461.0	False	5.7888700780951154	False
gap_floor_6_7	GMTL	2026-07-14	6.72	6.72	6.72	False		181	11.16	226004.0	abstain	entry_window_gaps:17_of_29	False		11.73					False	0	abstain	entry_window_gaps:15_of_24	False		11.73					False	0	gap_floor_6_7	11.16	239166.0	False	6.72043010752688	False
gap_floor_5_6	HAO	2026-07-14	5.88	5.88	5.88	False		390	5.31	453952.0	settled		True	0.2811	0.27090000000000003	0.2913	0.33333333333333337		stop_hit	True	0	settled		True	0.2989	0.27090000000000003	0.34469999999999995	0.5452380952380954		stop_hit	True	0	MIN_PREV_CLOSE	0.2655	9079067.0	True	20.037664783427473	True
gap_floor_6_7	HBM	2026-07-14	6.47	6.47	6.47	False		390	20.87	3984899.0	settled		True	22.49	21.91	23.069999999999997	-1.0		stop_hit	False	0	settled		True	22.49	21.91	23.069999999999997	-1.0		stop_hit	False	0	gap_floor_6_7	20.87	4976653.0	False	8.385241974125535	False
gap_floor_6_7	HYMC	2026-07-14	6.95	6.95	6.95	False		373	20.43	1692188.0	settled		True	21.9799	21.5801	22.3797	-1.0502751375687918		stop_hit	False	0	settled		True	21.9799	21.5801	22.3797	-1.0502751375687918		stop_hit	False	0	gap_floor_6_7	20.43	1696516.0	False	7.880567792462074	False
gap_floor_7_8	ICHR	2026-07-14	7.48	7.48	7.48	False		352	90.41	830203.0	abstain	entry_window_gaps:2_of_29	False		95.5					False	0	abstain	entry_window_gaps:2_of_24	False		95.5					False	0	gap_floor_7_8	90.41	867594.0	False	7.842052870257717	False
unclassified_security_type	ILXP	2026-07-14	33.3			True	no_daily	0	15.0	0.0	excluded_artifact	no_daily										excluded_artifact	no_daily										artifact_or_otc			False		
gap_floor_5_6	IQMX	2026-07-14	5.81	5.81	5.81	False		246	11.7	560686.0	settled		True	12.38	11.9166	12.8434	0.3333333333333333		stop_hit	True	0	settled		True	12.38	11.9166	12.8434	0.3333333333333333		stop_hit	True	0	gap_floor_5_6	11.7	562103.0	False	6.837606837606842	False
MIN_PREV_CLOSE	JFU	2026-07-14	14.67	14.67	14.67	False		4	2.3	2844.0	abstain	no_930_bar_for_orb	False							False	0	abstain	no_930_bar_for_orb	False							False	0	MIN_PREV_CLOSE	2.3	2929.0	False		
gap_floor_6_7	JHX	2026-07-14	6.26	6.26	6.26	False		390	24.29	6568725.0	settled		True	25.96	24.699999999999996	27.220000000000006	-0.4269841269841254		stop_hit	False	0	settled		True	25.96	24.699999999999996	27.220000000000006	-0.4269841269841254		stop_hit	False	0	gap_floor_6_7	24.29	6572254.0	False	7.369287772745992	False
MIN_PREV_CLOSE	JWEL	2026-07-14	11.16	11.16	11.16	False		6	1.87	1351.0	abstain	no_930_bar_for_orb	False							False	0	abstain	no_930_bar_for_orb	False							False	0	MIN_PREV_CLOSE	1.87	1351.0	False		
gap_floor_6_7	KLAC	2026-07-14	6.82	6.82	6.82	False		390	222.25	9903213.0	no_entry	never_crossed_orb_high	False		227.61999999999998					False	0	no_entry	never_crossed_orb_high	False		227.61999999999998					False	0	gap_floor_6_7	222.25	9951408.0	False	6.960629921259837	False
gap_floor_5_6	KLIC	2026-07-14	5.76	5.76	5.76	False		273	106.49	668788.0	settled		True	112.63	110.80000000000001	114.45999999999998	-1.0		stop_hit	False	0	settled		True	112.6863	110.80000000000001	114.6289	-1.0		stop_hit	False	0	gap_floor_5_6	106.49	694650.0	False	6.000469527655184	False
MIN_PREV_CLOSE	LEDS	2026-07-14	11.84	11.84	11.84	False		386	1.52	9069.0	settled		True	1.71	1.5100000000000002	1.9099999999999997	2.2766666666666704		stop_hit	True	0	settled		True	1.71	1.5100000000000002	1.9099999999999997	2.2766666666666704		stop_hit	True	0	MIN_PREV_CLOSE	1.52	9297.0	False	18.41447368421052	True
MIN_PREV_CLOSE	LHAI	2026-07-14	44.0	44.0	44.0	False		390	1.0	704775.0	settled		True	1.44	1.2400000000000002	1.6399999999999997	-1.0		stop_hit	False	0	no_entry	never_crossed_orb_high	False		1.2400000000000002					False	0	MIN_PREV_CLOSE	1.0	717150.0	False	47.0	True
gap_floor_6_7	LITE	2026-07-14	6.26	6.26	6.26	False		390	768.15	3675316.0	settled		True	828.01	804.2601	851.77	-1.0		stop_hit	False	0	settled		True	827.9999	804.2601	851.7397000000001	-1.0		stop_hit	False	0	gap_floor_6_7	768.15	3699685.0	False	8.832910238885631	False
unclassified_security_type	LMED	2026-07-14	13.82			True	no_daily	0	0.848	673675.0	excluded_artifact	no_daily										excluded_artifact	no_daily										artifact_or_otc			False		
gap_floor_7_8	LRCX	2026-07-14	7.5	7.5	7.5	False		390	329.92	9754676.0	no_entry	never_crossed_orb_high	False		338.42					False	0	no_entry	never_crossed_orb_high	False		338.42					False	0	gap_floor_7_8	329.92	9780000.0	False	7.4987875848690635	False
gap_floor_5_6	LSCC	2026-07-14	5.65	5.65	5.65	False		383	130.74	2066093.0	abstain	entry_window_gaps:2_of_29	False		136.10999999999999					False	0	no_entry	never_crossed_orb_high	False		136.10999999999999					False	0	gap_floor_5_6	130.74	2066496.0	False	5.675386262811671	False
gap_floor_7_8	MAAS	2026-07-14	7.78	7.78	7.78	False		75	13.24	57132.0	no_trade	setup:zero_range	False							False	0	no_trade	setup:zero_range	False							False	0	gap_floor_7_8	13.24	57969.0	False	8.006042296072508	False
unclassified_security_type	MDRNF	2026-07-14	75.3			True	no_daily	0	0.0822	8738.0	excluded_artifact	no_daily										excluded_artifact	no_daily										artifact_or_otc			False		
unclassified_security_type	MEXGF	2026-07-14	21.0			True	no_daily	0	0.1581	9020.0	excluded_artifact	no_daily										excluded_artifact	no_daily										artifact_or_otc			False		
MIN_PREV_CLOSE	MGIH	2026-07-14	9.33	9.33	9.33	False		167	1.5	4982.0	no_trade	setup:zero_range	False							False	0	no_trade	setup:zero_range	False							False	0	MIN_PREV_CLOSE	1.5	5153.0	False	9.333333333333329	False
gap_floor_6_7	MKSI	2026-07-14	6.02	6.02	6.02	False		320	352.03	849536.0	abstain	entry_window_gaps:2_of_29	False		362.65					False	0	abstain	entry_window_gaps:2_of_24	False		362.65					False	0	gap_floor_6_7	352.03	852219.0	False	6.175610033235813	False
gap_floor_5_6	MPWR	2026-07-14	5.91	5.91	5.91	False		390	1291.38	801858.0	settled		True	1370.33	1339.67	1400.9899999999998	0.33333333333333337		stop_hit	True	0	settled		True	1370.33	1339.67	1400.9899999999998	0.33333333333333337		stop_hit	True	0	gap_floor_5_6	1291.38	828664.0	False	6.5526800786755075	False
gap_floor_5_6	MRAM	2026-07-14	5.91	5.91	5.91	False		338	16.93	847706.0	settled		True	18.0	17.2588	18.7412	-1.0		stop_hit	False	0	settled		True	18.0	17.2588	18.7412	-1.0		stop_hit	False	0	gap_floor_5_6	16.93	855592.0	False	6.470171293561734	False
gap_floor_6_7	MRVL	2026-07-14	6.45	6.45	6.45	False		390	217.53	25170235.0	no_entry	never_crossed_orb_high	False		221.68					False	0	no_entry	never_crossed_orb_high	False		221.68					False	0	gap_floor_6_7	217.53	25636665.0	False	6.651956052038784	False
gap_floor_5_6	MTSI	2026-07-14	5.32	5.32	5.32	False		352	294.24	1370054.0	settled		True	310.45	304.94000000000005	316.5199999999999	-1.1751361161524578		stop_hit	False	0	settled		True	309.89	304.94000000000005	314.8399999999999	-1.1949494949495043		stop_hit	False	0	gap_floor_5_6	294.24	1422289.0	False	5.590674279499723	False
gap_floor_5_6	MU	2026-07-14	5.48	5.48	5.48	False		390	937.0	35261928.0	no_entry	never_crossed_orb_high	False		971.6200000000001					False	0	no_entry	never_crossed_orb_high	False		971.6200000000001					False	0	gap_floor_5_6	937.0	35640846.0	False	6.168623265741729	False
gap_floor_6_7	MXL	2026-07-14	6.38	6.38	6.38	False		370	89.3	2397434.0	settled		True	95.62	91.78	99.46000000000001	-1.0		stop_hit	False	0	settled		True	96.1	91.78	100.89999999999998	-1.0		stop_hit	False	0	gap_floor_6_7	89.3	2410356.0	False	10.291153415453522	True
gap_floor_7_8	NBTX	2026-07-14	7.46	7.46	7.46	False		78	39.15	106906.0	abstain	entry_window_gaps:15_of_29	False		41.84					False	0	abstain	entry_window_gaps:13_of_24	False		41.84					False	0	gap_floor_7_8	39.15	107046.0	False	8.045977011494259	False
gap_floor_5_6	NEM	2026-07-14	5.06	5.06	5.06	False		390	93.1	5285448.0	no_entry	never_crossed_orb_high	False		96.17000000000002					False	0	no_entry	never_crossed_orb_high	False		96.17000000000002					False	0	gap_floor_5_6	93.1	5307157.0	False	5.467239527389893	False
gap_floor_5_6	NEXA	2026-07-14	5.01	5.01	5.01	False		270	13.78	716376.0	settled		True	14.49	14.35	14.63	-1.121428571428567		stop_hit	False	0	settled		True	14.49	14.35	14.63	-1.0		stop_hit	False	0	gap_floor_5_6	13.78	718247.0	False	5.644412191582006	False
gap_floor_7_8	NVMI	2026-07-14	7.84	7.84	7.84	False		350	452.73	461331.0	abstain	entry_window_gaps:1_of_29	False		474.00000000000006					False	0	abstain	entry_window_gaps:1_of_24	False		474.00000000000006					False	0	gap_floor_7_8	452.73	462348.0	False	7.998144589490423	False
gap_floor_6_7	NVTS	2026-07-14	6.25	6.25	6.25	False		390	12.87	12032812.0	no_entry	never_crossed_orb_high	False		12.895000000000001					False	0	no_entry	never_crossed_orb_high	False		12.895000000000001					False	0	gap_floor_6_7	12.87	12117816.0	False	6.64335664335664	False
MIN_PREV_CLOSE	NXTC	2026-07-14	323.85	323.85	323.85	False		390	2.18	222799.0	settled		True	9.255	8.284999999999998	10.225000000000003	-1.0		stop_hit	False	0	settled		True	9.255	8.284999999999998	10.225000000000003	-1.0		stop_hit	False	0	MIN_PREV_CLOSE	2.18	222986.0	False	354.1284403669724	True
gap_floor_5_6	ON	2026-07-14	5.61	5.61	5.61	False		390	90.37	9442446.0	no_entry	never_crossed_orb_high	False		93.29					False	0	no_entry	never_crossed_orb_high	False		93.29					False	0	gap_floor_5_6	90.37	9570027.0	False	5.665596990151585	False
gap_floor_6_7	ONTO	2026-07-14	6.69	6.69	6.69	False		347	304.21	1121246.0	settled		True	326.13	322.20140000000004	330.28999999999996	-1.0		stop_hit	False	0	settled		True	325.8986	322.20140000000004	329.59579999999994	-1.0		stop_hit	False	0	gap_floor_6_7	304.21	1135832.0	False	7.652608395516268	False
gap_floor_7_8	OSS	2026-07-14	7.01	7.01	7.01	False		301	12.99	1206440.0	settled		True	13.97	13.415000000000001	14.525	-1.0		stop_hit	False	0	settled		True	13.97	13.415000000000001	14.525	-1.0		stop_hit	False	0	gap_floor_7_8	12.99	1212159.0	False	8.237105465742872	False
MIN_PREV_DAY_VOLUME	PLRZ	2026-07-14	10.61	10.61	10.61	False		114	13.86	30246.0	settled		True	15.5	15.16	15.84	-1.1764705882352957		stop_hit	False	0	abstain	entry_window_gaps:10_of_24	False		15.16					False	0	MIN_PREV_DAY_VOLUME	13.86	30273.0	False	11.832611832611832	True
MIN_PREV_DAY_VOLUME	PMI	2026-07-14	20.84	20.84	20.84	False		390	7.125	35228.0	no_entry	never_crossed_orb_high	False		0.132					False	0	no_entry	never_crossed_orb_high	False		0.132					False	0	MIN_PREV_CLOSE	0.1425	1761413.0	False	20.982456140350877	False
gap_floor_5_6	PPTA	2026-07-14	5.25	5.25	5.25	False		323	18.66	1176975.0	settled		True	19.72	19.380000000000003	20.059999999999995	-1.0441176470588363		stop_hit	False	0	settled		True	19.72	19.380000000000003	20.059999999999995	-1.0441176470588363		stop_hit	False	0	gap_floor_5_6	18.66	1187101.0	False	5.680600214362272	False
gap_floor_5_6	RIOT	2026-07-14	5.0	5.0	5.0	False		390	20.19	16006661.0	no_entry	never_crossed_orb_high	False		20.689999999999998					False	0	no_entry	never_crossed_orb_high	False		20.689999999999998					False	0	gap_floor_5_6	20.19	16014469.0	False	6.835066864784551	False
gap_floor_5_6	RKT	2026-07-14	5.03	5.03	5.03	False		390	13.91	23345904.0	settled		True	14.6399	14.3601	14.919700000000002	-1.0		stop_hit	False	0	settled		True	14.6399	14.3601	14.919700000000002	-1.0		stop_hit	False	0	gap_floor_5_6	13.91	23776161.0	False	5.751258087706688	False
gap_floor_5_6	RMAX	2026-07-14	5.0	5.0	5.0	False		198	10.6	349539.0	settled		True	11.315	10.905	11.725	-1.0		stop_hit	False	0	settled		True	11.315	10.905	11.725	-1.0		stop_hit	False	0	gap_floor_5_6	10.6	349593.0	False	6.933962264150949	False
MIN_PREV_CLOSE	SHPH	2026-07-14	48.99	48.99	48.99	False		390	2.96	2513324.0	settled		True	4.46	3.7602	5.1598	-1.0		stop_hit	False	0	settled		True	4.48	3.7602	5.219800000000001	-1.0		stop_hit	False	0	MIN_PREV_CLOSE	2.96	19753769.0	False	72.29729729729729	True
gap_floor_6_7	SIMO	2026-07-14	6.01	6.01	6.01	False		334	299.51	525627.0	no_entry	never_crossed_orb_high	False		301.72					False	0	no_entry	never_crossed_orb_high	False		301.72					False	0	gap_floor_6_7	299.51	527677.0	False	6.166739007044853	False
