ticker,alert_date,scan_date,stage,reason,universe_sources,base_age,runup_pct,flag_depth_pct,pivot_high_date,pivot_high_price,sma_10,sma_20,held_from_stage,score
GIII,2026-06-05,2026-06-15,unqualified,runup_40%_below_50%,{rs_1m_80},5,0.40219092331768413,,2026-06-05,35.84,,,,0
GIII,2026-06-05,2026-06-16,unqualified,runup_39%_below_50%,{rs_1m_80},6,0.3926559160676124,,2026-06-05,35.84,,,,0
MRLN,2026-06-05,2026-06-10,unqualified,base_age_2_below_3,{ninem_universe_watch},2,,,2026-06-05,10.2499,,,,0
MRLN,2026-06-05,2026-06-11,INVALIDATED,close_7.02_below_base_low_close_7.05,{ninem_universe_watch},3,0.7733391003460208,,2026-06-05,10.2499,7.5280000000000005,7.301,,0
MRLN,2026-06-05,2026-06-12,INVALIDATED,close_6.81_below_base_low_close_7.02,{ninem_universe_watch},4,0.7733391003460208,,2026-06-05,10.2499,7.403999999999999,7.288500000000001,,0
MRLN,2026-06-05,2026-06-15,INVALIDATED,close_6.99_below_sma20_7.31,{ninem_universe_watch},5,0.7733391003460208,,2026-06-05,10.2499,7.385,7.3075,,0
MRLN,2026-06-05,2026-06-16,INVALIDATED,close_6.36_below_base_low_close_6.81,{ninem_universe_watch},6,0.7733391003460208,,2026-06-05,10.2499,7.26,7.3105,,0
MRLN,2026-06-05,2026-06-17,INVALIDATED,close_6.54_below_sma20_7.34,{ninem_universe_watch},7,0.7733391003460208,,2026-06-05,10.2499,7.187,7.338500000000001,,0
MRLN,2026-06-05,2026-06-18,INVALIDATED,close_6.69_below_sma20_7.34,{ninem_universe_watch},8,0.7733391003460208,,2026-06-05,10.2499,7.138,7.340999999999999,,0
MRLN,2026-06-05,2026-06-19,INVALIDATED,close_6.69_below_sma20_7.34,{ninem_universe_watch},8,0.7733391003460208,,2026-06-05,10.2499,7.138,7.340999999999999,,0
MRLN,2026-06-05,2026-06-22,INVALIDATED,close_6.30_below_base_low_close_6.36,{ninem_universe_watch},9,0.7733391003460208,,2026-06-05,10.2499,6.9079999999999995,7.3,,0
TTAN,2026-06-05,2026-06-08,unqualified,base_age_0_below_3,{rs_1m_80},0,,,2026-06-05,84.09,,,,0
TTAN,2026-06-05,2026-06-09,unqualified,base_age_1_below_3,{rs_1m_80},1,,,2026-06-05,84.09,,,,0
TTAN,2026-06-05,2026-06-10,unqualified,base_age_2_below_3,{rs_1m_80},2,,,2026-06-05,84.09,,,,0
TTAN,2026-06-05,2026-06-11,INVALIDATED,close_68.24_below_base_low_close_70.71,{rs_1m_80},3,0.5523352409082518,,2026-06-05,84.09,73.27000000000001,67.6205,,0
TTAN,2026-06-05,2026-06-15,WATCH,runup_55% base_5d close_vs_pivot_-18.2%,{rs_1m_80},5,0.5523352409082518,,2026-06-05,84.09,71.82300000000001,68.6155,,2
NRIX,2026-06-08,2026-06-09,unqualified,runup_28%_below_50%,"{magna53_failed_r3,ninem_universe_watch}",6,0.2847965738758029,,2026-05-29,18,,,,0
NRIX,2026-06-08,2026-06-10,unqualified,runup_28%_below_50%,"{magna53_failed_r3,ninem_universe_watch}",7,0.2847965738758029,,2026-05-29,18,,,,0
NRIX,2026-06-08,2026-06-11,unqualified,runup_28%_below_50%,"{magna53_failed_r3,ninem_universe_watch}",8,0.2847965738758029,,2026-05-29,18,,,,0
NRIX,2026-06-08,2026-06-12,unqualified,runup_28%_below_50%,"{magna53_failed_r3,ninem_universe_watch}",9,0.2847965738758029,,2026-05-29,18,,,,0
NRIX,2026-06-08,2026-06-15,unqualified,base_age_0_below_3,"{magna53_failed_r3,ninem_universe_watch}",0,,,2026-06-12,18.91,,,,0
NRIX,2026-06-08,2026-06-16,unqualified,base_age_1_below_3,{ninem_universe_watch},1,,,2026-06-12,18.91,,,,0
NRIX,2026-06-08,2026-06-17,unqualified,base_age_2_below_3,{ninem_universe_watch},2,,,2026-06-12,18.91,,,,0
NRIX,2026-06-08,2026-06-18,unqualified,runup_35%_below_50%,{ninem_universe_watch},3,0.3497501784439687,,2026-06-12,18.91,,,,0
NRIX,2026-06-08,2026-06-19,unqualified,runup_35%_below_50%,{ninem_universe_watch},3,0.3497501784439687,,2026-06-12,18.91,,,,0
NRIX,2026-06-08,2026-06-22,unqualified,runup_35%_below_50%,{ninem_universe_watch},4,0.3497501784439687,,2026-06-12,18.91,,,,0
NRIX,2026-06-08,2026-06-23,unqualified,runup_33%_below_50%,{rs_1m_80},5,0.3279494382022472,,2026-06-12,18.91,,,,0
NRIX,2026-06-08,2026-06-24,unqualified,runup_33%_below_50%,"{rs_top200,rs_1m_80,momentum_25pct}",6,0.3279494382022472,,2026-06-12,18.91,,,,0
NRIX,2026-06-08,2026-06-25,unqualified,base_age_0_below_3,"{rs_top200,rs_1m_80,momentum_25pct}",0,,,2026-06-24,19.99,,,,0
NRIX,2026-06-08,2026-06-26,unqualified,base_age_0_below_3,"{rs_top200,rs_1m_80,momentum_25pct}",0,,,2026-06-25,23.09,,,,0
NRIX,2026-06-08,2026-06-29,unqualified,base_age_0_below_3,"{rs_top200,rs_1m_80,momentum_25pct}",0,,,2026-06-26,23.715,,,,0
ELVN,2026-06-11,2026-06-12,unqualified,base_age_0_below_3,"{rs_1m_80,momentum_25pct}",0,,,2026-06-11,45.5171,,,,0
ELVN,2026-06-11,2026-06-15,unqualified,base_age_0_below_3,{momentum_25pct},0,,,2026-06-12,47.36,,,,0
ELVN,2026-06-11,2026-06-16,unqualified,base_age_1_below_3,{momentum_25pct},1,,,2026-06-12,47.36,,,,0
ELVN,2026-06-11,2026-06-17,unqualified,base_age_2_below_3,"{rs_1m_80,momentum_25pct}",2,,,2026-06-12,47.36,,,,0
ELVN,2026-06-11,2026-06-18,WATCH,runup_65% base_3d close_vs_pivot_-4.8%,"{rs_1m_80,momentum_25pct}",3,0.654786862334032,,2026-06-12,47.36,40.281,39.765499999999996,,1
ELVN,2026-06-11,2026-06-22,WATCH,runup_61% base_4d close_vs_pivot_-3.0%,"{rs_1m_80,momentum_25pct}",4,0.6125297923050732,,2026-06-12,47.36,41.406,39.951,,2
ELVN,2026-06-11,2026-06-23,unqualified,base_age_0_below_3,"{rs_top200,rs_1m_80,momentum_25pct}",0,,,2026-06-22,48.52,,,,0
ELVN,2026-06-11,2026-06-24,unqualified,base_age_1_below_3,"{rs_top200,rs_1m_80,momentum_25pct}",1,,,2026-06-22,48.52,,,,0
ELVN,2026-06-11,2026-06-25,unqualified,base_age_0_below_3,"{rs_top200,rs_1m_80}",0,,,2026-06-24,49.94,,,,0
ELVN,2026-06-11,2026-06-26,unqualified,base_age_1_below_3,"{rs_top200,rs_1m_80}",1,,,2026-06-24,49.94,,,,0
ELVN,2026-06-11,2026-06-29,unqualified,base_age_2_below_3,"{rs_top200,rs_1m_80}",2,,,2026-06-24,49.94,,,,0
ELVN,2026-06-11,2026-06-30,unqualified,base_age_1_below_3,"{rs_top200,rs_1m_80}",1,,,2026-06-26,50.45,,,,0
ELVN,2026-06-11,2026-07-01,unqualified,base_age_0_below_3,{rs_1m_80},0,,,2026-06-30,52.39,,,,0
ELVN,2026-06-11,2026-07-02,unqualified,base_age_1_below_3,"{rs_top200,rs_1m_80}",1,,,2026-06-30,52.39,,,,0
IDCC,2026-06-11,2026-06-12,unqualified,base_age_0_below_3,{rs_1m_80},0,,,2026-06-11,298.8,,,,0
IDCC,2026-06-11,2026-06-15,unqualified,base_age_1_below_3,{rs_1m_80},1,,,2026-06-11,298.8,,,,0
IDCC,2026-06-11,2026-06-16,unqualified,base_age_2_below_3,{rs_1m_80},2,,,2026-06-11,298.8,,,,0
IDCC,2026-06-11,2026-06-17,unqualified,runup_20%_below_50%,{rs_1m_80},3,0.1993256803403709,,2026-06-11,298.8,,,,0
IDCC,2026-06-11,2026-06-18,unqualified,runup_20%_below_50%,{rs_1m_80},4,0.1993256803403709,,2026-06-11,298.8,,,,0
IDCC,2026-06-11,2026-06-22,unqualified,runup_20%_below_50%,{rs_1m_80},5,0.1993256803403709,,2026-06-11,298.8,,,,0
NAVN,2026-06-11,2026-06-12,unqualified,base_age_0_below_3,"{magna53_failed_r3,ninem_universe_watch}",0,,,2026-06-11,24.5,,,,0
NAVN,2026-06-11,2026-06-15,unqualified,base_age_1_below_3,"{magna53_failed_r3,ninem_universe_watch}",1,,,2026-06-11,24.5,,,,0
NAVN,2026-06-11,2026-06-16,unqualified,base_age_2_below_3,"{magna53_failed_r3,ninem_universe_watch}",2,,,2026-06-11,24.5,,,,0
NAVN,2026-06-11,2026-06-17,WATCH,runup_202% base_3d close_vs_pivot_-14.3%,"{rs_top200,magna53_failed_r3,ninem_universe_watch}",3,2.0228254164096233,,2026-06-11,24.5,20.913,20.725,,1
NAVN,2026-06-11,2026-06-18,WATCH,runup_202% base_4d close_vs_pivot_-10.6%,"{rs_top200,rs_1m_80,magna53_failed_r3,ninem_universe_watch}",4,2.0228254164096233,,2026-06-11,24.5,20.878,20.8935,,1
NAVN,2026-06-11,2026-06-19,WATCH,runup_193% base_4d close_vs_pivot_-10.6%,{ninem_universe_watch},4,1.9341317365269464,,2026-06-11,24.5,20.878,20.8935,,1
NAVN,2026-06-11,2026-06-22,WATCH,runup_193% base_5d close_vs_pivot_-11.6%,{ninem_universe_watch},5,1.9341317365269464,,2026-06-11,24.5,20.924,21.049,,2
NAVN,2026-06-11,2026-06-23,WATCH,runup_188% base_6d close_vs_pivot_-13.1%,{ninem_universe_watch},6,1.8772753963593658,,2026-06-11,24.5,20.908,21.119,,3
NAVN,2026-06-11,2026-06-24,WATCH,runup_133% base_7d close_vs_pivot_-11.1%,{ninem_universe_watch},7,1.3333333333333335,,2026-06-11,24.5,21.018,21.2515,,3
NAVN,2026-06-11,2026-06-25,WATCH,runup_113% base_8d close_vs_pivot_-11.9%,{ninem_universe_watch},8,1.1285838401390098,,2026-06-11,24.5,21.09,21.343,,3
NAVN,2026-06-11,2026-07-01,unqualified,runup_72%_below_90%,"{rs_top200,rs_1m_80}",12,0.7180925666199158,,2026-06-11,24.5,,,,0
NAVN,2026-06-11,2026-07-02,unqualified,runup_72%_below_90%,"{rs_top200,rs_1m_80}",13,0.7180925666199158,,2026-06-11,24.5,,,,0
AKTS,2026-06-12,2026-06-29,unqualified,adv_416k_below_500k_shares,"{rs_top200,rs_1m_80,momentum_25pct}",,,,,,,,,0
AKTS,2026-06-12,2026-06-30,unqualified,adv_472k_below_500k_shares,"{rs_top200,rs_1m_80,momentum_25pct}",,,,,,,,,0
AKTS,2026-06-12,2026-07-01,unqualified,adv_483k_below_500k_shares,"{rs_top200,rs_1m_80,momentum_25pct}",,,,,,,,,0
AKTS,2026-06-12,2026-07-02,unqualified,base_age_1_below_3,"{rs_top200,rs_1m_80,momentum_25pct}",1,,,2026-06-30,34.1899,,,,0
SHAZ,2026-06-12,2026-06-16,WATCH,runup_306% base_9d close_vs_pivot_-10.8%,"{rs_top200,rs_1m_80,momentum_25pct}",9,3.06235238545111,,2026-06-02,86,69.001,68.18825,,2
SHAZ,2026-06-12,2026-06-17,WATCH,runup_306% base_10d close_vs_pivot_-1.1%,"{rs_top200,rs_1m_80,momentum_25pct}",10,3.06235238545111,,2026-06-02,86,69.497,69.81675,,2
SHAZ,2026-06-12,2026-06-18,unqualified,base_age_0_below_3,"{rs_top200,rs_1m_80,momentum_25pct}",0,,,2026-06-17,97.48,,,,0
SHAZ,2026-06-12,2026-06-22,unqualified,base_age_1_below_3,"{rs_top200,rs_1m_80,momentum_25pct}",1,,,2026-06-17,97.48,,,,0
SHAZ,2026-06-12,2026-06-23,unqualified,base_age_2_below_3,{momentum_25pct},2,,,2026-06-17,97.48,,,,0
SHAZ,2026-06-12,2026-06-24,INVALIDATED,close_83.69_below_base_low_close_84.36,{momentum_25pct},3,3.6046291922531886,,2026-06-17,97.48,78.132,75.3995,,0
SHAZ,2026-06-12,2026-06-25,INVALIDATED,close_80.77_below_base_low_close_83.69,"{rs_top200,momentum_25pct}",4,3.6046291922531886,,2026-06-17,97.48,79.92,76.1535,,0
SHAZ,2026-06-12,2026-06-26,WATCH,runup_157% base_5d close_vs_pivot_-15.8%,"{rs_top200,rs_1m_80,momentum_25pct}",5,1.5693199789140753,,2026-06-17,97.48,80.974,76.515,,2
SHAZ,2026-06-12,2026-06-29,WATCH,runup_157% base_6d close_vs_pivot_-16.9%,"{rs_top200,rs_1m_80}",6,1.5693199789140753,,2026-06-17,97.48,82.842,76.7735,,3
SHAZ,2026-06-12,2026-06-30,WATCH,runup_157% base_7d close_vs_pivot_-13.2%,"{rs_top200,rs_1m_80}",7,1.5693199789140753,,2026-06-17,97.48,84.287,77.029,,3
SHAZ,2026-06-12,2026-07-01,INVALIDATED,close_79.11_below_base_low_close_80.77,"{rs_top200,rs_1m_80}",8,1.5693199789140753,,2026-06-17,97.48,84.53,76.7655,,0
RXT,2026-06-16,2026-06-17,TIGHTENING,runup_788% base_22d close_vs_pivot_-1.6%,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch,flag_stage_carryforward}",22,7.877799698270859,,2026-05-14,7.65,5.5445,5.20625,WATCH,2
RXT,2026-06-16,2026-06-18,unqualified,base_age_0_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch,flag_stage_carryforward}",0,,,2026-06-17,8.6,,,,0
RXT,2026-06-16,2026-06-19,unqualified,base_age_0_below_3,"{ninem_universe_watch,flag_stage_carryforward}",0,,,2026-06-17,8.6,,,,0
RXT,2026-06-16,2026-06-22,unqualified,base_age_1_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch,flag_stage_carryforward}",1,,,2026-06-17,8.6,,,,0
RXT,2026-06-16,2026-06-23,unqualified,base_age_2_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",2,,,2026-06-17,8.6,,,,0
RXT,2026-06-16,2026-06-24,INVALIDATED,close_6.82_below_base_low_close_6.83,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",3,8.980271556226064,,2026-06-17,8.6,6.4125,5.741,,0
RXT,2026-06-16,2026-06-25,INVALIDATED,close_6.36_below_base_low_close_6.82,"{rs_top200,rs_1m_80,ninem_universe_watch}",4,8.980271556226064,,2026-06-17,8.6,6.5200000000000005,5.8275,,0
RXT,2026-06-16,2026-06-26,INVALIDATED,close_5.98_below_base_low_close_6.36,"{rs_top200,rs_1m_80,ninem_universe_watch}",5,5.142857142857143,,2026-06-17,8.6,6.558,5.884,,0
RXT,2026-06-16,2026-06-29,unqualified,flag_low_5.71_below_75%_of_pole_8.60,"{rs_top200,rs_1m_80,ninem_universe_watch}",6,5.142857142857143,,2026-06-17,8.6,6.6715,5.95425,,0
RXT,2026-06-16,2026-06-30,unqualified,flag_low_5.71_below_75%_of_pole_8.60,"{rs_top200,rs_1m_80,ninem_universe_watch}",7,5.142857142857143,,2026-06-17,8.6,6.733,5.98475,,0
RXT,2026-06-16,2026-07-01,unqualified,flag_low_5.71_below_75%_of_pole_8.60,"{rs_top200,rs_1m_80,ninem_universe_watch}",8,5.142857142857143,,2026-06-17,8.6,6.761,6.03675,,0
RXT,2026-06-16,2026-07-06,unqualified,flag_low_5.63_below_75%_of_pole_8.60,{rs_top200},10,5.142857142857143,,2026-06-17,8.6,6.5005,6.104,,0
RXT,2026-06-16,2026-07-07,unqualified,flag_low_5.63_below_75%_of_pole_8.60,{rs_top200},11,5.142857142857143,,2026-06-17,8.6,6.493,6.20675,,0
JBL,2026-06-17,2026-06-18,unqualified,base_age_0_below_3,{magna53_failed_r3},0,,,2026-06-17,428.9322,,,,0
JBL,2026-06-17,2026-06-19,unqualified,base_age_0_below_3,{magna53_failed_r3},0,,,2026-06-17,428.9322,,,,0
JBL,2026-06-17,2026-06-22,unqualified,base_age_1_below_3,{magna53_failed_r3},1,,,2026-06-17,428.9322,,,,0
JBL,2026-06-17,2026-06-23,unqualified,base_age_2_below_3,{magna53_failed_r3},2,,,2026-06-17,428.9322,,,,0
JBL,2026-06-17,2026-06-24,INVALIDATED,close_371.80_below_base_low_close_371.88,{magna53_failed_r3},3,0.7493513326128185,,2026-06-17,428.9322,374.40999999999997,370.4625,,0
LZB,2026-06-17,2026-06-23,unqualified,base_age_2_below_3,{rs_1m_80},2,,,2026-06-17,44.9,,,,0
LZB,2026-06-17,2026-06-24,unqualified,runup_44%_below_50%,{rs_1m_80},3,0.43679999999999986,,2026-06-17,44.9,,,,0
LZB,2026-06-17,2026-06-25,unqualified,runup_44%_below_50%,{rs_1m_80},4,0.43679999999999986,,2026-06-17,44.9,,,,0
LZB,2026-06-17,2026-07-07,unqualified,adr_3.9pct_below_4pct,{rs_1m_80},,,,,,,,,0
QURE,2026-06-17,2026-06-18,unqualified,base_age_0_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",0,,,2026-06-17,49.7,,,,0
QURE,2026-06-17,2026-06-19,unqualified,base_age_0_below_3,{ninem_universe_watch},0,,,2026-06-17,49.7,,,,0
QURE,2026-06-17,2026-06-22,unqualified,base_age_1_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",1,,,2026-06-17,49.7,,,,0
QURE,2026-06-17,2026-06-23,unqualified,base_age_2_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",2,,,2026-06-17,49.7,,,,0
QURE,2026-06-17,2026-06-24,WATCH,runup_276% base_3d close_vs_pivot_-1.7%,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",3,2.7623012869038606,,2026-06-17,49.7,37.28,32.2055,,1
QURE,2026-06-17,2026-06-25,WATCH,runup_276% base_4d close_vs_pivot_-1.2%,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",4,2.7623012869038606,,2026-06-17,49.7,39.507999999999996,33.402,,2
QURE,2026-06-17,2026-06-26,unqualified,pole_49.70_only_70%_of_52w_high_71.50_(not_stage2),"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",5,1.9939759036144578,,2026-06-17,49.7,41.577,34.535000000000004,,0
QURE,2026-06-17,2026-06-29,unqualified,pole_49.70_only_70%_of_52w_high_71.50_(not_stage2),"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",6,1.9939759036144578,,2026-06-17,49.7,43.559,35.477999999999994,,0
QURE,2026-06-17,2026-06-30,unqualified,pole_49.70_only_70%_of_52w_high_71.50_(not_stage2),"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",7,1.9939759036144578,,2026-06-17,49.7,45.378,36.37,,0
QURE,2026-06-17,2026-07-01,unqualified,pole_49.70_only_70%_of_52w_high_71.50_(not_stage2),"{rs_top200,rs_1m_80,ninem_universe_watch}",8,1.9939759036144578,,2026-06-17,49.7,47.196,37.290499999999994,,0
QURE,2026-06-17,2026-07-02,INVALIDATED,close_41.81_below_base_low_close_44.39,"{rs_top200,rs_1m_80}",9,1.9939759036144578,,2026-06-17,49.7,46.561,37.887,,0
QURE,2026-06-17,2026-07-06,INVALIDATED,close_41.36_below_base_low_close_41.81,"{rs_top200,rs_1m_80}",10,1.9939759036144578,,2026-06-17,49.7,46.068,38.5555,,0
QURE,2026-06-17,2026-07-07,unqualified,pole_49.70_only_70%_of_52w_high_71.50_(not_stage2),"{rs_top200,rs_1m_80}",11,1.9939759036144578,,2026-06-17,49.7,45.769999999999996,39.3035,,0
SWBI,2026-06-18,2026-06-22,unqualified,base_age_0_below_3,{rs_1m_80},0,,,2026-06-18,17.5625,,,,0
SWBI,2026-06-18,2026-06-23,unqualified,base_age_1_below_3,{rs_1m_80},1,,,2026-06-18,17.5625,,,,0
SWBI,2026-06-18,2026-07-07,unqualified,runup_29%_below_90%,{rs_1m_80},10,0.28946402349486067,,2026-06-18,17.5625,,,,0
SWBI,2026-06-18,2026-07-08,unqualified,runup_29%_below_90%,{rs_1m_80},11,0.28946402349486067,,2026-06-18,17.5625,,,,0
UUUU,2026-06-18,2026-06-19,unqualified,runup_29%_below_50%,{ninem_universe_watch},24,0.2860665844636252,,2026-05-13,20.86,,,,0
UUUU,2026-06-18,2026-06-22,unqualified,runup_25%_below_50%,{ninem_universe_watch},24,0.24660912453760786,,2026-05-14,20.22,,,,0
UUUU,2026-06-18,2026-06-23,unqualified,runup_23%_below_50%,{ninem_universe_watch},13,0.23206487835308787,,2026-06-02,19.75,,,,0
UUUU,2026-06-18,2026-06-24,unqualified,runup_23%_below_50%,{ninem_universe_watch},14,0.23206487835308787,,2026-06-02,19.75,,,,0
UUUU,2026-06-18,2026-06-25,unqualified,runup_23%_below_50%,{ninem_universe_watch},15,0.23206487835308787,,2026-06-02,19.75,,,,0
UUUU,2026-06-18,2026-06-26,unqualified,runup_23%_below_90%,{ninem_universe_watch},16,0.23206487835308787,,2026-06-02,19.75,,,,0
UUUU,2026-06-18,2026-06-29,unqualified,runup_23%_below_90%,{ninem_universe_watch},17,0.23206487835308787,,2026-06-02,19.75,,,,0
UUUU,2026-06-18,2026-06-30,unqualified,runup_23%_below_90%,{ninem_universe_watch},18,0.23206487835308787,,2026-06-02,19.75,,,,0
UUUU,2026-06-18,2026-07-01,unqualified,runup_23%_below_90%,{ninem_universe_watch},19,0.23206487835308787,,2026-06-02,19.75,,,,0
UUUU,2026-06-18,2026-07-02,unqualified,runup_23%_below_90%,{ninem_universe_watch},20,0.23206487835308787,,2026-06-02,19.75,,,,0
DFTX,2026-06-22,2026-06-23,unqualified,base_age_0_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",0,,,2026-06-22,39.16,,,,0
DFTX,2026-06-22,2026-06-24,unqualified,base_age_1_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",1,,,2026-06-22,39.16,,,,0
DFTX,2026-06-22,2026-06-25,unqualified,base_age_0_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",0,,,2026-06-24,44.535,,,,0
DFTX,2026-06-22,2026-06-26,unqualified,base_age_0_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",0,,,2026-06-25,47.01,,,,0
DFTX,2026-06-22,2026-06-29,unqualified,base_age_1_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",1,,,2026-06-25,47.01,,,,0
DFTX,2026-06-22,2026-06-30,unqualified,base_age_2_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",2,,,2026-06-25,47.01,,,,0
DFTX,2026-06-22,2026-07-01,unqualified,base_age_0_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",0,,,2026-06-30,49.2,,,,0
DFTX,2026-06-22,2026-07-02,unqualified,base_age_1_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",1,,,2026-06-30,49.2,,,,0
DFTX,2026-06-22,2026-07-03,unqualified,base_age_1_below_3,{ninem_universe_watch},1,,,2026-06-30,49.2,,,,0
DFTX,2026-06-22,2026-07-06,unqualified,base_age_2_below_3,"{rs_top200,rs_1m_80,ninem_universe_watch}",2,,,2026-06-30,49.2,,,,0
DFTX,2026-06-22,2026-07-07,WATCH,runup_155% base_3d close_vs_pivot_-9.6%,"{rs_top200,rs_1m_80}",3,1.5452664252457322,,2026-06-30,49.2,43.803999999999995,34.481,,2
DFTX,2026-06-22,2026-07-08,WATCH,runup_155% base_4d close_vs_pivot_-7.9%,"{rs_top200,rs_1m_80}",4,1.5452664252457322,,2026-06-30,49.2,44.718,35.596,,2
DFTX,2026-06-22,2026-07-09,WATCH,runup_155% base_5d close_vs_pivot_-1.5%,"{rs_top200,rs_1m_80}",5,1.5452664252457322,,2026-06-30,49.2,45.35,36.870999999999995,,1
DFTX,2026-06-22,2026-07-10,WATCH,runup_155% base_6d close_vs_pivot_-4.3%,"{rs_top200,rs_1m_80}",6,1.5452664252457322,,2026-06-30,49.2,45.577999999999996,38.0625,,2
DFTX,2026-06-22,2026-07-13,WATCH,runup_155% base_7d close_vs_pivot_-11.3%,"{rs_top200,rs_1m_80}",7,1.5452664252457322,,2026-06-30,49.2,45.448,39.0395,,2
MLTX,2026-06-22,2026-06-23,unqualified,base_age_0_below_3,"{rs_top200,rs_1m_80}",0,,,2026-06-22,23.29,,,,0
SYRE,2026-06-22,2026-06-23,unqualified,base_age_0_below_3,"{rs_top200,rs_1m_80,momentum_25pct}",0,,,2026-06-22,101.705,,,,0
SYRE,2026-06-22,2026-06-24,unqualified,base_age_1_below_3,"{rs_top200,rs_1m_80}",1,,,2026-06-22,101.705,,,,0
SYRE,2026-06-22,2026-06-25,unqualified,base_age_2_below_3,"{rs_top200,rs_1m_80}",2,,,2026-06-22,101.705,,,,0
SYRE,2026-06-22,2026-06-26,unqualified,runup_57%_below_90%,"{rs_top200,rs_1m_80}",3,0.5726766661512293,,2026-06-22,101.705,,,,0
SYRE,2026-06-22,2026-06-29,unqualified,runup_57%_below_90%,"{rs_top200,rs_1m_80}",4,0.5726766661512293,,2026-06-22,101.705,,,,0
SYRE,2026-06-22,2026-06-30,unqualified,runup_57%_below_90%,"{rs_top200,rs_1m_80}",5,0.5726766661512293,,2026-06-22,101.705,,,,0
SYRE,2026-06-22,2026-07-01,unqualified,runup_57%_below_90%,"{rs_top200,rs_1m_80}",6,0.5726766661512293,,2026-06-22,101.705,,,,0
SYRE,2026-06-22,2026-07-07,unqualified,runup_57%_below_90%,"{rs_top200,rs_1m_80}",9,0.5726766661512293,,2026-06-22,101.705,,,,0
SYRE,2026-06-22,2026-07-08,unqualified,runup_57%_below_90%,{rs_top200},10,0.5726766661512293,,2026-06-22,101.705,,,,0
SYRE,2026-06-22,2026-07-09,unqualified,runup_57%_below_90%,"{rs_top200,rs_1m_80}",11,0.5726766661512293,,2026-06-22,101.705,,,,0
SYRE,2026-06-22,2026-07-10,unqualified,runup_57%_below_90%,"{rs_top200,rs_1m_80}",12,0.5726766661512293,,2026-06-22,101.705,,,,0
ABSI,2026-06-24,2026-06-25,unqualified,base_age_0_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",0,,,2026-06-24,11,,,,0
ABSI,2026-06-24,2026-06-26,unqualified,base_age_1_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",1,,,2026-06-24,11,,,,0
ABSI,2026-06-24,2026-06-29,unqualified,base_age_0_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",0,,,2026-06-26,11.36,,,,0
ABSI,2026-06-24,2026-06-30,unqualified,base_age_0_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",0,,,2026-06-29,12.055,,,,0
ABSI,2026-06-24,2026-07-01,unqualified,base_age_1_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",1,,,2026-06-29,12.055,,,,0
ABSI,2026-06-24,2026-07-02,unqualified,base_age_2_below_3,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",2,,,2026-06-29,12.055,,,,0
ABSI,2026-06-24,2026-07-03,unqualified,base_age_2_below_3,{ninem_universe_watch},2,,,2026-06-29,12.055,,,,0
ABSI,2026-06-24,2026-07-06,WATCH,runup_168% base_3d close_vs_pivot_-4.3%,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",3,1.6848552338530065,,2026-06-29,12.055,10.4195,8.62625,,2
ABSI,2026-06-24,2026-07-07,WATCH,runup_168% base_4d close_vs_pivot_-6.0%,"{rs_top200,rs_1m_80,momentum_25pct,ninem_universe_watch}",4,1.6848552338530065,,2026-06-29,12.055,10.7125,8.87275,,2
ABSI,2026-06-24,2026-07-08,INVALIDATED,close_11.10_below_base_low_close_11.11,"{rs_top200,rs_1m_80,ninem_universe_watch}",5,1.6848552338530065,,2026-06-29,12.055,11.0815,9.100249999999999,,0
