ticker|theme|stage|corr|overlap|basket_n|members_n|verdict|sector|singleton_sector|paying
DRI|Restaurant Chain Recovery|Mainstream|0.6014|60|4|5|admit|Consumer Cyclical|False|True
CAKE|Restaurant Chain Recovery|Mainstream|0.7824|60|4|5|admit|Consumer Cyclical|False|True
BJRI|Restaurant Chain Recovery|Mainstream|0.5835|60|4|5|admit|Consumer Cyclical|False|True
EAT|Restaurant Chain Recovery|Mainstream|0.6395|60|4|5|admit|Consumer Cyclical|False|True
CBRL|Restaurant Chain Recovery|Mainstream|0.578|60|4|5|admit|Consumer Cyclical|False|True
INTC|Semiconductor Foundry & Advanced Packaging Manufacturing|Mainstream|0.7876|60|4|5|admit|Technology|False|True
UMC|Semiconductor Foundry & Advanced Packaging Manufacturing|Mainstream|0.7084|60|4|5|admit|Technology|False|True
TSM|Semiconductor Foundry & Advanced Packaging Manufacturing|Mainstream|0.8137|60|4|5|admit|Technology|False|True
TSEM|Semiconductor Foundry & Advanced Packaging Manufacturing|Mainstream|0.6327|60|4|5|admit|Technology|False|True
ASX|Semiconductor Foundry & Advanced Packaging Manufacturing|Mainstream|0.8373|60|4|5|admit|Technology|False|True
TER|Semiconductor Test, Yield & Assembly Supply Chain|Accelerating|0.8923|60|6|7|admit|Technology|False|True
PDFS|Semiconductor Test, Yield & Assembly Supply Chain|Accelerating|0.8682|60|6|7|admit|Technology|False|True
CAMT|Semiconductor Test, Yield & Assembly Supply Chain|Accelerating|0.826|60|6|7|admit|Technology|False|True
COHU|Semiconductor Test, Yield & Assembly Supply Chain|Accelerating|0.9223|60|6|7|admit|Technology|False|True
FORM|Semiconductor Test, Yield & Assembly Supply Chain|Accelerating|0.9411|60|6|7|admit|Technology|False|True
SANM|Semiconductor Test, Yield & Assembly Supply Chain|Accelerating|0.8152|60|6|7|admit|Technology|False|True
AEHR|Semiconductor Test, Yield & Assembly Supply Chain|Accelerating|0.8052|60|6|7|admit|Technology|False|True
JAN|Skilled Nursing & Senior Housing Healthcare REITs|Fading|0.7325|60|3|4|admit|Real Estate|False|False
WELL|Skilled Nursing & Senior Housing Healthcare REITs|Fading|0.8208|60|3|4|admit|Real Estate|False|False
LTC|Skilled Nursing & Senior Housing Healthcare REITs|Fading|0.838|60|3|4|admit|Real Estate|False|False
OHI|Skilled Nursing & Senior Housing Healthcare REITs|Fading|0.8701|60|3|4|admit|Real Estate|False|False
NNE|Small Modular Reactor & Advanced Nuclear Fission Technology|Nascent|0.9027|60|3|4|admit|Industrials|False|False
OKLO|Small Modular Reactor & Advanced Nuclear Fission Technology|Nascent|0.8964|60|3|4|admit|Utilities|True|False
SMR|Small Modular Reactor & Advanced Nuclear Fission Technology|Nascent|0.8967|60|3|4|admit|Industrials|False|False
LEU|Small Modular Reactor & Advanced Nuclear Fission Technology|Nascent|0.8406|60|3|4|admit|Energy|True|False
GTLB|Software Development & DevOps Collaboration Platforms|Mainstream||0|2|3|unjudgeable:thin_basket|Technology|False|True
TEAM|Software Development & DevOps Collaboration Platforms|Mainstream||0|2|3|unjudgeable:thin_basket|Technology|False|True
FROG|Software Development & DevOps Collaboration Platforms|Mainstream||0|2|3|unjudgeable:thin_basket|Technology|False|True
BKSY|Space Economy: Satellite Communications & Launch Services|Mainstream|0.7561|60|8|9|admit|Industrials|False|True
RDW|Space Economy: Satellite Communications & Launch Services|Mainstream|0.8957|60|8|9|admit|Industrials|False|True
VSAT|Space Economy: Satellite Communications & Launch Services|Mainstream|0.4931|60|8|9|admit|Technology|True|True
FLY|Space Economy: Satellite Communications & Launch Services|Mainstream|0.8905|60|8|9|admit|Industrials|False|True
MDA|Space Economy: Satellite Communications & Launch Services|Mainstream|0.6502|60|8|9|admit|Industrials|False|True
VOYG|Space Economy: Satellite Communications & Launch Services|Mainstream|0.7089|60|8|9|admit|Industrials|False|True
RKLB|Space Economy: Satellite Communications & Launch Services|Mainstream|0.858|60|8|9|admit|Industrials|False|True
SPCX|Space Economy: Satellite Communications & Launch Services|Mainstream|0.4574|60|8|9|admit|Industrials|False|True
LUNR|Space Economy: Satellite Communications & Launch Services|Mainstream|0.8115|60|8|9|admit|Industrials|False|True
EG|Specialty P&C Insurance Underwriters Rotation Reversal|Fading|0.8895|60|14|15|admit|Financial Services|False|False
WRB|Specialty P&C Insurance Underwriters Rotation Reversal|Fading|0.8641|60|14|15|admit|Financial Services|False|False
PLMR|Specialty P&C Insurance Underwriters Rotation Reversal|Fading|0.791|60|14|15|admit|Financial Services|False|False
HCI|Specialty P&C Insurance Underwriters Rotation Reversal|Fading|0.6738|60|14|15|admit|Financial Services|False|False
RNR|Specialty P&C Insurance Underwriters Rotation Reversal|Fading|0.8655|60|14|15|admit|Financial Services|False|False
PGR|Specialty P&C Insurance Underwriters Rotation Reversal|Fading|0.8007|60|14|15|admit|Financial Services|False|False
SKWD|Specialty P&C Insurance Underwriters Rotation Reversal|Fading|0.8172|60|14|15|admit|Financial Services|False|False
RLI|Specialty P&C Insurance Underwriters Rotation Reversal|Fading|0.8962|60|14|15|admit|Financial Services|False|False
ACGL|Specialty P&C Insurance Underwriters Rotation Reversal|Fading|0.9276|60|14|15|admit|Financial Services|False|False
SPNT|Specialty P&C Insurance Underwriters Rotation Reversal|Fading|0.7479|60|14|15|admit|Financial Services|False|False
AFG|Specialty P&C Insurance Underwriters Rotation Reversal|Fading|0.814|60|14|15|admit|Financial Services|False|False
THG|Specialty P&C Insurance Underwriters Rotation Reversal|Fading|0.8146|60|14|15|admit|Financial Services|False|False
TRV|Specialty P&C Insurance Underwriters Rotation Reversal|Fading|0.7886|60|14|15|admit|Financial Services|False|False
CB|Specialty P&C Insurance Underwriters Rotation Reversal|Fading|0.903|60|14|15|admit|Financial Services|False|False
SLDE|Specialty P&C Insurance Underwriters Rotation Reversal|Fading|0.7991|60|14|15|admit|Financial Services|False|False
GME|Specialty Retail Short-Squeeze Momentum Basket|Mainstream||0|2|3|unjudgeable:thin_basket|Consumer Cyclical|False|True
ASO|Specialty Retail Short-Squeeze Momentum Basket|Mainstream||0|2|3|unjudgeable:thin_basket|Consumer Cyclical|False|True
SIG|Specialty Retail Short-Squeeze Momentum Basket|Mainstream||0|2|3|unjudgeable:thin_basket|Consumer Cyclical|False|True
ROST|U.S. Apparel & Fashion Recovery|Mainstream|0.3985|60|9|10|admit|Consumer Cyclical|False|True
CROX|U.S. Apparel & Fashion Recovery|Mainstream|0.4118|60|9|10|admit|Consumer Cyclical|False|True
ANF|U.S. Apparel & Fashion Recovery|Mainstream|0.472|60|9|10|admit|Consumer Cyclical|False|True
URBN|U.S. Apparel & Fashion Recovery|Mainstream|0.7099|60|9|10|admit|Consumer Cyclical|False|True
GAP|U.S. Apparel & Fashion Recovery|Mainstream|0.5332|60|9|10|admit|Consumer Cyclical|False|True
SHOE|U.S. Apparel & Fashion Recovery|Mainstream|0.5691|60|9|10|admit|Consumer Cyclical|False|True
KSS|U.S. Apparel & Fashion Recovery|Mainstream|0.4737|60|9|10|admit|Consumer Cyclical|False|True
SHOO|U.S. Apparel & Fashion Recovery|Mainstream|0.4063|60|9|10|admit|Consumer Cyclical|False|True
WWW|U.S. Apparel & Fashion Recovery|Mainstream|0.4246|60|9|10|admit|Consumer Cyclical|False|True
DDS|U.S. Apparel & Fashion Recovery|Mainstream|0.3854|60|9|10|admit|Consumer Cyclical|False|True
LUV|U.S. Domestic Passenger Airlines|Nascent||0|2|3|unjudgeable:thin_basket|Industrials|False|False
UAL|U.S. Domestic Passenger Airlines|Nascent||0|2|3|unjudgeable:thin_basket|Industrials|False|False
DAL|U.S. Domestic Passenger Airlines|Nascent||0|2|3|unjudgeable:thin_basket|Industrials|False|False
MRNA|Vaccine & Antiviral Therapeutics Rebound|Mainstream|0.5097|60|3|4|admit|Healthcare|False|True
GILD|Vaccine & Antiviral Therapeutics Rebound|Mainstream|0.367|60|3|4|admit|Healthcare|False|True
NVAX|Vaccine & Antiviral Therapeutics Rebound|Mainstream|0.6812|60|3|4|admit|Healthcare|False|True
VIR|Vaccine & Antiviral Therapeutics Rebound|Mainstream|0.4408|60|3|4|admit|Healthcare|False|True
WT|Wealth Management & Retail Brokerage Platforms|Mainstream|0.4592|60|12|13|admit|Financial Services|False|True
SCHW|Wealth Management & Retail Brokerage Platforms|Mainstream|0.3764|60|12|13|admit|Financial Services|False|True
XP|Wealth Management & Retail Brokerage Platforms|Mainstream|0.0722|60|12|13|reject|Financial Services|False|True
IVZ|Wealth Management & Retail Brokerage Platforms|Mainstream|0.6297|60|12|13|admit|Financial Services|False|True
BEN|Wealth Management & Retail Brokerage Platforms|Mainstream|0.5071|60|12|13|admit|Financial Services|False|True
HOOD|Wealth Management & Retail Brokerage Platforms|Mainstream|0.313|60|12|13|reject|Financial Services|False|True
AMG|Wealth Management & Retail Brokerage Platforms|Mainstream|0.4105|60|12|13|admit|Financial Services|False|True
VCTR|Wealth Management & Retail Brokerage Platforms|Mainstream|0.3938|60|12|13|admit|Financial Services|False|True
OPY|Wealth Management & Retail Brokerage Platforms|Mainstream|0.5654|60|12|13|admit|Financial Services|False|True
AAMI|Wealth Management & Retail Brokerage Platforms|Mainstream|0.5015|60|12|13|admit|Financial Services|False|True
AMP|Wealth Management & Retail Brokerage Platforms|Mainstream|0.4358|60|12|13|admit|Financial Services|False|True
SEIC|Wealth Management & Retail Brokerage Platforms|Mainstream|0.3722|60|12|13|admit|Financial Services|False|True
WLTH|Wealth Management & Retail Brokerage Platforms|Mainstream|0.401|60|12|13|admit|Technology|True|True
BHE|Electronics Manufacturing Services (EMS) Providers|Nascent|0.8711|60|3|4|admit|Technology|False|False
CLS|Electronics Manufacturing Services (EMS) Providers|Nascent|0.513|60|3|4|admit|Technology|False|False
PLXS|Electronics Manufacturing Services (EMS) Providers|Nascent|0.7743|60|3|4|admit|Technology|False|False
SANM|Electronics Manufacturing Services (EMS) Providers|Nascent|0.6495|60|3|4|admit|Technology|False|False
ACMR|Front-End Semiconductor Fabrication Equipment Makers|Nascent|0.8421|60|3|4|admit|Technology|False|False
LRCX|Front-End Semiconductor Fabrication Equipment Makers|Nascent|0.9383|60|3|4|admit|Technology|False|False
ASML|Front-End Semiconductor Fabrication Equipment Makers|Nascent|0.7984|60|3|4|admit|Technology|False|False
AMAT|Front-End Semiconductor Fabrication Equipment Makers|Nascent|0.9038|60|3|4|admit|Technology|False|False
E|Petroleum Refiners & Marketers|Fading|0.7385|60|19|20|admit|Energy|False|False
EQNR|Petroleum Refiners & Marketers|Fading|0.7922|60|19|20|admit|Energy|False|False
PSX|Petroleum Refiners & Marketers|Fading|0.8527|60|19|20|admit|Energy|False|False
SHEL|Petroleum Refiners & Marketers|Fading|0.7496|60|19|20|admit|Energy|False|False
VLO|Petroleum Refiners & Marketers|Fading|0.7967|60|19|20|admit|Energy|False|False
CVX|Petroleum Refiners & Marketers|Fading|0.8589|60|19|20|admit|Energy|False|False
CVI|Petroleum Refiners & Marketers|Fading|0.6756|60|19|20|admit|Energy|False|False
TTE|Petroleum Refiners & Marketers|Fading|0.6813|60|19|20|admit|Energy|False|False
PARR|Petroleum Refiners & Marketers|Fading|0.6772|60|19|20|admit|Energy|False|False
PBF|Petroleum Refiners & Marketers|Fading|0.6871|60|19|20|admit|Energy|False|False
DK|Petroleum Refiners & Marketers|Fading|0.6524|60|19|20|admit|Energy|False|False
MPC|Petroleum Refiners & Marketers|Fading|0.8072|60|19|20|admit|Energy|False|False
XOM|Petroleum Refiners & Marketers|Fading|0.7706|60|19|20|admit|Energy|False|False
SU|Petroleum Refiners & Marketers|Fading|0.8497|60|19|20|admit|Energy|False|False
SUNC|Petroleum Refiners & Marketers|Fading|0.7185|60|19|20|admit|Energy|False|False
EQT|Petroleum Refiners & Marketers|Fading|0.5266|60|19|20|admit|Energy|False|False
DINO|Petroleum Refiners & Marketers|Fading|0.7768|60|19|20|admit|Energy|False|False
RRC|Petroleum Refiners & Marketers|Fading|0.659|60|19|20|admit|Energy|False|False
BP|Petroleum Refiners & Marketers|Fading|0.7929|60|19|20|admit|Energy|False|False
AR|Petroleum Refiners & Marketers|Fading|0.6315|60|19|20|admit|Energy|False|False
SVM|Precious Metals Complex Rebound|Fading|0.8582|60|34|35|admit|Basic Materials|False|False
BVN|Precious Metals Complex Rebound|Fading|0.7799|60|34|35|admit|Basic Materials|False|False
OR|Precious Metals Complex Rebound|Fading|0.8822|60|34|35|admit|Basic Materials|False|False
PPTA|Precious Metals Complex Rebound|Fading|0.8555|60|34|35|admit|Basic Materials|False|False
CGAU|Precious Metals Complex Rebound|Fading|0.8589|60|34|35|admit|Basic Materials|False|False
EGO|Precious Metals Complex Rebound|Fading|0.8737|60|34|35|admit|Basic Materials|False|False
EQX|Precious Metals Complex Rebound|Fading|0.9289|60|34|35|admit|Basic Materials|False|False
AAUC|Precious Metals Complex Rebound|Fading|0.5434|60|34|35|admit|Basic Materials|False|False
NEM|Precious Metals Complex Rebound|Fading|0.9246|60|34|35|admit|Basic Materials|False|False
AG|Precious Metals Complex Rebound|Fading|0.924|60|34|35|admit|Basic Materials|False|False
TFPM|Precious Metals Complex Rebound|Fading|0.8348|60|34|35|admit|Basic Materials|False|False
HL|Precious Metals Complex Rebound|Fading|0.9152|60|34|35|admit|Basic Materials|False|False
ARIS|Precious Metals Complex Rebound|Fading|0.9176|60|34|35|admit|Basic Materials|False|False
FNV|Precious Metals Complex Rebound|Fading|0.8447|60|34|35|admit|Basic Materials|False|False
AGI|Precious Metals Complex Rebound|Fading|0.9187|60|34|35|admit|Basic Materials|False|False
FSM|Precious Metals Complex Rebound|Fading|0.9576|60|34|35|admit|Basic Materials|False|False
B|Precious Metals Complex Rebound|Fading|0.8521|60|34|35|admit|Basic Materials|False|False
OGC|Precious Metals Complex Rebound|Fading|0.8909|60|34|35|admit|Basic Materials|False|False
SKE|Precious Metals Complex Rebound|Fading|0.9005|60|34|35|admit|Basic Materials|False|False
GFI|Precious Metals Complex Rebound|Fading|0.8643|60|34|35|admit|Basic Materials|False|False
AU|Precious Metals Complex Rebound|Fading|0.905|60|34|35|admit|Basic Materials|False|False
EXK|Precious Metals Complex Rebound|Fading|0.8532|60|34|35|admit|Basic Materials|False|False
CDE|Precious Metals Complex Rebound|Fading|0.8765|60|34|35|admit|Basic Materials|False|False
PAAS|Precious Metals Complex Rebound|Fading|0.893|60|34|35|admit|Basic Materials|False|False
HYMC|Precious Metals Complex Rebound|Fading|0.8592|60|34|35|admit|Basic Materials|False|False
WPM|Precious Metals Complex Rebound|Fading|0.9467|60|34|35|admit|Basic Materials|False|False
AEM|Precious Metals Complex Rebound|Fading|0.895|60|34|35|admit|Basic Materials|False|False
SBSW|Precious Metals Complex Rebound|Fading|0.8742|60|34|35|admit|Basic Materials|False|False
HMY|Precious Metals Complex Rebound|Fading|0.8432|60|34|35|admit|Basic Materials|False|False
IAG|Precious Metals Complex Rebound|Fading|0.9178|60|34|35|admit|Basic Materials|False|False
MUX|Precious Metals Complex Rebound|Fading|0.893|60|34|35|admit|Basic Materials|False|False
AUGO|Precious Metals Complex Rebound|Fading|0.8574|60|34|35|admit|Basic Materials|False|False
RGLD|Precious Metals Complex Rebound|Fading|0.9023|60|34|35|admit|Basic Materials|False|False
SSRM|Precious Metals Complex Rebound|Fading|0.9172|60|34|35|admit|Basic Materials|False|False
NG|Precious Metals Complex Rebound|Fading|0.8842|60|34|35|admit|Basic Materials|False|False
FEIM|Precision Timing & Motion Control Component Makers|Nascent||0|2|3|unjudgeable:thin_basket|Technology|False|False
ALNT|Precision Timing & Motion Control Component Makers|Nascent||0|2|3|unjudgeable:thin_basket|Technology|False|False
SITM|Precision Timing & Motion Control Component Makers|Nascent||0|2|3|unjudgeable:thin_basket|Technology|False|False
ENTG|Semiconductor Equipment & Materials Velocity Surge|Nascent||0|2|3|unjudgeable:thin_basket|Technology|False|False
ONTO|Semiconductor Equipment & Materials Velocity Surge|Nascent||0|2|3|unjudgeable:thin_basket|Technology|False|False
AXTI|Semiconductor Equipment & Materials Velocity Surge|Nascent||0|2|3|unjudgeable:thin_basket|Technology|False|False
KNX|Trucking & Freight Carrier Rebound|Fading||0|1|2|unjudgeable:thin_basket|Industrials|False|False
ARCB|Trucking & Freight Carrier Rebound|Fading||0|1|2|unjudgeable:thin_basket|Industrials|False|False
RMBS|AI Server Power & Signal-Integrity Analog ICs|Fading||0|1|2|unjudgeable:thin_basket|Technology|False|False
MPWR|AI Server Power & Signal-Integrity Analog ICs|Fading||0|1|2|unjudgeable:thin_basket|Technology|False|False
BXC|Building Products Distribution & Supply|Fading||0|1|2|unjudgeable:thin_basket|Industrials|False|False
BLDR|Building Products Distribution & Supply|Fading||0|1|2|unjudgeable:thin_basket|Industrials|False|False
BTU|Coal Mining Producers|Fading|0.808|60|3|4|admit|Energy|False|False
CNR|Coal Mining Producers|Fading|0.7781|60|3|4|admit|Energy|False|False
AMR|Coal Mining Producers|Fading|0.822|60|3|4|admit|Basic Materials|False|False
HCC|Coal Mining Producers|Fading|0.8419|60|3|4|admit|Basic Materials|False|False
DOCN|Emerging AI Compute & Cloud Infrastructure Platforms|Nascent|0.6277|60|3|4|admit|Technology|False|False
CBRS|Emerging AI Compute & Cloud Infrastructure Platforms|Nascent|0.5953|60|3|4|admit|Technology|False|False
PENG|Emerging AI Compute & Cloud Infrastructure Platforms|Nascent|0.5759|60|3|4|admit|Technology|False|False
CRWV|Emerging AI Compute & Cloud Infrastructure Platforms|Nascent|0.7657|60|3|4|admit|Technology|False|False
BETA|Electric & Unmanned Aircraft Innovators|Fading||0|1|2|unjudgeable:thin_basket|Industrials|False|False
AVEX|Electric & Unmanned Aircraft Innovators|Fading||0|1|2|unjudgeable:thin_basket|Industrials|False|False
UEC|Uranium Mining & Extraction|Fading||0|1|2|unjudgeable:thin_basket|Energy|False|False
UUUU|Uranium Mining & Extraction|Fading||0|1|2|unjudgeable:thin_basket|Energy|False|False
OUST|Autonomous Vehicle & ADAS Technology Enablers|Nascent||0|2|3|unjudgeable:thin_basket|Technology|False|False
AMBA|Autonomous Vehicle & ADAS Technology Enablers|Nascent||0|2|3|unjudgeable:thin_basket|Technology|False|False
BB|Autonomous Vehicle & ADAS Technology Enablers|Nascent||0|2|3|unjudgeable:thin_basket|Technology|False|False
MSTR|Bitcoin Balance Sheet Proxies|Nascent|0.8299|60|3|4|admit|Technology|False|False
COIN|Bitcoin Balance Sheet Proxies|Nascent|0.8908|60|3|4|admit|Financial Services|False|False
BLSH|Bitcoin Balance Sheet Proxies|Nascent|0.7221|60|3|4|admit|Technology|False|False
CRCL|Bitcoin Balance Sheet Proxies|Nascent|0.8322|60|3|4|admit|Financial Services|False|False
INTR|Brazilian Fintech & Digital Payments|Nascent||0|1|2|unjudgeable:thin_basket|Financial Services|False|False
STNE|Brazilian Fintech & Digital Payments|Nascent||0|1|2|unjudgeable:thin_basket|Technology|False|False
MAS|Home Improvement Retail & Building Products|Nascent|0.6762|60|3|4|admit|Industrials|True|False
FND|Home Improvement Retail & Building Products|Nascent|0.7118|60|3|4|admit|Consumer Cyclical|False|False
LOW|Home Improvement Retail & Building Products|Nascent|0.8016|60|3|4|admit|Consumer Cyclical|False|False
HD|Home Improvement Retail & Building Products|Nascent|0.8513|60|3|4|admit|Consumer Cyclical|False|False
GRAL|Liquid Biopsy & Molecular Cancer Diagnostics Testing|Nascent||0|2|3|unjudgeable:thin_basket|Healthcare|False|False
NTRA|Liquid Biopsy & Molecular Cancer Diagnostics Testing|Nascent||0|2|3|unjudgeable:thin_basket|Healthcare|False|False
CDNA|Liquid Biopsy & Molecular Cancer Diagnostics Testing|Nascent||0|2|3|unjudgeable:thin_basket|Healthcare|False|False
MUR|Onshore Oil & Gas E&P Recovery|Nascent|0.807|60|3|4|admit|Energy|False|False
TALO|Onshore Oil & Gas E&P Recovery|Nascent|0.8412|60|3|4|admit|Energy|False|False
PNRG|Onshore Oil & Gas E&P Recovery|Nascent|0.6825|60|3|4|admit|Energy|False|False
OXY|Onshore Oil & Gas E&P Recovery|Nascent|0.8244|60|3|4|admit|Energy|False|False
